english_name,japanese_names,jp_candidate_count,example_set_id,example_number
Dragonite-GX,カイリューGX,1,14496d8f-d11f-4779-bc03-b5a0e25a8a4b,69
Drakloak,ドロンチ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,53
Drampa,ジジーロン,1,8cce95a2-f537-4156-907d-f331ce13b5d6,60
Drampa-GX,ジジーロンGX,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,42
Drapion,ドラピオン,1,14496d8f-d11f-4779-bc03-b5a0e25a8a4b,56
Drapion V,ドラピオンV,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,66
Drapion VSTAR,ドラピオンVSTAR,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,67
Drasna,ドラセナ,1,154b30d7-3fc1-4322-af22-f39b9c881d45,62
Dratini,ミニリュウ,1,248d92ee-d69e-493d-9d4b-0960134db32f,70
Draw Energy,ドローエネルギー,1,67f367c1-a48d-4f82-8b03-0cea6da851bb,60
Drayton,カキツバタ,1,154b30d7-3fc1-4322-af22-f39b9c881d45,60
Dream Ball,ドリームボール,1,a29ec842-6bdb-4f63-9b66-6d63ca4e67cf,61
Drednaw,カジリガメ,1,db8504f1-e9f0-4e60-954a-4818040cfe98,26
Drednaw V,カジリガメV,1,c82f1d3a-3f74-454a-9a22-8ee9ac53e4e8,26
Drednaw VMAX,カジリガメVMAX,1,c82f1d3a-3f74-454a-9a22-8ee9ac53e4e8,27
Dreepy,ドラメシヤ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,52
Drifblim,フワライド,1,4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,15
Drifloon,フワンテ,1,4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,14
Drilbur,モグリュー,1,a945665e-c81a-4c03-924d-624a07458341,57
Drizzile,ジメレオン,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,37
Drone Rotom,ドローンロトム,1,55532dfc-3744-4734-b6b3-db9157b43812,90
Drowzee,スリープ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,42
Druddigon,クリムガン,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,121
Dubwool,バイウールー,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,55
Dubwool V,バイウールーV,1,43366684-3ba6-4b69-a815-9c96da64469d,154
Ducklett,コアルヒー,1,4a261245-088f-4357-a2ff-6c7890e11543,23
Dudunsparce,ノココッチ,1,e86bad58-b459-4ac3-a82c-a122cf1755d6,57
Dudunsparce ex,ノココッチex,1,89da1d8e-b1db-45f2-8674-eed2ab01058b,79
Dugtrio,ダグトリオ,1,94db240f-1949-4c1e-9b92-12425aa31573,44
Dunsparce,ノコッチ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,118
Duosion,ダブラン,1,248d92ee-d69e-493d-9d4b-0960134db32f,41
Duraludon,ジュラルドン,1,db8504f1-e9f0-4e60-954a-4818040cfe98,72
Duraludon V,ジュラルドンV,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,48
Duraludon VMAX,ジュラルドンVMAX,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,49
Durant,アイアント,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,10
Durant ex,アイアントex,1,6d9ff692-c95f-40d8-aef9-58089eb14260,3
Dusclops,サマヨール,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,58
Dusk Ball,ダークボール,1,154b30d7-3fc1-4322-af22-f39b9c881d45,54
Dusk Mane Necrozma,ネクロズマ たそがれのたてがみ,1,7b4aebdd-ad4e-4fd2-a4a1-50ed98bc4e51,36
Dusk Mane Necrozma-GX,ネクロズマ たそがれのたてがみGX,1,85624ae1-7bf6-4f09-a3c7-d3af5f65893a,44
Dusk Stone,やみのいし,1,94db240f-1949-4c1e-9b92-12425aa31573,84
Dusknoir,ヨノワール,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,59
Duskull,ヨマワル,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,57
Dust Island,ダストアイランド,1,94db240f-1949-4c1e-9b92-12425aa31573,90
Dustox,ドクケイル,1,54450e62-c2ee-4136-b175-6191e3a2acfc,8
Dwebble,イシズマイ,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,3
Dyna Tree Hill,ダイ木の丘,1,b8da2cc6-5a50-4b94-898d-bbb675e70c0a,70
Earthen Seal Stone,大地の封印石,1,248d92ee-d69e-493d-9d4b-0960134db32f,91
Earthen Vessel,大地の器,1,41226239-da09-4293-b6a3-d53c92094bf5,60
Echoing Horn,やまびこホーン,1,c56a482d-7434-4e00-bc54-16c38f187c4e,94
Eelektrik,シビビール,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,40
Eelektross,シビルドン,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,41
Eevee,イーブイ,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,54
Eevee & Snorlax-GX,イーブイ&カビゴンGX,1,8c3e90a2-295a-49ec-a166-fec75fe3fd8e,66
Eevee ex,イーブイex,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,126
Eevee-GX,イーブイGX,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,187
Egg Incubator,ふかそうち,1,519974df-352f-47fe-a03f-04e3e551a5da,65
Eiscue,コオリッポ,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,9
Eiscue ex,コオリッポex,1,eb9a2ae1-f752-48e2-bd6e-4a3103023949,20
Ekans,アーボ,1,03ce403b-f7de-460e-931e-27de38cd44ca,25
Eldegoss,ワタシラガ,1,db8504f1-e9f0-4e60-954a-4818040cfe98,9
Eldegoss V,ワタシラガV,1,43366684-3ba6-4b69-a815-9c96da64469d,16
Electabuzz,エレブー,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,34
Electivire,エレキブル,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,35
Electivire ex,エレキブルex,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,35
Electric Generator,エレキジェネレーター,1,15f71d52-9415-472d-a5cb-2397e385979c,69
Electric Memory,エレクトロメモリ,1,02774e64-31dd-4b6c-a9b3-65c24144066e,99
Electrike,ラクライ,1,02909cf1-28d7-484f-bede-01b7da714ab6,33
Electrocharger,エレキチャージャー,1,424e31c9-b164-41cc-bc8b-67667edfab53,46
Electrode,マルマイン,1,c56a482d-7434-4e00-bc54-16c38f187c4e,92
Electrode-GX,マルマインGX,1,1778f144-2fa0-4cf0-b7ed-b8a42a4f4526,22
Electromagnetic Radar,電磁レーダー,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,123
Electropower,エレキパワー,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,118
Elekid,エレキッド,1,1d6a22e1-15be-46ec-bfa4-71adffe1213e,22
Elemental Badge,エレメンタルバッジ,1,a29ec842-6bdb-4f63-9b66-6d63ca4e67cf,62
Elesa's Sparkle,カミツレのきらめき,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,150
Elgyem,リグレー,1,248d92ee-d69e-493d-9d4b-0960134db32f,43
Emboar,エンブオー,1,8cce95a2-f537-4156-907d-f331ce13b5d6,12
Emcee's Excitement,MCの盛り上げ,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,61
Emergency Jelly,きんきゅうゼリー,1,012908fb-007c-486d-85ba-d2fcf10d833d,62
Emolga,エモンガ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,38
Emolga-EX,エモンガEX,1,0f0b8f32-db0e-4bf1-9a12-e6692554debb,23
Empoleon,エンペルト,1,012f4320-fb6b-4541-b502-a185ca139451,27
Empoleon V,エンペルトV,1,db89ab0e-03c2-433a-bbc0-771d17066a54,26
Enamorus,ラブトロス,1,97d0e77f-4340-44e3-9fb3-6e227b079a7d,39
Enamorus V,ラブトロスV,1,54450e62-c2ee-4136-b175-6191e3a2acfc,31
Eneporter,エネポーター,1,adc82cca-bad7-4c21-88f1-14482564992e,76
Energy Coin,エネルギーコイン,1,1b0c8034-f89e-45bd-9339-da3e9963ce3f,79
Energy Loto,エネくじ,1,6e0a46c7-e469-4972-ba98-131cf67c7c94,60
Energy Pouch,エネルギーポーチ,1,738567d0-701f-448b-bba6-70a6b90dbcc4,72
Energy Recycle System,エネルギー循環装置,1,1778f144-2fa0-4cf0-b7ed-b8a42a4f4526,52
Energy Recycler,エネルギーリサイクル,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,43
Energy Retrieval,エネルギー回収,1,67f367c1-a48d-4f82-8b03-0cea6da851bb,50
Energy Search,エネルギー転送,1,80bafe30-b936-4474-87c8-2bea79d320a4,17
Energy Search PRO,エネルギー転送PRO,1,154b30d7-3fc1-4322-af22-f39b9c881d45,52
Energy Sticker,エネルギーシール,1,bb411b0c-7378-4681-8d40-30958187c747,152
Energy Switch,エネルギーつけかえ,1,012908fb-007c-486d-85ba-d2fcf10d833d,59
Enhanced Hammer,改造ハンマー,1,575b3ae4-5c0c-4abc-93f8-f1f4cc71974a,44
Entei,エンテイ,1,012908fb-007c-486d-85ba-d2fcf10d833d,14
Entei V,エンテイV,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,19
Entei-EX,エンテイEX,1,20672802-91f9-40b4-909f-312ffba0dd5b,9
Entei-GX,エンテイGX,1,cc2feeb0-7efb-4265-9655-142f55afe232,11
Eri,ビワ,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,197
Erika's Hospitality,エリカのおもてなし,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,146
Erika's Invitation,エリカの招待,1,bb411b0c-7378-4681-8d40-30958187c747,161
Escape Board,エスケープボード,1,67f367c1-a48d-4f82-8b03-0cea6da851bb,62
Escape Rope,あなぬけのヒモ,1,8cce95a2-f537-4156-907d-f331ce13b5d6,61
Escavalier,シュバルゴ,1,4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,31
Espathra,クエスパトラ,1,0e5e9c85-befb-4767-b2e3-748891d46454,37
Espathra ex,クエスパトラex,1,2e3e2cf1-be86-4808-87f7-fe01973f0325,23
Espeon,エーフィ,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,40
Espeon & Deoxys-GX,エーフィ&デオキシスGX,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,176
Espeon ex,エーフィex,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,63
Espeon V,エーフィV,1,a29ec842-6bdb-4f63-9b66-6d63ca4e67cf,35
Espeon-EX,エーフィEX,1,76c58458-b473-4806-9bb6-903a2d2a9b45,35
Espeon-GX,エーフィGX,1,c9f7833f-defe-4d99-b45a-33fcb5a1fb14,24
Espurr,ニャスパー,1,012908fb-007c-486d-85ba-d2fcf10d833d,41
Eternatus,ムゲンダイナ,1,6d9ff692-c95f-40d8-aef9-58089eb14260,80
Eternatus V,ムゲンダイナV,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,109
Eternatus VMAX,ムゲンダイナVMAX,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,110
Ethan's Adventure,ヒビキの冒険,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,63
Ethan's Cyndaquil,ヒビキのヒノアラシ,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,15
Ethan's Ho-Oh ex,ヒビキのホウオウex,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,20
Ethan's Magcargo,ヒビキのマグカルゴ,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,19
Ethan's Pichu,ヒビキのピチュー,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,36
Ethan's Pinsir,ヒビキのカイロス,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,1
Ethan's Quilava,ヒビキのマグマラシ,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,16
Ethan's Slugma,ヒビキのマグマッグ,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,18
Ethan's Sudowoodo,ヒビキのウソッキー,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,41
Ethan's Typhlosion,ヒビキのバクフーン,1,562e3ff7-4148-430b-8ea4-e1308f56d05e,17
Ether,ピーピーエイド,1,55fb9c24-1735-4a8c-b090-eebabf950f94,55
Evelyn,ルスワール,1,312d4099-d563-4221-b523-a8ab2cf9c24e,139
Eviolite,しんかのきせき,1,57924c09-76eb-4558-9b20-3158526e6c65,65
Evolution Incense,しんかのおこう,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,57
Evosoda,シンカソーダ,1,1e661884-d040-47cb-bdf0-f160771af6e1,55
Excadrill,ドリュウズ,1,a945665e-c81a-4c03-924d-624a07458341,67
Excadrill ex,ドリュウズex,1,1b0c8034-f89e-45bd-9339-da3e9963ce3f,49
Excadrill-EX,ドリュウズEX,1,eb0a6865-84ff-4f85-b031-54c9d4e4c14d,66
Exchange Ticket,とりかえチケット,1,89da1d8e-b1db-45f2-8674-eed2ab01058b,90
Exciting Stadium,エキサイトスタジアム,1,6d9ff692-c95f-40d8-aef9-58089eb14260,105
Exeggcute,タマタマ,1,012908fb-007c-486d-85ba-d2fcf10d833d,32
Exeggutor,ナッシー | ナッシー[Exeggutor],2,012908fb-007c-486d-85ba-d2fcf10d833d,33
Exp. Share,学習装置,1,8cce95a2-f537-4156-907d-f331ce13b5d6,65
EXP.ALL,学習装置,1,b7b434e5-3fee-4321-a856-7cb6afbe5941,50
Expedition Uniform,サバイバルセット,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,60
Explorer's Guidance,探検家の先導,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,172
Exploud,バクオング,1,02909cf1-28d7-484f-bede-01b7da714ab6,74
Faba,ザオボー,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,150
Fairy Charm Ability,フェアリーチャーム 特性,1,0bf8b1be-1ffe-4105-957e-f4d47b905e05,48
Fairy Charm Dragon,フェアリーチャームドラゴン,1,dbb0d0e7-efba-41c2-9f8a-daf68582ed52,47
Fairy Charm Fighting,フェアリーチャーム闘,1,dbb0d0e7-efba-41c2-9f8a-daf68582ed52,46
Fairy Charm Grass,フェアリーチャーム草,1,ac71e58e-df22-4e89-89a6-7e939bd6632a,86
Fairy Charm Lightning,フェアリーチャーム 雷,1,0bf8b1be-1ffe-4105-957e-f4d47b905e05,47
Fairy Charm Psychic,フェアリーチャーム超,1,dbb0d0e7-efba-41c2-9f8a-daf68582ed52,45
Fairy Charm UB,フェアリーチャーム UB,1,312d4099-d563-4221-b523-a8ab2cf9c24e,126
Fairy Energy,基本フェアリーエネルギー,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,210
Falinks,タイレーツ,1,a945665e-c81a-4c03-924d-624a07458341,58
Falinks V,タイレーツV,1,43366684-3ba6-4b69-a815-9c96da64469d,102
Falkner,ハヤト,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,68
Familiar Bell,そっくりベル,1,34f34ce8-d9b4-4c63-9460-a26290607bc5,64
Fan of Waves,うねりの扇,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,132
Fan Rotom,スピンロトム,1,85624ae1-7bf6-4f09-a3c7-d3af5f65893a,51
Fantina,メリッサ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,98
Farewell Bell,なごりの大鈴,1,a945665e-c81a-4c03-924d-624a07458341,94
Farfetch'd,カモネギ,1,012f4320-fb6b-4541-b502-a185ca139451,76
Farigiraf,リキキリン,1,34dac2ab-c4e1-429a-a8f7-a057ae021a67,60
Farigiraf ex,リキキリンex,1,1fea9ad9-1344-4423-b075-978401221f70,42
Fearow,オニドリル,1,8cce95a2-f537-4156-907d-f331ce13b5d6,56
Feather Ball,フェザーボール,1,7232c008-006b-4250-8b7a-d6e96202a657,63
Feebas,ヒンバス,1,012908fb-007c-486d-85ba-d2fcf10d833d,27
Fennekin,フォッコ,1,012908fb-007c-486d-85ba-d2fcf10d833d,16
Fennel,マコモ,1,1b0c8034-f89e-45bd-9339-da3e9963ce3f,85
Feraligatr,オーダイル,1,a945665e-c81a-4c03-924d-624a07458341,22
Ferroseed,テッシード,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,76
Ferrothorn,ナットレイ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,77
Festival Grounds,お祭り会場,1,aaae146c-17af-45fb-b9fb-165ca527fc03,99
Fezandipiti,キチキギス,1,aaae146c-17af-45fb-b9fb-165ca527fc03,56
Fezandipiti ex,キチキギスex,1,0683c46d-715d-4978-bcac-223c867795ea,38
Fidough,パピモッチ,1,0e5e9c85-befb-4767-b2e3-748891d46454,32
Field Blower,フィールドブロアー,1,234779b1-7c9a-442f-8f8e-de41d5de658c,48
Fiery Flint,火打石,1,94db240f-1949-4c1e-9b92-12425aa31573,92
Fiery Torch,炎のトーチ,1,6ba347c2-db70-4a00-bd67-01f48ceff2f5,75
Fighting Au Lait,ファイトオレ,1,e86bad58-b459-4ac3-a82c-a122cf1755d6,67
Fighting Energy,基本闘エネルギー,1,30503cd2-8ced-45f5-9b2f-acd3ee55c09a,207
Fighting Fury Belt,闘魂のまわし,1,76c58458-b473-4806-9bb6-903a2d2a9b45,74
Fighting Memory,ファイトメモリ,1,133c791b-7cad-484f-843a-1fdb007af685,49
Fighting Stadium,ファイティングスタジアム,1,18513f31-8b41-4783-9b7b-43ea49365192,93
Finizen,ナミイルカ,1,eb9a2ae1-f752-48e2-bd6e-4a3103023949,29
Finneon,ケイコウオ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,27
Fire Crystal,炎の結晶,1,94db240f-1949-4c1e-9b92-12425aa31573,83
Fire Energy,パワータブレット | 基本炎エネルギー,2,a945665e-c81a-4c03-924d-624a07458341,129
Fire Memory,ファイヤーメモリ,1,02774e64-31dd-4b6c-a9b3-65c24144066e,102
Fire-Resistant Gloves,耐火グローブ,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,63
First Ticket,ファーストチケット,1,853adb35-1890-4fd2-9969-7ab871a0570a,19
Fisherman,釣り人,1,02909cf1-28d7-484f-bede-01b7da714ab6,89
Fishing Rod MAX,つりざおMAX,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,142
Flaaffy,モココ,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,37
Flabébé,フラベベ,1,4a261245-088f-4357-a2ff-6c7890e11543,58
Flamigo,カラミンゴ,1,34dac2ab-c4e1-429a-a8f7-a057ae021a67,65
Flannery,アスナ,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,65
Flapple,アップリュー,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,13
Flapple V,アップリューV,1,8cce95a2-f537-4156-907d-f331ce13b5d6,7
Flapple VMAX,アップリューVMAX,1,8cce95a2-f537-4156-907d-f331ce13b5d6,8
Flareon,ブースター,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,18
Flareon ex,ブースターex,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,22
Flareon V,ブースターV,1,a29ec842-6bdb-4f63-9b66-6d63ca4e67cf,11
Flareon-EX,ブースターEX,1,5f734794-2cd7-4671-b390-7a1f33222268,6
Fletchinder,ヒノヤコマ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,18
Fletchling,ヤヤコマ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,90
Flittle,ヒラヒナ,1,0e5e9c85-befb-4767-b2e3-748891d46454,35
Float Stone,かるいし,1,71a210ff-9d68-4eed-900a-43b5f14a70c6,48
Floatzel,フローゼル,1,012f4320-fb6b-4541-b502-a185ca139451,29
Floette,フラエッテ,1,4a261245-088f-4357-a2ff-6c7890e11543,60
Floragato,ニャローテ,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,6
Floral Crown,おはなのかんむり,1,5f734794-2cd7-4671-b390-7a1f33222268,31
Florges,フラージェス,1,4a261245-088f-4357-a2ff-6c7890e11543,61
Florges BREAK,フラージェスBREAK,1,e2a21580-e660-4e87-921d-56dea35352aa,43
Florges-EX,フラージェスEX,1,c5895636-5372-42da-a880-777a0a52416a,60
Flutter Mane,ハバタクカミ,1,6d9ff692-c95f-40d8-aef9-58089eb14260,59
Flygon,フライゴン,1,80f62c95-9f01-4569-b25d-11f781e01a82,30
Flygon ex,フライゴンex,1,154b30d7-3fc1-4322-af22-f39b9c881d45,27
Flygon V,フライゴンV,1,012f4320-fb6b-4541-b502-a185ca139451,72
Flygon-GX,フライゴンGX,1,4a261245-088f-4357-a2ff-6c7890e11543,44
Flying Pikachu V,そらをとぶピカチュウV,1,798983eb-5b45-49ab-b90a-339a8fd22b4a,23
Flying Pikachu VMAX,そらをとぶピカチュウVMAX,1,798983eb-5b45-49ab-b90a-339a8fd22b4a,24
Flyinium Z: Air Slash,ヒコウZエアスラッシュ,1,03ce403b-f7de-460e-931e-27de38cd44ca,45
Focus Sash,きあいのタスキ,1,18513f31-8b41-4783-9b7b-43ea49365192,88
Fog Crystal,霧の水晶,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,134
Fomantis,カリキリ,1,03ce403b-f7de-460e-931e-27de38cd44ca,4
Foongus,タマゲタケ,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,8
Forest of Giant Plants,巨大植物の森,1,a4b22717-7318-403a-8743-77bfda0624d7,127
Forest Seal Stone,森の封印石,1,248d92ee-d69e-493d-9d4b-0960134db32f,92
Forretress,フォレトス,1,c747cf6e-7ba4-4ec5-8288-d40293a4565f,73
Forretress ex,フォレトスex,1,34dac2ab-c4e1-429a-a8f7-a057ae021a67,5
Fossil Excavation Kit,化石採掘キット,1,738567d0-701f-448b-bba6-70a6b90dbcc4,66
Fossil Excavation Map,化石発掘マップ,1,adc82cca-bad7-4c21-88f1-14482564992e,77
Fossil Researcher,化石研究員,1,18513f31-8b41-4783-9b7b-43ea49365192,89
Fraxure,オノンド,1,4fc047cb-d0d5-4086-b6dd-8f0b1d5dad42,35
Fresh Water Set,おいしいみずセット,1,012f4320-fb6b-4541-b502-a185ca139451,88
Friend Ball,フレンドボール,1,1778f144-2fa0-4cf0-b7ed-b8a42a4f4526,57
Friends in Galar,ガラルの仲間たち,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,149
Friends in Hisui,ヒスイの仲間たち,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,160
Friends in Paldea,パルデアの仲間たち,1,d89dc0ae-ec18-4b7e-a147-29ceffa71c2f,174
Friends in Sinnoh,シンオウの仲間たち,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,154
Frigibax,セビエ,1,e86bad58-b459-4ac3-a82c-a122cf1755d6,24
Frillish,プルリル,1,02eba1f1-ab17-434f-b54f-3213cbb54ca3,41
Froakie,ケロマツ,1,adc82cca-bad7-4c21-88f1-14482564992e,17
Frogadier,ゲコガシラ,1,adc82cca-bad7-4c21-88f1-14482564992e,19
Froslass,ユキメノコ,1,248d92ee-d69e-493d-9d4b-0960134db32f,21
Froslass ex,ユキメノコex,1,c5804d11-9c59-4cad-9061-0801b0ba0d9b,1
Frosmoth,モスノウ,1,a945665e-c81a-4c03-924d-624a07458341,29
Frost Rotom,フロストロトム,1,4faa5ea4-2af5-4aea-8154-3d8eac93ff68,13
Frozen City,凍てついた街,1,3b23961b-060c-4eec-b215-11dcd659f7a9,49
Fuecoco,ホゲータ,1,af1234fc-0c84-4c51-ba4c-cc74829e2d03,17
Full Face Guard,フルフェイスガード,1,b86a7ec9-e8f7-4f8c-b4e4-757e2f1d54f6,62
Full Heal,なんでもなおし,1,b40da42f-59cd-4cf5-b07d-0a4e0b111b12,50
Full Metal Lab,フルメタルラボ,1,1fea9ad9-1344-4423-b075-978401221f70,70
Furfrou,トリミアン,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,59
Furisode Girl,ふりそで,1,012908fb-007c-486d-85ba-d2fcf10d833d,65
Furret,オオタチ,1,89da1d8e-b1db-45f2-8674-eed2ab01058b,77
Fusion Strike Energy,フュージョンエネルギー,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,172
Future Booster Energy Capsule,ブーストエナジー 未来,1,1d6a22e1-15be-46ec-bfa4-71adffe1213e,62
G Booster,Gブースター,1,2f7aa653-531c-4744-b532-e3fead1dfa1f,75
G Scope,Gスコープ,1,2f7aa653-531c-4744-b532-e3fead1dfa1f,74
Gabite,ガバイト,1,012f4320-fb6b-4541-b502-a185ca139451,74
Galar Mine,ガラル鉱山,1,7d28ee74-f539-44c6-9aa1-1af5bf6c65aa,93
Galarian Articuno,ガラル フリーザー,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,49
Galarian Articuno V,ガラル フリーザーV,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,60
Galarian Chestplate,ガラルのむねあて,1,b8da2cc6-5a50-4b94-898d-bbb675e70c0a,65
Galarian Corsola,ガラル サニーゴ,1,a945665e-c81a-4c03-924d-624a07458341,43
Galarian Cursola,ガラル サニゴーン,1,a945665e-c81a-4c03-924d-624a07458341,44
Galarian Cursola V,ガラル サニゴーンV,1,c82f1d3a-3f74-454a-9a22-8ee9ac53e4e8,43
Galarian Darmanitan,ガラル ヒヒダルマ,1,43366684-3ba6-4b69-a815-9c96da64469d,38
Galarian Darmanitan V,ガラル ヒヒダルマV,1,55532dfc-3744-4734-b6b3-db9157b43812,23
Galarian Darmanitan VMAX,ガラル ヒヒダルマVMAX,1,55532dfc-3744-4734-b6b3-db9157b43812,24
Galarian Darumaka,ガラル ダルマッカ,1,43366684-3ba6-4b69-a815-9c96da64469d,37
Galarian Farfetch'd,ガラル カモネギ,1,43366684-3ba6-4b69-a815-9c96da64469d,90
Galarian Linoone,ガラル マッスグマ,1,a945665e-c81a-4c03-924d-624a07458341,60
Galarian Meowth,ガラル ニャース,1,248d92ee-d69e-493d-9d4b-0960134db32f,63
Galarian Moltres,ガラル ファイヤー,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,79
Galarian Moltres V,ガラル ファイヤーV,1,8c1bc8f3-39e4-4b18-a239-4b6b22df60a8,80
Galarian Mr. Mime,ガラル バリヤード,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,27
Galarian Mr. Rime,ガラル バリコオル,1,80bdd6cc-3aa6-4299-b5b1-43a5f80af030,28
Galarian Obstagoon,ガラル タチフサグマ,1,a945665e-c81a-4c03-924d-624a07458341,61
Galarian Perrserker,ガラル ニャイキング,1,248d92ee-d69e-493d-9d4b-0960134db32f,64
Galarian Perrserker V,ガラル ニャイキングV,1,ca93c4b2-7d37-4881-9306-c30f64a19b88,79
Galarian Ponyta,ガラル ポニータ,1,43366684-3ba6-4b69-a815-9c96da64469d,67
Galarian Rapidash,ガラル ギャロップ,1,43366684-3ba6-4b69-a815-9c96da64469d,68
Galarian Rapidash V,ガラル ギャロップV,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,29
Galarian Runerigus,ガラル デスバーン,1,43366684-3ba6-4b69-a815-9c96da64469d,93
Galarian Sirfetch'd,ガラル ネギガナイト,1,43366684-3ba6-4b69-a815-9c96da64469d,91
Galarian Sirfetch'd V,ガラル ネギガナイトV,1,55532dfc-3744-4734-b6b3-db9157b43812,65
Galarian Slowbro,ガラル ヤドラン,1,8cce95a2-f537-4156-907d-f331ce13b5d6,41
Galarian Slowking,ガラル ヤドキング,1,ec2d763e-ea05-4f77-ade2-b439f60a2adb,45
Galarian Slowking V,ガラル ヤドキングV,1,b8da2cc6-5a50-4b94-898d-bbb675e70c0a,46
Galarian Slowking VMAX,ガラル ヤドキングVMAX,1,b8da2cc6-5a50-4b94-898d-bbb675e70c0a,47
Galarian Slowpoke,ガラル ヤドン,1,8cce95a2-f537-4156-907d-f331ce13b5d6,21
