set_code,set_id,card_number,scrydex_english_name,db_japanese_name,scrydex_card_url
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,55,Delcatty,エネコロロ,https://scrydex.com/pokemon/cards/delcatty/xy5t_ja-55?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,56,Spinda,パッチール,https://scrydex.com/pokemon/cards/spinda/xy5t_ja-56?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,57,Bidoof,ビッパ,https://scrydex.com/pokemon/cards/bidoof/xy5t_ja-57?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,58,Bidoof,ビッパ,https://scrydex.com/pokemon/cards/bidoof/xy5t_ja-58?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,59,Bibarel,ビーダル,https://scrydex.com/pokemon/cards/bibarel/xy5t_ja-59?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,60,Escape Rope,あなぬけのヒモ,https://scrydex.com/pokemon/cards/escape-rope/xy5t_ja-60?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,61,Fresh Water Set,おいしいみずセット,https://scrydex.com/pokemon/cards/fresh-water-set/xy5t_ja-61?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,62,Dive Ball,ダイブボール,https://scrydex.com/pokemon/cards/dive-ball/xy5t_ja-62?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,63,Exp. Share,学習装置,https://scrydex.com/pokemon/cards/exp-share/xy5t_ja-63?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,64,Kyogre Spirit Link,カイオーガソウルリンク,https://scrydex.com/pokemon/cards/kyogre-spirit-link/xy5t_ja-64?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,65,Gardevoir Spirit Link,サーナイトソウルリンク,https://scrydex.com/pokemon/cards/gardevoir-spirit-link/xy5t_ja-65?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,66,Archie's Ace in the Hole,アオギリの切り札,https://scrydex.com/pokemon/cards/archies-ace-in-the-hole/xy5t_ja-66?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,67,Professor Birch's Observations,オダマキ博士の観察,https://scrydex.com/pokemon/cards/professor-birchs-observations/xy5t_ja-67?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,68,Rough Seas,うねりの大海,https://scrydex.com/pokemon/cards/rough-seas/xy5t_ja-68?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,69,Silent Lab,サイレントラボ,https://scrydex.com/pokemon/cards/silent-lab/xy5t_ja-69?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,70,Wonder Energy,ワンダーエネルギー,https://scrydex.com/pokemon/cards/wonder-energy/xy5t_ja-70?variant=firstEdition
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,71,Wailord-EX,ホエルオーEX,https://scrydex.com/pokemon/cards/wailord-ex/xy5t_ja-71?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,72,Kyogre-EX,カイオーガEX,https://scrydex.com/pokemon/cards/kyogre-ex/xy5t_ja-72?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,73,Primal Kyogre-EX,ゲンシカイオーガEX,https://scrydex.com/pokemon/cards/primal-kyogre-ex/xy5t_ja-73?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,74,Sharpedo-EX,サメハダーEX,https://scrydex.com/pokemon/cards/sharpedo-ex/xy5t_ja-74?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,75,Gardevoir-EX,サーナイトEX,https://scrydex.com/pokemon/cards/gardevoir-ex/xy5t_ja-75?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,76,M Gardevoir-EX,megaサーナイトEX,https://scrydex.com/pokemon/cards/m-gardevoir-ex/xy5t_ja-76?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,77,Archie's Ace in the Hole,アオギリの切り札,https://scrydex.com/pokemon/cards/archies-ace-in-the-hole/xy5t_ja-77?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,78,Professor Birch's Observations,オダマキ博士の観察,https://scrydex.com/pokemon/cards/professor-birchs-observations/xy5t_ja-78?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,79,Enhanced Hammer,改造ハンマー,https://scrydex.com/pokemon/cards/enhanced-hammer/xy5t_ja-79?variant=firstEditionHolofoil
XY5-Bt,a03039bf-3a15-4b15-9d4f-634488fa9e48,80,Dive Ball,ダイブボール,https://scrydex.com/pokemon/cards/dive-ball/xy5t_ja-80?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,1,Paras,パラス,https://scrydex.com/pokemon/cards/paras/xy8r_ja-1?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,2,Parasect,パラセクト,https://scrydex.com/pokemon/cards/parasect/xy8r_ja-2?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,3,Chespin,ハリマロン,https://scrydex.com/pokemon/cards/chespin/xy8r_ja-3?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,4,Quilladin,ハリボーグ,https://scrydex.com/pokemon/cards/quilladin/xy8r_ja-4?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,5,Chesnaught,ブリガロン,https://scrydex.com/pokemon/cards/chesnaught/xy8r_ja-5?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,6,Chesnaught BREAK,ブリガロンBREAK,https://scrydex.com/pokemon/cards/chesnaught-break/xy8r_ja-6?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,7,Skiddo,メェークル,https://scrydex.com/pokemon/cards/skiddo/xy8r_ja-7?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,8,Gogoat,ゴーゴート,https://scrydex.com/pokemon/cards/gogoat/xy8r_ja-8?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,9,Houndoom-EX,ヘルガーEX,https://scrydex.com/pokemon/cards/houndoom-ex/xy8r_ja-9?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,10,M Houndoom-EX,megaヘルガーEX,https://scrydex.com/pokemon/cards/m-houndoom-ex/xy8r_ja-10?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,11,Pansear,バオップ,https://scrydex.com/pokemon/cards/pansear/xy8r_ja-11?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,12,Simisear,バオッキー,https://scrydex.com/pokemon/cards/simisear/xy8r_ja-12?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,13,Goldeen,トサキント,https://scrydex.com/pokemon/cards/goldeen/xy8r_ja-13?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,14,Seaking,アズマオウ,https://scrydex.com/pokemon/cards/seaking/xy8r_ja-14?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,15,Staryu,ヒトデマン,https://scrydex.com/pokemon/cards/staryu/xy8r_ja-15?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,16,Starmie,スターミー,https://scrydex.com/pokemon/cards/starmie/xy8r_ja-16?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,17,Remoraid,テッポウオ,https://scrydex.com/pokemon/cards/remoraid/xy8r_ja-17?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,18,Piplup,ポッチャマ,https://scrydex.com/pokemon/cards/piplup/xy8r_ja-18?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,19,Prinplup,ポッタイシ,https://scrydex.com/pokemon/cards/prinplup/xy8r_ja-19?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,20,Empoleon,エンペルト,https://scrydex.com/pokemon/cards/empoleon/xy8r_ja-20?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,21,Snover,ユキカブリ,https://scrydex.com/pokemon/cards/snover/xy8r_ja-21?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,22,Abomasnow,ユキノオー,https://scrydex.com/pokemon/cards/abomasnow/xy8r_ja-22?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,23,Magnemite,コイル,https://scrydex.com/pokemon/cards/magnemite/xy8r_ja-23?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,24,Magneton,レアコイル,https://scrydex.com/pokemon/cards/magneton/xy8r_ja-24?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,25,Magnezone,ジバコイル,https://scrydex.com/pokemon/cards/magnezone/xy8r_ja-25?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,26,Raikou,ライコウ,https://scrydex.com/pokemon/cards/raikou/xy8r_ja-26?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,27,Mewtwo-EX,ミュウツーEX,https://scrydex.com/pokemon/cards/mewtwo-ex/xy8r_ja-27?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,28,M Mewtwo-EX,megaミュウツーEX,https://scrydex.com/pokemon/cards/m-mewtwo-ex/xy8r_ja-28?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,29,Misdreavus,ムウマ,https://scrydex.com/pokemon/cards/misdreavus/xy8r_ja-29?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,30,Mismagius,ムウマージ,https://scrydex.com/pokemon/cards/mismagius/xy8r_ja-30?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,31,Ralts,ラルトス,https://scrydex.com/pokemon/cards/ralts/xy8r_ja-31?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,32,Kirlia,キルリア,https://scrydex.com/pokemon/cards/kirlia/xy8r_ja-32?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,33,Cresselia,クレセリア,https://scrydex.com/pokemon/cards/cresselia/xy8r_ja-33?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,34,Cubone,カラカラ,https://scrydex.com/pokemon/cards/cubone/xy8r_ja-34?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,35,Marowak,ガラガラ,https://scrydex.com/pokemon/cards/marowak/xy8r_ja-35?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,36,Marowak BREAK,ガラガラBREAK,https://scrydex.com/pokemon/cards/marowak-break/xy8r_ja-36?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,37,Swinub,ウリムー,https://scrydex.com/pokemon/cards/swinub/xy8r_ja-37?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,38,Piloswine,イノムー,https://scrydex.com/pokemon/cards/piloswine/xy8r_ja-38?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,39,Mamoswine,マンムー,https://scrydex.com/pokemon/cards/mamoswine/xy8r_ja-39?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,40,Gallade,エルレイド,https://scrydex.com/pokemon/cards/gallade/xy8r_ja-40?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,41,Zorua,ゾロア,https://scrydex.com/pokemon/cards/zorua/xy8r_ja-41?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,42,Yveltal,イベルタル,https://scrydex.com/pokemon/cards/yveltal/xy8r_ja-42?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,43,Bronzor,ドーミラー,https://scrydex.com/pokemon/cards/bronzor/xy8r_ja-43?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,44,Bronzong,ドータクン,https://scrydex.com/pokemon/cards/bronzong/xy8r_ja-44?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,45,Mr. Mime,バリヤード,https://scrydex.com/pokemon/cards/mr-mime/xy8r_ja-45?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,46,Spritzee,シュシュプ,https://scrydex.com/pokemon/cards/spritzee/xy8r_ja-46?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,47,Aromatisse,フレフワン,https://scrydex.com/pokemon/cards/aromatisse/xy8r_ja-47?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,48,Axew,キバゴ,https://scrydex.com/pokemon/cards/axew/xy8r_ja-48?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,49,Doduo,ドードー,https://scrydex.com/pokemon/cards/doduo/xy8r_ja-49?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,50,Dodrio,ドードリオ,https://scrydex.com/pokemon/cards/dodrio/xy8r_ja-50?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,51,Starly,ムックル,https://scrydex.com/pokemon/cards/starly/xy8r_ja-51?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,52,Staravia,ムクバード,https://scrydex.com/pokemon/cards/staravia/xy8r_ja-52?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,53,Staraptor,ムクホーク,https://scrydex.com/pokemon/cards/staraptor/xy8r_ja-53?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,54,Heavy Ball,ヘビーボール,https://scrydex.com/pokemon/cards/heavy-ball/xy8r_ja-54?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,55,Assault Vest,とつげきチョッキ,https://scrydex.com/pokemon/cards/assault-vest/xy8r_ja-55?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,56,Houndoom Spirit Link,ヘルガーソウルリンク,https://scrydex.com/pokemon/cards/houndoom-spirit-link/xy8r_ja-56?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,57,Mewtwo Spirit Link,ミュウツーソウルリンク,https://scrydex.com/pokemon/cards/mewtwo-spirit-link/xy8r_ja-57?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,58,Giovanni's Scheme,サカキの計画,https://scrydex.com/pokemon/cards/giovannis-scheme/xy8r_ja-58?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,59,Burning Energy,バーニングエネルギー,https://scrydex.com/pokemon/cards/burning-energy/xy8r_ja-59?variant=firstEdition
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,60,Houndoom-EX,ヘルガーEX,https://scrydex.com/pokemon/cards/houndoom-ex/xy8r_ja-60?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,61,M Houndoom-EX,megaヘルガーEX,https://scrydex.com/pokemon/cards/m-houndoom-ex/xy8r_ja-61?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,62,Mewtwo-EX,ミュウツーEX,https://scrydex.com/pokemon/cards/mewtwo-ex/xy8r_ja-62?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,63,M Mewtwo-EX,megaミュウツーEX,https://scrydex.com/pokemon/cards/m-mewtwo-ex/xy8r_ja-63?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,64,Giovanni's Scheme,サカキの計画,https://scrydex.com/pokemon/cards/giovannis-scheme/xy8r_ja-64?variant=firstEditionHolofoil
XY8-Br,ef6bc45c-08a8-4349-8017-1717b108d3c8,65,Mewtwo-EX,ミュウツーEX,https://scrydex.com/pokemon/cards/mewtwo-ex/xy8r_ja-65?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,1,Venusaur-EX,フシギバナEX,https://scrydex.com/pokemon/cards/venusaur-ex/xy1x_ja-1?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,2,M Venusaur-EX,megaフシギバナEX,https://scrydex.com/pokemon/cards/m-venusaur-ex/xy1x_ja-2?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,3,Volbeat,バルビート,https://scrydex.com/pokemon/cards/volbeat/xy1x_ja-3?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,4,Pansage,ヤナップ,https://scrydex.com/pokemon/cards/pansage/xy1x_ja-4?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,5,Simisage,ヤナッキー,https://scrydex.com/pokemon/cards/simisage/xy1x_ja-5?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,6,Scatterbug,コフキムシ,https://scrydex.com/pokemon/cards/scatterbug/xy1x_ja-6?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,7,Spewpa,コフーライ,https://scrydex.com/pokemon/cards/spewpa/xy1x_ja-7?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,8,Vivillon,ビビヨン,https://scrydex.com/pokemon/cards/vivillon/xy1x_ja-8?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,9,Skiddo,メェークル,https://scrydex.com/pokemon/cards/skiddo/xy1x_ja-9?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,10,Gogoat,ゴーゴート,https://scrydex.com/pokemon/cards/gogoat/xy1x_ja-10?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,11,Slugma,マグマッグ,https://scrydex.com/pokemon/cards/slugma/xy1x_ja-11?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,12,Magcargo,マグカルゴ,https://scrydex.com/pokemon/cards/magcargo/xy1x_ja-12?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,13,Fennekin,フォッコ,https://scrydex.com/pokemon/cards/fennekin/xy1x_ja-13?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,14,Braixen,テールナー,https://scrydex.com/pokemon/cards/braixen/xy1x_ja-14?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,15,Delphox,マフォクシー,https://scrydex.com/pokemon/cards/delphox/xy1x_ja-15?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,16,Staryu,ヒトデマン,https://scrydex.com/pokemon/cards/staryu/xy1x_ja-16?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,17,Starmie,スターミー,https://scrydex.com/pokemon/cards/starmie/xy1x_ja-17?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,18,Corsola,サニーゴ,https://scrydex.com/pokemon/cards/corsola/xy1x_ja-18?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,19,Froakie,ケロマツ,https://scrydex.com/pokemon/cards/froakie/xy1x_ja-19?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,20,Frogadier,ゲコガシラ,https://scrydex.com/pokemon/cards/frogadier/xy1x_ja-20?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,21,Greninja,ゲッコウガ,https://scrydex.com/pokemon/cards/greninja/xy1x_ja-21?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,22,Pikachu,ピカチュウ,https://scrydex.com/pokemon/cards/pikachu/xy1x_ja-22?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,23,Raichu,ライチュウ,https://scrydex.com/pokemon/cards/raichu/xy1x_ja-23?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,24,Ekans,アーボ,https://scrydex.com/pokemon/cards/ekans/xy1x_ja-24?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,25,Arbok,アーボック,https://scrydex.com/pokemon/cards/arbok/xy1x_ja-25?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,26,Spoink,バネブー,https://scrydex.com/pokemon/cards/spoink/xy1x_ja-26?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,27,Grumpig,ブーピッグ,https://scrydex.com/pokemon/cards/grumpig/xy1x_ja-27?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,28,Phantump,ボクレー,https://scrydex.com/pokemon/cards/phantump/xy1x_ja-28?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,29,Trevenant,オーロット,https://scrydex.com/pokemon/cards/trevenant/xy1x_ja-29?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,30,Lunatone,ルナトーン,https://scrydex.com/pokemon/cards/lunatone/xy1x_ja-30?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,31,Timburr,ドッコラー,https://scrydex.com/pokemon/cards/timburr/xy1x_ja-31?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,32,Gurdurr,ドテッコツ,https://scrydex.com/pokemon/cards/gurdurr/xy1x_ja-32?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,33,Conkeldurr,ローブシン,https://scrydex.com/pokemon/cards/conkeldurr/xy1x_ja-33?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,34,Sandile,メグロコ,https://scrydex.com/pokemon/cards/sandile/xy1x_ja-34?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,35,Krokorok,ワルビル,https://scrydex.com/pokemon/cards/krokorok/xy1x_ja-35?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,36,Krookodile,ワルビアル,https://scrydex.com/pokemon/cards/krookodile/xy1x_ja-36?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,37,Zorua,ゾロア,https://scrydex.com/pokemon/cards/zorua/xy1x_ja-37?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,38,Zoroark,ゾロアーク,https://scrydex.com/pokemon/cards/zoroark/xy1x_ja-38?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,39,Skarmory-EX,エアームドEX,https://scrydex.com/pokemon/cards/skarmory-ex/xy1x_ja-39?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,40,Pawniard,コマタナ,https://scrydex.com/pokemon/cards/pawniard/xy1x_ja-40?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,41,Bisharp,キリキザン,https://scrydex.com/pokemon/cards/bisharp/xy1x_ja-41?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,42,Swirlix,ペロッパフ,https://scrydex.com/pokemon/cards/swirlix/xy1x_ja-42?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,43,Slurpuff,ペロリーム,https://scrydex.com/pokemon/cards/slurpuff/xy1x_ja-43?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,44,Xerneas-EX,ゼルネアスEX,https://scrydex.com/pokemon/cards/xerneas-ex/xy1x_ja-44?variant=firstEditionHolofoil
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,45,Tauros,ケンタロス,https://scrydex.com/pokemon/cards/tauros/xy1x_ja-45?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,46,Dunsparce,ノコッチ,https://scrydex.com/pokemon/cards/dunsparce/xy1x_ja-46?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,47,Taillow,スバメ,https://scrydex.com/pokemon/cards/taillow/xy1x_ja-47?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,48,Swellow,オオスバメ,https://scrydex.com/pokemon/cards/swellow/xy1x_ja-48?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,49,Lillipup,ヨーテリー,https://scrydex.com/pokemon/cards/lillipup/xy1x_ja-49?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,50,Herdier,ハーデリア,https://scrydex.com/pokemon/cards/herdier/xy1x_ja-50?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,51,Stoutland,ムーランド,https://scrydex.com/pokemon/cards/stoutland/xy1x_ja-51?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,52,Bunnelby,ホルビー,https://scrydex.com/pokemon/cards/bunnelby/xy1x_ja-52?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,53,Diggersby,ホルード,https://scrydex.com/pokemon/cards/diggersby/xy1x_ja-53?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,54,Max Revive,げんきのかたまり,https://scrydex.com/pokemon/cards/max-revive/xy1x_ja-54?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,55,Evosoda,シンカソーダ,https://scrydex.com/pokemon/cards/evosoda/xy1x_ja-55?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,56,Roller Skates,ローラースケート,https://scrydex.com/pokemon/cards/roller-skates/xy1x_ja-56?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,57,Muscle Band,ちからのハチマキ,https://scrydex.com/pokemon/cards/muscle-band/xy1x_ja-57?variant=firstEdition
XY1-Bx,1e661884-d040-47cb-bdf0-f160771af6e1,58,Professor Sycamore,プラターヌ博士,https://scrydex.com/pokemon/cards/professor-sycamore/xy1x_ja-58?variant=firstEdition
