id,set_id,name,name_normalized,card_number,rarity,variant,image_url,image_source_note,is_active,created_at,updated_at,tcgdex_id,hp,category,types,stage,illustrator,regulation_mark,description_ja,attacks,abilities,weaknesses,resistances,retreat,dex_ids,set_order,pokedex_number,_numkey,numeric_card_number
69cd924e-349f-416a-b2a3-4b4c4676b952,2e3e2cf1-be86-4808-87f7-fe01973f0325,ハカドッグ,ハカドッグ,275,,holo,"https://images.scrydex.com/magicthegathering/HOB-275/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-275/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-275/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-275,140,Pokemon,"[""Psychic""]",Stage1,Shin Nagasawa,G,大切に 弔われた ポケモンが 生まれ変わった 姿。 頭の 突起を 触られるのは 嫌い。,"[{""cost"":[""Psychic"",""Psychic""],""damage"":""80+"",""nameJa"":""おはかまいり"",""effectJa"":""自分のトラッシュにあるポケモンの枚数×10ダメージ追加。""}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",3,[972],,,275,275
bfca9079-86b5-488c-afc2-309dbf8721b8,2e3e2cf1-be86-4808-87f7-fe01973f0325,マンキー,マンキー,276,,holo,"https://images.scrydex.com/magicthegathering/HOB-276/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-276/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-276/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-276,60,Pokemon,"[""Fighting""]",Basic,nagimiso,G,普段は 機嫌が 良くても ちょっとしたことで いきなり 暴れだすから 怖いのだ。,"[{""cost"":[""Fighting""],""damage"":30,""nameJa"":""さるなぐり"",""effectJa"":""このポケモンにも10ダメージ。""}]",[],"[{""type"":""Psychic"",""value"":""×2""}]",[],1,[56],,,276,276
e61b430d-7ba9-410a-adb4-f4110cc8445f,2e3e2cf1-be86-4808-87f7-fe01973f0325,オコリザル,オコリザル,277,,holo,"https://images.scrydex.com/magicthegathering/HOB-277/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-277/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-277/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-277,90,Pokemon,"[""Fighting""]",Stage1,Scav,G,ある研究者の 学説では モンスターボールの 中でも オコリザルは 怒っているらしい。,"[{""cost"":[""Fighting""],""damage"":70,""nameJa"":null,""effectJa"":""このポケモンにも20ダメージ。""}]",[],"[{""type"":""Psychic"",""value"":""×2""}]",[],1,[57],,,277,277
c854c37f-bab3-46c4-8992-17dce1017ec1,2e3e2cf1-be86-4808-87f7-fe01973f0325,コノヨザル,コノヨザル,278,,holo,"https://images.scrydex.com/magicthegathering/HOB-278/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-278/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-278/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-278,140,Pokemon,"[""Fighting""]",Stage2,Hitoshi Ariga,G,心に 秘めた 怒りのパワーを こぶしに 込めて 叩きつけると 相手を 骨の髄から 砕く。,"[{""cost"":[""Fighting""],""damage"":""70×"",""nameJa"":""ふんどのこぶし"",""effectJa"":""相手がすでにとったサイドの枚数×70ダメージ。""},{""cost"":[""Fighting"",""Fighting""],""damage"":170,""nameJa"":""ダイナマイトパンチ"",""effectJa"":""このポケモンにも50ダメージ。""}]",[],"[{""type"":""Psychic"",""value"":""×2""}]",[],2,[979],,,278,278
81a5aa36-02a8-48ef-a337-2344d83663c6,2e3e2cf1-be86-4808-87f7-fe01973f0325,パルデア ケンタロス,パルデアケンタロス,279,,holo,"https://images.scrydex.com/magicthegathering/HOB-279/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-279/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-279/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-279,130,Pokemon,"[""Fighting""]",Basic,nagimiso,G,ぶ厚く 力強い 筋肉と 気性の 荒さが 特徴。 コンバット種と 呼ばれる。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":""20+"",""nameJa"":""いかりのつの"",""effectJa"":""このポケモンにのっているダメカンの数×10ダメージ追加。""},{""cost"":[""Fighting"",""Fighting"",""Colorless""],""damage"":130,""nameJa"":""コンバットタックル"",""effectJa"":""このポケモンにも30ダメージ。""}]",[],"[{""type"":""Psychic"",""value"":""×2""}]",[],2,[128],,,279,279
a385c5c2-6e95-47dc-b43e-8999eda110d6,2e3e2cf1-be86-4808-87f7-fe01973f0325,リオル,リオル,280,,holo,"https://images.scrydex.com/magicthegathering/HOB-280/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-280/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-280/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-280,70,Pokemon,"[""Fighting""]",Basic,sowsow,G,仲間同士で 波動を 出して コミュニケーションを とっている。 一晩中 走り続けられる。,"[{""cost"":[""Fighting""],""damage"":10,""nameJa"":""パンチ"",""effectJa"":null},{""cost"":[""Fighting"",""Colorless""],""damage"":50,""nameJa"":""とつげき"",""effectJa"":""このポケモンにも20ダメージ。""}]",[],"[{""type"":""Psychic"",""value"":""×2""}]",[],1,[447],,,280,280
3d5bb2d4-84b3-4d7d-9b51-c0d06b6195ca,2e3e2cf1-be86-4808-87f7-fe01973f0325,ルカリオ,ルカリオ,281,,holo,"https://images.scrydex.com/magicthegathering/HOB-281/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-281/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-281/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-281,130,Pokemon,"[""Fighting""]",Stage1,Shin Nagasawa,G,波動を キャッチすることで 見えない 相手の 姿でも 見えると 言われている。,"[{""cost"":[""Fighting""],""damage"":""30+"",""nameJa"":""アベンジナックル"",""effectJa"":""前の相手の番に、ワザのダメージで、自分のポケモンがきぜつしていたなら、120ダメージ追加。""},{""cost"":[""Fighting"",""Colorless"",""Colorless""],""damage"":120,""nameJa"":""かそくづき"",""effectJa"":""次の自分の番、このポケモンは「かそくづき」が使えない。""}]",[],"[{""type"":""Psychic"",""value"":""×2""}]",[],2,[448],,,281,281
2011a608-996a-4d31-98c0-85018548aed0,2e3e2cf1-be86-4808-87f7-fe01973f0325,ルチャブル,ルチャブル,282,,holo,"https://images.scrydex.com/magicthegathering/HOB-282/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-282/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-282/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-282,70,Pokemon,"[""Fighting""]",Basic,Souichirou Gunjima,G,翼を 使い 軽やかに 跳び 相手を 華麗に 仕留める 技は 生まれ育った 森で 磨かれる。,"[{""cost"":[""Fighting"",""Colorless"",""Colorless""],""damage"":70,""nameJa"":""つばさでうつ"",""effectJa"":null}]","[{""type"":""Ability"",""nameJa"":""フライングエントリー"",""effectJa"":""自分の番に、このカードを手札からベンチに出したとき、1回使える。相手のベンチポケモン2匹に、それぞれダメカンを1個のせる。""}]","[{""type"":""Psychic"",""value"":""×2""}]",[],1,[701],,,282,282
0d5db5d9-72a8-4c6c-b18a-ea1045f8b579,2e3e2cf1-be86-4808-87f7-fe01973f0325,コジオ,コジオ,283,,holo,"https://images.scrydex.com/magicthegathering/HOB-283/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-283/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-283/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-283,70,Pokemon,"[""Fighting""]",Basic,Yuu Nishida,G,地底の 岩塩層で 生まれた。 貴重な 塩を 分けてくれるため 昔は とくに 大事にされた。,"[{""cost"":[""Fighting""],""damage"":null,""nameJa"":""しおぬり"",""effectJa"":""自分のポケモン1匹のHPを「20」回復する。""},{""cost"":[""Fighting"",""Fighting""],""damage"":30,""nameJa"":""たいあたり"",""effectJa"":null}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],3,[932],,,283,283
e2e79925-0c16-419f-a3d7-ab7b2f80a80e,2e3e2cf1-be86-4808-87f7-fe01973f0325,ジオヅム,ジオヅム,284,,holo,"https://images.scrydex.com/magicthegathering/HOB-284/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-284/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-284/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-284,100,Pokemon,"[""Fighting""]",Stage1,otumami,G,塩を 噴き出して 獲物に 浴びせ 塩漬けにしてしまう。 体内の 水分を 奪ってしまうのだ。,"[{""cost"":[""Fighting"",""Fighting""],""damage"":""60×"",""nameJa"":""しおキャノン"",""effectJa"":""コインを3回投げ、オモテの数×60ダメージ。""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],3,[933],,,284,284
92b3fc15-99f7-4ce9-9811-fd7b42caa83b,2e3e2cf1-be86-4808-87f7-fe01973f0325,キョジオーン,キョジオーン,285,,holo,"https://images.scrydex.com/magicthegathering/HOB-285/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-285/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-285/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-285,180,Pokemon,"[""Fighting""]",Stage2,Kouki Saitou,G,指先を 擦りあわせて 塩を ケガした ポケモンに 振りかけると ひどい 傷も たちまち 治る。,"[{""cost"":[""Fighting"",""Fighting""],""damage"":130,""nameJa"":""ノックハンマー"",""effectJa"":""相手の山札を上から1枚トラッシュする。""}]","[{""type"":""Ability"",""nameJa"":""めぐみのしお"",""effectJa"":""このポケモンがいるかぎり、ポケモンチェックのたび、自分のポケモン全員のHPを、それぞれ「20」回復する。""}]","[{""type"":""Grass"",""value"":""×2""}]",[],3,[934],,,285,285
29cea58d-d9b9-4460-a475-8a56563f6515,2e3e2cf1-be86-4808-87f7-fe01973f0325,キラーメ,キラーメ,286,,holo,"https://images.scrydex.com/magicthegathering/HOB-286/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-286/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-286/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-286,40,Pokemon,"[""Fighting""]",Basic,nagimiso,G,洞窟の 壁から 栄養分を 吸収。 毒の 結晶で できた 花びらを 身にまとう。,"[{""cost"":[""Fighting""],""damage"":null,""nameJa"":""かくせい"",""effectJa"":""このポケモンから進化するカードを、自分の山札から1枚選び、このポケモンにのせて進化させる。そして山札を切る。""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[969],,,286,286
793adc72-cc7f-4913-b735-85648e66e20c,2e3e2cf1-be86-4808-87f7-fe01973f0325,パルデア ウパー,パルデアウパー,287,,holo,"https://images.scrydex.com/magicthegathering/HOB-287/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-287/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-287/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-287,60,Pokemon,"[""Darkness""]",Basic,Nisota Niso,G,縄張り争いに 敗れて 陸で 暮らすうちに 毒の 粘膜で 体を 保護するように 変わった。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""すみかをさがす"",""effectJa"":""自分の山札からスタジアムを1枚選び、相手に見せて、手札に加える。そして山札を切る。""},{""cost"":[""Darkness""],""damage"":10,""nameJa"":""ぶつかる"",""effectJa"":null}]",[],"[{""type"":""Fighting"",""value"":""×2""}]",[],2,[194],,,287,287
f6fd5616-9bcc-46ae-9c43-d72ac506d913,2e3e2cf1-be86-4808-87f7-fe01973f0325,ヤミカラス,ヤミカラス,288,,holo,"https://images.scrydex.com/magicthegathering/HOB-288/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-288/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-288/large""}],""rulings"":[{""date"":""2017/09/29"",""text"":""Settle",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-288,60,Pokemon,"[""Darkness""]",Basic,Hitoshi Ariga,G,夜 姿を 見かけると 不吉なことが 起きると 信じられ 忌み嫌われている ポケモン。,"[{""cost"":[""Colorless""],""damage"":10,""nameJa"":""スピンターン"",""effectJa"":""このポケモンをベンチポケモンと入れ替える。""},{""cost"":[""Darkness""],""damage"":""20×"",""nameJa"":""だんけつのつばさ"",""effectJa"":""自分のトラッシュにある、ワザ「だんけつのつばさ」を持つポケモンの枚数×20ダメージ。""}]",[],"[{""type"":""Lightning"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[198],,,288,288
f7e8eb85-51ac-4d15-9b3c-f837cf039bdd,2e3e2cf1-be86-4808-87f7-fe01973f0325,ニューラ,ニューラ,289,,holo,"https://images.scrydex.com/magicthegathering/HOB-289/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-289/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-289/large""}],""rulings"":[],""printings"":[""HOB"",""PW26""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-289,70,Pokemon,"[""Darkness""]",Basic,Kagemaru Himeno,G,自分が 目立たないよう 暗闇に まぎれて 獲物に 襲いかかる とても ずる賢い ポケモン。,"[{""cost"":[""Darkness""],""damage"":20,""nameJa"":""ツメをたてる"",""effectJa"":null}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[215],,,289,289
33330e95-57c7-4c2b-8a4e-22314eb7c602,2e3e2cf1-be86-4808-87f7-fe01973f0325,マニューラ,マニューラ,290,,holo,"https://images.scrydex.com/magicthegathering/HOB-290/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-290/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-290/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-290,110,Pokemon,"[""Darkness""]",Stage1,Shin Nagasawa,G,進化して さらに ずる賢くなり ツメで 石に サインをつけて コミュニケーションを はかっている。,"[{""cost"":[""Darkness"",""Colorless""],""damage"":70,""nameJa"":""スラッシュクロー"",""effectJa"":null}]","[{""type"":""Ability"",""nameJa"":""アサルトハント"",""effectJa"":""自分の番に、このポケモンがベンチからバトル場に出たとき、1回使える。相手のベンチのたねポケモンを1匹選び、バトルポケモンと入れ替える。""}]","[{""type"":""Grass"",""value"":""×2""}]",[],1,[461],,,290,290
4f5af842-6c84-45c4-b70e-e1c1c38ce2cf,2e3e2cf1-be86-4808-87f7-fe01973f0325,ヤミラミ,ヤミラミ,291,,holo,"https://images.scrydex.com/magicthegathering/HOB-291/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-291/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-291/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-291,70,Pokemon,"[""Darkness""]",Basic,nagimiso,G,暗い 洞窟に 棲み処を 作り 鋭い ツメを 使って 宝石を 掘り出しては 食べる。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""やみのひとみ"",""effectJa"":""相手のバトルポケモンをねむりにする。""},{""cost"":[""Darkness""],""damage"":""20+"",""nameJa"":""アサシンクロー"",""effectJa"":""相手のバトルポケモンが特殊状態なら、70ダメージ追加。""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[302],,,291,291
7bf03cab-c9d0-4b1d-a81f-bc28816634ff,2e3e2cf1-be86-4808-87f7-fe01973f0325,コマタナ,コマタナ,292,,holo,"https://images.scrydex.com/magicthegathering/HOB-292/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-292/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-292/large""}],""rulings"":[],""printings"":[""HOB"",""PSPL""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-292,70,Pokemon,"[""Darkness""]",Basic,Misa Tsutsui,G,強敵にも 恐れず 挑む。 いざとなると 相手に しがみつき 体中の 刃で 貫く。,"[{""cost"":[""Colorless""],""damage"":10,""nameJa"":""ひっかく"",""effectJa"":null},{""cost"":[""Darkness"",""Colorless""],""damage"":20,""nameJa"":""つきさす"",""effectJa"":null}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[624],,,292,292
dfdb8c18-eecc-4dd1-b0bb-09a80ff6a059,2e3e2cf1-be86-4808-87f7-fe01973f0325,キリキザン,キリキザン,293,,holo,"https://images.scrydex.com/magicthegathering/HOB-293/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-293/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-293/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-293,120,Pokemon,"[""Darkness""]",Stage1,Souichirou Gunjima,G,コマタナを 率いて 群れを 成す。 縄張りを 賭けて 争い 負けた 群れは 吸収されていくのだ。,"[{""cost"":[""Darkness""],""damage"":40,""nameJa"":""ダークカッター"",""effectJa"":null},{""cost"":[""Darkness"",""Colorless""],""damage"":120,""nameJa"":""もろはぎり"",""effectJa"":""このポケモンにも30ダメージ。""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[625],,,293,293
2e80e7c7-670e-401f-a09c-65f11e28b86e,2e3e2cf1-be86-4808-87f7-fe01973f0325,ドドゲザン,ドドゲザン,294,,holo,"https://images.scrydex.com/magicthegathering/HOB-294/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-294/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-294/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-294,170,Pokemon,"[""Darkness""]",Stage2,Shin Nagasawa,G,ドドゲザンに 進化できるのは 大軍勢の 頂点に 立った １匹の キリキザンだけなのだ。,"[{""cost"":[""Darkness"",""Colorless"",""Colorless""],""damage"":160,""nameJa"":""ぶったぎり"",""effectJa"":null}]","[{""type"":""Ability"",""nameJa"":""とうそつりょく"",""effectJa"":""このポケモンがいるかぎり、自分のたねポケモンが使うワザの、相手のバトルポケモンへのダメージは「+30」される。""}]","[{""type"":""Grass"",""value"":""×2""}]",[],3,[983],,,294,294
40d6e638-0686-47df-971c-4f515c9330a3,2e3e2cf1-be86-4808-87f7-fe01973f0325,オラチフ,オラチフ,295,,holo,"https://images.scrydex.com/magicthegathering/HOB-295/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-295/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-295/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-295,60,Pokemon,"[""Darkness""]",Basic,Kagemaru Himeno,G,相手に 嘗められないように いつも しかめっ面をしているが 泣いている 子どもは その顔で 笑いだす。,"[{""cost"":[""Darkness""],""damage"":""10+"",""nameJa"":""おそいかかる"",""effectJa"":""コインを1回投げオモテなら、20ダメージ追加。""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[942],,,295,295
fcf8448a-907b-40bc-bdbf-4e9a3e27dc6b,2e3e2cf1-be86-4808-87f7-fe01973f0325,マフィティフ,マフィティフ,296,,holo,"https://images.scrydex.com/magicthegathering/HOB-296/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-296/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-296/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-296,130,Pokemon,"[""Darkness""]",Stage1,Hitoshi Ariga,G,子どもと 遊ぶことが 大好き。 普段は 温厚だが 家族を 守るとき 形相が 変わる。,"[{""cost"":[""Darkness"",""Darkness"",""Colorless""],""damage"":160,""nameJa"":""ワイルドタックル"",""effectJa"":""このポケモンにも30ダメージ。""}]","[{""type"":""Ability"",""nameJa"":""いかくのとおぼえ"",""effectJa"":""自分の番に1回使える。相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］""}]","[{""type"":""Grass"",""value"":""×2""}]",[],3,[943],,,296,296
7f0742a2-baba-4e75-9e79-914d2ca2dc26,2e3e2cf1-be86-4808-87f7-fe01973f0325,シルシュルー,シルシュルー,297,,holo,"https://images.scrydex.com/magicthegathering/HOB-297/small"",""medium"":""https://images.scrydex.com/magicthegathering/HOB-297/medium"",""large"":""https://images.scrydex.com/magicthegathering/HOB-297/large""}],""rulings"":[],""printings"":[""HOB""],""availability"":[""arena"",""mtgo"",""paper""],""expansion"":{""id"":""HOB"",""name"":""The",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-297,50,Pokemon,"[""Darkness""]",Basic,otumami,G,温厚だが 怒らせると 毒が 染みこんだ 鋭い 前歯で 咬みつき 痺れさせてくるぞ。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""きのみさがし"",""effectJa"":""自分のトラッシュから基本エネルギーを1枚選び、相手に見せて、手札に加える。""},{""cost"":[""Darkness""],""damage"":10,""nameJa"":""ひっかく"",""effectJa"":null}]",[],"[{""type"":""Fighting"",""value"":""×2""}]",[],1,[944],,,297,297
28dc70d0-d142-4d53-b2dd-e9ef5abcc635,2e3e2cf1-be86-4808-87f7-fe01973f0325,タギングル,タギングル,298,,holo,"https://images.scrydex.com/riftbound/OGN-298/small"",""medium"":""https://images.scrydex.com/riftbound/OGN-298/medium"",""large"":""https://images.scrydex.com/riftbound/OGN-298/large""}],""expansion"":{""id"":""OGN"",""name"":""Origins"",""type"":""Main"",""code"":""OGN"",""total"":352,""printed_total"":298,""release_date"":""2025/10/31"",""logo"":""https://images.scrydex.com/riftbound/OGN-logo/logo"",""symbol"":null,""language"":""English"",""language_code"":""EN""},""language"":""English"",""language_code"":""EN"",""expansion_sort_order"":328,""variants"":[{""name"":""normal"",""images"":[],""marketplaces"":[{""name"":""tcgplayer"",""product_id"":""653092"",""purchase_url"":""https://scrydex.com/riftbound/cards/OGN-298/purchase?type=tcgplayer",Scrydex public web image / rescue 2026-08-29,True,2026-08-28 04:31:24.823418+00:00,2026-08-29 14:06:15.492862+00:00,SV4a-298,90,Pokemon,"[""Darkness""]",Stage1,Scav,G,エサによって 色が 変化する 毒の 唾液を 指に 塗して 森の 木々に 模様を 描く。,"[{""cost"":[""Darkness""],""damage"":null,""nameJa"":""どくえき"",""effectJa"":""相手のバトルポケモンをどくにする。""},{""cost"":[""Darkness""],""damage"":""40×"",""nameJa"":""カラフルグラフィティ"",""effectJa"":""自分の手札から基本エネルギーを好きなだけトラッシュし、トラッシュした基本エネルギーのタイプの数×40ダメージ。""}]",[],"[{""type"":""Fighting"",""value"":""×2""}]",[],1,[945],,,298,298
