card_number,db_id,db_name,db_rarity,db_image_url,scrydex_name,scrydex_japanese_name,scrydex_rarity,scrydex_image_url,scrydex_card_url
94,1b113e7a-c705-4350-b417-05e9ee4fc597,カヌチャン,,https://images.scrydex.com/pokemon/sv4a_ja-94/medium,Tinkatink,カヌチャン,,https://images.scrydex.com/pokemon/sv4a_ja-94/medium,https://scrydex.com/pokemon/cards/tinkatink/sv4a_ja-94?variant=normal
95,2e8979f7-4c0b-4d8f-b048-38e53fae4df1,ナカヌチャン,,https://images.scrydex.com/pokemon/sv4a_ja-95/medium,Tinkatuff,ナカヌチャン,,https://images.scrydex.com/pokemon/sv4a_ja-95/medium,https://scrydex.com/pokemon/cards/tinkatuff/sv4a_ja-95?variant=normal
96,169c7a49-cc09-49f9-9e56-0e6142058af8,デカヌチャン,,https://images.scrydex.com/pokemon/sv4a_ja-96/medium,Tinkaton,デカヌチャン,,https://images.scrydex.com/pokemon/sv4a_ja-96/medium,https://scrydex.com/pokemon/cards/tinkaton/sv4a_ja-96?variant=holofoil
97,cfd94b25-7082-4fc8-b35d-d0115df67114,ボチ,,https://images.scrydex.com/pokemon/sv4a_ja-97/medium,Greavard,ボチ,,https://images.scrydex.com/pokemon/sv4a_ja-97/medium,https://scrydex.com/pokemon/cards/greavard/sv4a_ja-97?variant=normal
98,95917c67-d4c7-4286-bc60-58d8ac23b1c7,ハカドッグ,,https://images.scrydex.com/pokemon/sv4a_ja-98/medium,Houndstone,ハカドッグ,,https://images.scrydex.com/pokemon/sv4a_ja-98/medium,https://scrydex.com/pokemon/cards/houndstone/sv4a_ja-98?variant=holofoil
99,9b10ebc7-eab1-421b-8113-e28e4b8ebe8b,コレクレー,,https://images.scrydex.com/pokemon/sv4a_ja-99/medium,Gimmighoul,コレクレー,,https://images.scrydex.com/pokemon/sv4a_ja-99/medium,https://scrydex.com/pokemon/cards/gimmighoul/sv4a_ja-99?variant=normal
100,c2f64f36-024a-446b-9162-7ad451e67e3a,マンキー,,https://images.scrydex.com/pokemon/sv4a_ja-100/medium,Mankey,マンキー,,https://images.scrydex.com/pokemon/sv4a_ja-100/medium,https://scrydex.com/pokemon/cards/mankey/sv4a_ja-100?variant=normal
101,05f5b178-531b-4825-b190-fa3d3fe4a2e7,オコリザル,,https://images.scrydex.com/pokemon/sv4a_ja-101/medium,Primeape,オコリザル,,https://images.scrydex.com/pokemon/sv4a_ja-101/medium,https://scrydex.com/pokemon/cards/primeape/sv4a_ja-101?variant=normal
102,e2eb2f4a-b0d1-4551-b64e-b9b701c482ec,コノヨザル,,https://images.scrydex.com/pokemon/sv4a_ja-102/medium,Annihilape,コノヨザル,,https://images.scrydex.com/pokemon/sv4a_ja-102/medium,https://scrydex.com/pokemon/cards/annihilape/sv4a_ja-102?variant=holofoil
103,e35f3c63-47d2-411d-bae6-28fb7c848a02,パルデア ケンタロス,,https://images.scrydex.com/pokemon/sv4a_ja-103/medium,Paldean Tauros,パルデア ケンタロス,,https://images.scrydex.com/pokemon/sv4a_ja-103/medium,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-103?variant=normal
104,624be9ff-4ab7-44a7-88d5-c2378d66abc0,リオル,,https://images.scrydex.com/pokemon/sv4a_ja-104/medium,Riolu,リオル,,https://images.scrydex.com/pokemon/sv4a_ja-104/medium,https://scrydex.com/pokemon/cards/riolu/sv4a_ja-104?variant=normal
105,13f12324-7534-496d-98ca-0ac634a413a4,ルカリオ,,https://images.scrydex.com/pokemon/sv4a_ja-105/medium,Lucario,ルカリオ,,https://images.scrydex.com/pokemon/sv4a_ja-105/medium,https://scrydex.com/pokemon/cards/lucario/sv4a_ja-105?variant=normal
106,139be18a-29b3-459a-aaa3-a0e023b42e27,ルチャブル,,https://images.scrydex.com/pokemon/sv4a_ja-106/medium,Hawlucha,ルチャブル,,https://images.scrydex.com/pokemon/sv4a_ja-106/medium,https://scrydex.com/pokemon/cards/hawlucha/sv4a_ja-106?variant=holofoil
107,848bee4e-10ad-4cb7-96fc-59e48b735187,コジオ,,https://images.scrydex.com/pokemon/sv4a_ja-107/medium,Nacli,コジオ,,https://images.scrydex.com/pokemon/sv4a_ja-107/medium,https://scrydex.com/pokemon/cards/nacli/sv4a_ja-107?variant=normal
108,2e90a21b-41cd-4114-bc6d-47cd0d56695f,ジオヅム,,https://images.scrydex.com/pokemon/sv4a_ja-108/medium,Naclstack,ジオヅム,,https://images.scrydex.com/pokemon/sv4a_ja-108/medium,https://scrydex.com/pokemon/cards/naclstack/sv4a_ja-108?variant=normal
109,5741dd5c-0438-47a8-952a-579e8277e9ea,キョジオーン,,https://images.scrydex.com/pokemon/sv4a_ja-109/medium,Garganacl,キョジオーン,,https://images.scrydex.com/pokemon/sv4a_ja-109/medium,https://scrydex.com/pokemon/cards/garganacl/sv4a_ja-109?variant=holofoil
110,f0294e7f-384f-4941-a930-d74482d8ef4d,キラーメ,,https://images.scrydex.com/pokemon/sv4a_ja-110/medium,Glimmet,キラーメ,,https://images.scrydex.com/pokemon/sv4a_ja-110/medium,https://scrydex.com/pokemon/cards/glimmet/sv4a_ja-110?variant=normal
111,f8cdadd6-f65d-4912-822b-26504e03d873,キラフロルex,RR,https://images.scrydex.com/pokemon/sv4a_ja-111/medium,Glimmora ex,キラフロルex,S,https://images.scrydex.com/pokemon/sv4a_ja-111/medium,https://scrydex.com/pokemon/cards/glimmora-ex/sv4a_ja-111?variant=holofoil
112,489e09ad-de94-4a81-83f0-d7da812ce165,イダイナキバex,RR,https://images.scrydex.com/pokemon/sv4a_ja-112/medium,Great Tusk ex,イダイナキバex,S,https://images.scrydex.com/pokemon/sv4a_ja-112/medium,https://scrydex.com/pokemon/cards/great-tusk-ex/sv4a_ja-112?variant=holofoil
113,bb485746-eee4-4bf1-a6f6-5db1bed77145,ディンルーex,RR,https://images.scrydex.com/pokemon/sv4a_ja-113/medium,Ting-Lu ex,ディンルーex,S,https://images.scrydex.com/pokemon/sv4a_ja-113/medium,https://scrydex.com/pokemon/cards/ting-lu-ex/sv4a_ja-113?variant=holofoil
114,c1dda385-8add-4b60-a91f-bc91576dcd09,コライドンex,RR,https://images.scrydex.com/pokemon/sv4a_ja-114/medium,Koraidon ex,コライドンex,S,https://images.scrydex.com/pokemon/sv4a_ja-114/medium,https://scrydex.com/pokemon/cards/koraidon-ex/sv4a_ja-114?variant=holofoil
115,70ce481a-a2eb-46c8-b917-b73eb20d2533,リザードンex,RR,https://images.scrydex.com/pokemon/sv4a_ja-115/medium,Charizard ex,リザードンex,S,https://images.scrydex.com/pokemon/sv4a_ja-115/medium,https://scrydex.com/pokemon/cards/charizard-ex/sv4a_ja-115?variant=holofoil
116,63e10dce-f008-4a3d-86e4-4c62771ab9e9,パルデア ウパー,,https://images.scrydex.com/pokemon/sv4a_ja-116/medium,Paldean Wooper,パルデア ウパー,,https://images.scrydex.com/pokemon/sv4a_ja-116/medium,https://scrydex.com/pokemon/cards/paldean-wooper/sv4a_ja-116?variant=normal
117,78b3af45-13a2-4c67-817f-b50adb92c68f,パルデア ドオーex,RR,https://images.scrydex.com/pokemon/sv4a_ja-117/medium,Paldean Clodsire ex,パルデア ドオーex,S,https://images.scrydex.com/pokemon/sv4a_ja-117/medium,https://scrydex.com/pokemon/cards/paldean-clodsire-ex/sv4a_ja-117?variant=holofoil
118,46b8a9c8-8dd2-4e04-bff8-42a27a5e61f6,ヤミカラス,,https://images.scrydex.com/pokemon/sv4a_ja-118/medium,Murkrow,ヤミカラス,,https://images.scrydex.com/pokemon/sv4a_ja-118/medium,https://scrydex.com/pokemon/cards/murkrow/sv4a_ja-118?variant=normal
119,ff172fc2-7aa8-4687-879a-3dd2ead5c457,ニューラ,,https://images.scrydex.com/pokemon/sv4a_ja-119/medium,Sneasel,ニューラ,,https://images.scrydex.com/pokemon/sv4a_ja-119/medium,https://scrydex.com/pokemon/cards/sneasel/sv4a_ja-119?variant=normal
120,e09ce141-27d4-4adf-a4b1-323baec3048d,マニューラ,,https://images.scrydex.com/pokemon/sv4a_ja-120/medium,Weavile,マニューラ,,https://images.scrydex.com/pokemon/sv4a_ja-120/medium,https://scrydex.com/pokemon/cards/weavile/sv4a_ja-120?variant=holofoil
121,e58f4601-bf6d-4ff4-b384-c11718f6e884,ヤミラミ,,https://images.scrydex.com/pokemon/sv4a_ja-121/medium,Sableye,ヤミラミ,,https://images.scrydex.com/pokemon/sv4a_ja-121/medium,https://scrydex.com/pokemon/cards/sableye/sv4a_ja-121?variant=normal
122,414c39d0-08cf-420b-9ce0-56bbf5bab63d,コマタナ,,https://images.scrydex.com/pokemon/sv4a_ja-122/medium,Pawniard,コマタナ,,https://images.scrydex.com/pokemon/sv4a_ja-122/medium,https://scrydex.com/pokemon/cards/pawniard/sv4a_ja-122?variant=normal
123,f542f4d7-5677-46d4-9381-6dc994ee06a8,キリキザン,,https://images.scrydex.com/pokemon/sv4a_ja-123/medium,Bisharp,キリキザン,,https://images.scrydex.com/pokemon/sv4a_ja-123/medium,https://scrydex.com/pokemon/cards/bisharp/sv4a_ja-123?variant=normal
124,58c9b0ab-a83b-49a6-b800-2b8e6fd3bc00,ドドゲザン,,https://images.scrydex.com/pokemon/sv4a_ja-124/medium,Kingambit,ドドゲザン,,https://images.scrydex.com/pokemon/sv4a_ja-124/medium,https://scrydex.com/pokemon/cards/kingambit/sv4a_ja-124?variant=normal
125,78c7d578-1524-467b-8f38-8546b0d21622,オラチフ,,https://images.scrydex.com/pokemon/sv4a_ja-125/medium,Maschiff,オラチフ,,https://images.scrydex.com/pokemon/sv4a_ja-125/medium,https://scrydex.com/pokemon/cards/maschiff/sv4a_ja-125?variant=normal
126,291cc48c-25a5-4886-b827-135a132810d6,マフィティフ,,https://images.scrydex.com/pokemon/sv4a_ja-126/medium,Mabosstiff,マフィティフ,,https://images.scrydex.com/pokemon/sv4a_ja-126/medium,https://scrydex.com/pokemon/cards/mabosstiff/sv4a_ja-126?variant=normal
147,7460ed38-9809-4506-aa1c-692f05650754,ペリッパー,,https://images.scrydex.com/pokemon/sv4a_ja-147/medium,Pelipper,ペリッパー,,https://images.scrydex.com/pokemon/sv4a_ja-147/medium,https://scrydex.com/pokemon/cards/pelipper/sv4a_ja-147?variant=normal
168,6569eac9-3bfd-4c25-b09a-216ff726376a,まけんきハチマキ,,https://images.scrydex.com/pokemon/sv4a_ja-168/medium,Defiance Band,まけんきハチマキ,,https://images.scrydex.com/pokemon/sv4a_ja-168/medium,https://scrydex.com/pokemon/cards/defiance-band/sv4a_ja-168?variant=normal
169,fa036f8f-ac79-416c-ac25-d3ca023f38cf,勇気のおまもり,,https://images.scrydex.com/pokemon/sv4a_ja-169/medium,Bravery Charm,勇気のおまもり,,https://images.scrydex.com/pokemon/sv4a_ja-169/medium,https://scrydex.com/pokemon/cards/bravery-charm/sv4a_ja-169?variant=normal
170,f680b79b-8cf3-44e4-8512-5be8bfaed0e7,ワザマシン かじばのいっぱつ,,https://images.scrydex.com/pokemon/sv4a_ja-170/medium,Technical Machine: Crisis Punch,ワザマシン かじばのいっぱつ,,https://images.scrydex.com/pokemon/sv4a_ja-170/medium,https://scrydex.com/pokemon/cards/technical-machine-crisis-punch/sv4a_ja-170?variant=normal
171,fcccb12c-c8a4-44bc-a952-b9338374ff81,オモダカ,,https://images.scrydex.com/pokemon/sv4a_ja-171/medium,Geeta,オモダカ,,https://images.scrydex.com/pokemon/sv4a_ja-171/medium,https://scrydex.com/pokemon/cards/geeta/sv4a_ja-171?variant=holofoil
172,82c3c4e2-7997-4c78-ac61-c9fc552d1047,クラベル,,https://images.scrydex.com/pokemon/sv4a_ja-172/medium,Clavell,クラベル,,https://images.scrydex.com/pokemon/sv4a_ja-172/medium,https://scrydex.com/pokemon/cards/clavell/sv4a_ja-172?variant=normal
173,22991279-f5cb-4b6a-ba15-d21c96653e54,サカキのカリスマ,,https://images.scrydex.com/pokemon/sv4a_ja-173/medium,Giovanni's Charisma,サカキのカリスマ,,https://images.scrydex.com/pokemon/sv4a_ja-173/medium,https://scrydex.com/pokemon/cards/giovannis-charisma/sv4a_ja-173?variant=normal
174,0fc18c63-e354-4b0c-b0b2-3399e0abde97,ナンジャモ,,https://images.scrydex.com/pokemon/sv4a_ja-174/medium,Iono,ナンジャモ,,https://images.scrydex.com/pokemon/sv4a_ja-174/medium,https://scrydex.com/pokemon/cards/iono/sv4a_ja-174?variant=normal
175,87594587-5c0e-4ac0-abaf-8daf08a27e85,ネルケ,,https://images.scrydex.com/pokemon/sv4a_ja-175/medium,Clive,ネルケ,,https://images.scrydex.com/pokemon/sv4a_ja-175/medium,https://scrydex.com/pokemon/cards/clive/sv4a_ja-175?variant=normal
176,61a8eb48-dd7a-4a16-9f34-b67f715518f0,博士の研究,,https://images.scrydex.com/pokemon/sv4a_ja-176/medium,Professor's Research,博士の研究,,https://images.scrydex.com/pokemon/sv4a_ja-176/medium,https://scrydex.com/pokemon/cards/professors-research/sv4a_ja-176?variant=holofoil
177,d4505a65-1023-4835-bfe4-370ac6abf92a,博士の研究,,https://images.scrydex.com/pokemon/sv4a_ja-177/medium,Professor's Research,博士の研究,,https://images.scrydex.com/pokemon/sv4a_ja-177/medium,https://scrydex.com/pokemon/cards/professors-research/sv4a_ja-177?variant=holofoil
178,5d7b1d4e-fa9c-4c6f-8b97-fac9a89699f3,パルデアの学生,,https://images.scrydex.com/pokemon/sv4a_ja-178/medium,Paldean Student,パルデアの学生,,https://images.scrydex.com/pokemon/sv4a_ja-178/medium,https://scrydex.com/pokemon/cards/paldean-student/sv4a_ja-178?variant=normal
179,bf65fbab-cf29-4f44-a578-a0ccf765ca7c,パルデアの学生,,https://images.scrydex.com/pokemon/sv4a_ja-179/medium,Paldean Student,パルデアの学生,,https://images.scrydex.com/pokemon/sv4a_ja-179/medium,https://scrydex.com/pokemon/cards/paldean-student/sv4a_ja-179?variant=normal
180,d10285cf-b1bc-4f94-b87c-33d1dd32867c,ペパー,,https://images.scrydex.com/pokemon/sv4a_ja-180/medium,Arven,ペパー,,https://images.scrydex.com/pokemon/sv4a_ja-180/medium,https://scrydex.com/pokemon/cards/arven/sv4a_ja-180?variant=normal
181,67a9a945-c0ae-4def-bede-f60ba0ef3ab8,ボスの指令,,https://images.scrydex.com/pokemon/sv4a_ja-181/medium,Boss's Orders,ボスの指令,,https://images.scrydex.com/pokemon/sv4a_ja-181/medium,https://scrydex.com/pokemon/cards/bosss-orders/sv4a_ja-181?variant=holofoil
182,690f5a8d-9122-49ea-8a20-66f2854aaaf4,ボタン,,https://images.scrydex.com/pokemon/sv4a_ja-182/medium,Penny,ボタン,,https://images.scrydex.com/pokemon/sv4a_ja-182/medium,https://scrydex.com/pokemon/cards/penny/sv4a_ja-182?variant=normal
183,3f77f8b7-a529-4da7-a3f2-5b3756be7e62,タウンデパート,,https://images.scrydex.com/pokemon/sv4a_ja-183/medium,Town Store,タウンデパート,,https://images.scrydex.com/pokemon/sv4a_ja-183/medium,https://scrydex.com/pokemon/cards/town-store/sv4a_ja-183?variant=normal
184,6c1381dd-05d1-4c80-ae01-f1f63c44d891,ビーチコート,,https://images.scrydex.com/pokemon/sv4a_ja-184/medium,Beach Court,ビーチコート,,https://images.scrydex.com/pokemon/sv4a_ja-184/medium,https://scrydex.com/pokemon/cards/beach-court/sv4a_ja-184?variant=normal
185,c637f40e-8fdb-4370-aa4c-377c4e280b1d,ボウルタウン,,https://images.scrydex.com/pokemon/sv4a_ja-185/medium,Artazon,ボウルタウン,,https://images.scrydex.com/pokemon/sv4a_ja-185/medium,https://scrydex.com/pokemon/cards/artazon/sv4a_ja-185?variant=normal
186,5f0190b1-83f5-4734-ab52-2b9cbca0a698,ポケモンリーグ本部,,https://images.scrydex.com/pokemon/sv4a_ja-186/medium,Pokémon League Headquarters,ポケモンリーグ本部,,https://images.scrydex.com/pokemon/sv4a_ja-186/medium,https://scrydex.com/pokemon/cards/pokmon-league-headquarters/sv4a_ja-186?variant=normal
187,79274ae4-6454-458a-8df6-9f4929058e3c,レッスンスタジオ,,https://images.scrydex.com/pokemon/sv4a_ja-187/medium,Practice Studio,レッスンスタジオ,,https://images.scrydex.com/pokemon/sv4a_ja-187/medium,https://scrydex.com/pokemon/cards/practice-studio/sv4a_ja-187?variant=normal
188,211a87ef-2d29-4002-8b06-f01da344779b,セラピーエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-188/medium,Therapeutic Energy,セラピーエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-188/medium,https://scrydex.com/pokemon/cards/therapeutic-energy/sv4a_ja-188?variant=normal
189,1f1637be-fb6b-4c81-b671-5e29be1985e0,リバーサルエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-189/medium,Reversal Energy,リバーサルエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-189/medium,https://scrydex.com/pokemon/cards/reversal-energy/sv4a_ja-189?variant=normal
190,cdcd1bde-9383-4e4f-8732-ffeffeaf3d21,ルミナスエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-190/medium,Luminous Energy,ルミナスエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-190/medium,https://scrydex.com/pokemon/cards/luminous-energy/sv4a_ja-190?variant=normal
191,a5ee7b43-0ebf-43ed-bcd6-64434e272582,ナゾノクサ,S,https://images.scrydex.com/pokemon/sv4a_ja-191/medium,Oddish,ナゾノクサ,S,https://images.scrydex.com/pokemon/sv4a_ja-191/medium,https://scrydex.com/pokemon/cards/oddish/sv4a_ja-191?variant=holofoil
192,e86d0c5b-3972-43b5-a6e1-8d986a85ea04,クサイハナ,S,https://images.scrydex.com/pokemon/sv4a_ja-192/medium,Gloom,クサイハナ,S,https://images.scrydex.com/pokemon/sv4a_ja-192/medium,https://scrydex.com/pokemon/cards/gloom/sv4a_ja-192?variant=holofoil
193,aee7e337-e5fd-40c9-9d9d-2105608a2c59,ラフレシア,S,https://images.scrydex.com/pokemon/sv4a_ja-193/medium,Vileplume,ラフレシア,S,https://images.scrydex.com/pokemon/sv4a_ja-193/medium,https://scrydex.com/pokemon/cards/vileplume/sv4a_ja-193?variant=holofoil
194,66e82ad5-38b5-472e-9e16-123d8d35316b,ストライク,S,https://images.scrydex.com/pokemon/sv4a_ja-194/medium,Scyther,ストライク,S,https://images.scrydex.com/pokemon/sv4a_ja-194/medium,https://scrydex.com/pokemon/cards/scyther/sv4a_ja-194?variant=holofoil
195,47eed260-a55b-4942-b9de-de5a2ac90c41,ハネッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-195/medium,Hoppip,ハネッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-195/medium,https://scrydex.com/pokemon/cards/hoppip/sv4a_ja-195?variant=holofoil
196,5afaae48-5920-454a-8aa0-31446c93563d,ポポッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-196/medium,Skiploom,ポポッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-196/medium,https://scrydex.com/pokemon/cards/skiploom/sv4a_ja-196?variant=holofoil
197,2697ebc3-8b9e-463b-a33f-8cf39756f09b,ワタッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-197/medium,Jumpluff,ワタッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-197/medium,https://scrydex.com/pokemon/cards/jumpluff/sv4a_ja-197?variant=holofoil
198,575f81ea-079a-4de4-98bf-69e0f3b35a04,クヌギダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-198/medium,Pineco,クヌギダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-198/medium,https://scrydex.com/pokemon/cards/pineco/sv4a_ja-198?variant=holofoil
199,21de4187-102b-4e72-9926-d3b3e34c75ed,ユキカブリ,S,https://images.scrydex.com/pokemon/sv4a_ja-199/medium,Snover,ユキカブリ,S,https://images.scrydex.com/pokemon/sv4a_ja-199/medium,https://scrydex.com/pokemon/cards/snover/sv4a_ja-199?variant=holofoil
200,f6eaa40f-357f-489c-9ed2-c75ddd9a6659,ユキノオー,S,https://images.scrydex.com/pokemon/sv4a_ja-200/medium,Abomasnow,ユキノオー,S,https://images.scrydex.com/pokemon/sv4a_ja-200/medium,https://scrydex.com/pokemon/cards/abomasnow/sv4a_ja-200?variant=holofoil
201,270b1c7d-6507-46c0-92f2-9e059923716e,ニャオハ,S,https://images.scrydex.com/pokemon/sv4a_ja-201/medium,Sprigatito,ニャオハ,S,https://images.scrydex.com/pokemon/sv4a_ja-201/medium,https://scrydex.com/pokemon/cards/sprigatito/sv4a_ja-201?variant=holofoil
202,ae752a24-7f67-4772-8707-728ce727429d,ニャローテ,S,https://images.scrydex.com/pokemon/sv4a_ja-202/medium,Floragato,ニャローテ,S,https://images.scrydex.com/pokemon/sv4a_ja-202/medium,https://scrydex.com/pokemon/cards/floragato/sv4a_ja-202?variant=holofoil
203,73e34396-27f0-4137-9436-26ad9930b87e,ミニーブ,S,https://images.scrydex.com/pokemon/sv4a_ja-203/medium,Smoliv,ミニーブ,S,https://images.scrydex.com/pokemon/sv4a_ja-203/medium,https://scrydex.com/pokemon/cards/smoliv/sv4a_ja-203?variant=holofoil
204,8e6ae726-74bc-4379-992c-c900fc82144b,オリーニョ,S,https://images.scrydex.com/pokemon/sv4a_ja-204/medium,Dolliv,オリーニョ,S,https://images.scrydex.com/pokemon/sv4a_ja-204/medium,https://scrydex.com/pokemon/cards/dolliv/sv4a_ja-204?variant=holofoil
205,9b99caae-91c2-433f-b3a7-7444205069f4,オリーヴァ,S,https://images.scrydex.com/pokemon/sv4a_ja-205/medium,Arboliva,オリーヴァ,S,https://images.scrydex.com/pokemon/sv4a_ja-205/medium,https://scrydex.com/pokemon/cards/arboliva/sv4a_ja-205?variant=holofoil
206,f641f9e7-9aff-4fcd-a53a-c498f106f8a0,ノノクラゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-206/medium,Toedscool,ノノクラゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-206/medium,https://scrydex.com/pokemon/cards/toedscool/sv4a_ja-206?variant=holofoil
207,9d2429f1-daa4-4e35-bbaa-d18ac8119529,カプサイジ,S,https://images.scrydex.com/pokemon/sv4a_ja-207/medium,Capsakid,カプサイジ,S,https://images.scrydex.com/pokemon/sv4a_ja-207/medium,https://scrydex.com/pokemon/cards/capsakid/sv4a_ja-207?variant=holofoil
208,963825b0-1d09-4e02-aa03-5098f6845618,スコヴィラン,S,https://images.scrydex.com/pokemon/sv4a_ja-208/medium,Scovillain,スコヴィラン,S,https://images.scrydex.com/pokemon/sv4a_ja-208/medium,https://scrydex.com/pokemon/cards/scovillain/sv4a_ja-208?variant=holofoil
209,edd57b9a-4534-4d94-83c7-53b483ffd878,シガロコ,S,https://images.scrydex.com/pokemon/sv4a_ja-209/medium,Rellor,シガロコ,S,https://images.scrydex.com/pokemon/sv4a_ja-209/medium,https://scrydex.com/pokemon/cards/rellor/sv4a_ja-209?variant=holofoil
210,41752cd7-b703-41c9-a0bd-ccc144558c47,ヒトカゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-210/medium,Charmander,ヒトカゲ,S,https://images.scrydex.com/pokemon/sv4a_ja-210/medium,https://scrydex.com/pokemon/cards/charmander/sv4a_ja-210?variant=holofoil
211,1228097a-4eb7-4283-b009-cca2d4b050f7,リザード,S,https://images.scrydex.com/pokemon/sv4a_ja-211/medium,Charmeleon,リザード,S,https://images.scrydex.com/pokemon/sv4a_ja-211/medium,https://scrydex.com/pokemon/cards/charmeleon/sv4a_ja-211?variant=holofoil
212,996f23ba-7357-4866-adb0-4df61d080d3e,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-212/medium,Paldean Tauros,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-212/medium,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-212?variant=holofoil
213,46e01f75-e328-458a-853d-ad10c7aac3d0,エンテイ,S,https://images.scrydex.com/pokemon/sv4a_ja-213/medium,Entei,エンテイ,S,https://images.scrydex.com/pokemon/sv4a_ja-213/medium,https://scrydex.com/pokemon/cards/entei/sv4a_ja-213?variant=holofoil
214,43318574-e99b-43f8-905d-84e5e0328320,オドリドリ,S,https://images.scrydex.com/pokemon/sv4a_ja-214/medium,Oricorio,オドリドリ,S,https://images.scrydex.com/pokemon/sv4a_ja-214/medium,https://scrydex.com/pokemon/cards/oricorio/sv4a_ja-214?variant=holofoil
215,4b82a53e-59f5-41dc-a16a-05262151b217,ホゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-215/medium,Fuecoco,ホゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-215/medium,https://scrydex.com/pokemon/cards/fuecoco/sv4a_ja-215?variant=holofoil
216,a0c235c7-a9d2-47e3-ba0d-7a7f028ca94c,アチゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-216/medium,Crocalor,アチゲータ,S,https://images.scrydex.com/pokemon/sv4a_ja-216/medium,https://scrydex.com/pokemon/cards/crocalor/sv4a_ja-216?variant=holofoil
217,dddcf74b-d637-4e65-bd37-83a7cd5928c3,カルボウ,S,https://images.scrydex.com/pokemon/sv4a_ja-217/medium,Charcadet,カルボウ,S,https://images.scrydex.com/pokemon/sv4a_ja-217/medium,https://scrydex.com/pokemon/cards/charcadet/sv4a_ja-217?variant=holofoil
218,457ba58c-be8a-4a63-9860-98be4b01e61f,グレンアルマ,S,https://images.scrydex.com/pokemon/sv4a_ja-218/medium,Armarouge,グレンアルマ,S,https://images.scrydex.com/pokemon/sv4a_ja-218/medium,https://scrydex.com/pokemon/cards/armarouge/sv4a_ja-218?variant=holofoil
219,6e5ebfb4-7f50-4f1f-acd5-19657ea81718,ヤドン,S,https://images.scrydex.com/pokemon/sv4a_ja-219/medium,Slowpoke,ヤドン,S,https://images.scrydex.com/pokemon/sv4a_ja-219/medium,https://scrydex.com/pokemon/cards/slowpoke/sv4a_ja-219?variant=holofoil
220,f5649471-f0fc-4c53-a66d-5e80bd52e2d8,ヤドラン,S,https://images.scrydex.com/pokemon/sv4a_ja-220/medium,Slowbro,ヤドラン,S,https://images.scrydex.com/pokemon/sv4a_ja-220/medium,https://scrydex.com/pokemon/cards/slowbro/sv4a_ja-220?variant=holofoil
221,86b36660-aec2-4b11-a1ce-d5deff2f14d8,ヒトデマン,S,https://images.scrydex.com/pokemon/sv4a_ja-221/medium,Staryu,ヒトデマン,S,https://images.scrydex.com/pokemon/sv4a_ja-221/medium,https://scrydex.com/pokemon/cards/staryu/sv4a_ja-221?variant=holofoil
222,78aa6633-fecb-4374-89ca-8d1c80ee2718,スターミー,S,https://images.scrydex.com/pokemon/sv4a_ja-222/medium,Starmie,スターミー,S,https://images.scrydex.com/pokemon/sv4a_ja-222/medium,https://scrydex.com/pokemon/cards/starmie/sv4a_ja-222?variant=holofoil
223,24b952a3-a9f8-422d-9007-0ee9f7c53d2f,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-223/medium,Paldean Tauros,パルデア ケンタロス,S,https://images.scrydex.com/pokemon/sv4a_ja-223/medium,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-223?variant=holofoil
224,9aa9cee7-fe64-4648-ad1c-536ac731a787,クワッス,S,https://images.scrydex.com/pokemon/sv4a_ja-224/medium,Quaxly,クワッス,S,https://images.scrydex.com/pokemon/sv4a_ja-224/medium,https://scrydex.com/pokemon/cards/quaxly/sv4a_ja-224?variant=holofoil
225,92e7f8f5-c81f-49a2-a232-6918bff5a0b0,ウェルカモ,S,https://images.scrydex.com/pokemon/sv4a_ja-225/medium,Quaxwell,ウェルカモ,S,https://images.scrydex.com/pokemon/sv4a_ja-225/medium,https://scrydex.com/pokemon/cards/quaxwell/sv4a_ja-225?variant=holofoil
