card_number,link_text,scrydex_card_url,scrydex_name,scrydex_japanese_name,scrydex_rarity,scrydex_image_url,final_url
102,Annihilape #102 $0.11,https://scrydex.com/pokemon/cards/annihilape/sv4a_ja-102?variant=holofoil,Annihilape,コノヨザル,,https://images.scrydex.com/pokemon/sv4a_ja-102/medium,https://scrydex.com/pokemon/cards/annihilape/sv4a_ja-102?variant=holofoil
103,Paldean Tauros #103 $0.07,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-103?variant=normal,Paldean Tauros,パルデア ケンタロス,,https://images.scrydex.com/pokemon/sv4a_ja-103/medium,https://scrydex.com/pokemon/cards/paldean-tauros/sv4a_ja-103?variant=normal
104,Riolu #104 $0.12,https://scrydex.com/pokemon/cards/riolu/sv4a_ja-104?variant=normal,Riolu,リオル,,https://images.scrydex.com/pokemon/sv4a_ja-104/medium,https://scrydex.com/pokemon/cards/riolu/sv4a_ja-104?variant=normal
105,Lucario #105 $0.16,https://scrydex.com/pokemon/cards/lucario/sv4a_ja-105?variant=normal,Lucario,ルカリオ,,https://images.scrydex.com/pokemon/sv4a_ja-105/medium,https://scrydex.com/pokemon/cards/lucario/sv4a_ja-105?variant=normal
106,Hawlucha #106 $0.19,https://scrydex.com/pokemon/cards/hawlucha/sv4a_ja-106?variant=holofoil,Hawlucha,ルチャブル,,https://images.scrydex.com/pokemon/sv4a_ja-106/medium,https://scrydex.com/pokemon/cards/hawlucha/sv4a_ja-106?variant=holofoil
107,Nacli #107 $0.06,https://scrydex.com/pokemon/cards/nacli/sv4a_ja-107?variant=normal,Nacli,コジオ,,https://images.scrydex.com/pokemon/sv4a_ja-107/medium,https://scrydex.com/pokemon/cards/nacli/sv4a_ja-107?variant=normal
108,Naclstack #108 $0.12,https://scrydex.com/pokemon/cards/naclstack/sv4a_ja-108?variant=normal,Naclstack,ジオヅム,,https://images.scrydex.com/pokemon/sv4a_ja-108/medium,https://scrydex.com/pokemon/cards/naclstack/sv4a_ja-108?variant=normal
109,Garganacl #109 $0.16,https://scrydex.com/pokemon/cards/garganacl/sv4a_ja-109?variant=holofoil,Garganacl,キョジオーン,,https://images.scrydex.com/pokemon/sv4a_ja-109/medium,https://scrydex.com/pokemon/cards/garganacl/sv4a_ja-109?variant=holofoil
110,Glimmet #110 $0.06,https://scrydex.com/pokemon/cards/glimmet/sv4a_ja-110?variant=normal,Glimmet,キラーメ,,https://images.scrydex.com/pokemon/sv4a_ja-110/medium,https://scrydex.com/pokemon/cards/glimmet/sv4a_ja-110?variant=normal
111,Glimmora ex #111 $0.25,https://scrydex.com/pokemon/cards/glimmora-ex/sv4a_ja-111?variant=holofoil,Glimmora ex,キラフロルex,S,https://images.scrydex.com/pokemon/sv4a_ja-111/medium,https://scrydex.com/pokemon/cards/glimmora-ex/sv4a_ja-111?variant=holofoil
112,Great Tusk ex #112 $0.22,https://scrydex.com/pokemon/cards/great-tusk-ex/sv4a_ja-112?variant=holofoil,Great Tusk ex,イダイナキバex,S,https://images.scrydex.com/pokemon/sv4a_ja-112/medium,https://scrydex.com/pokemon/cards/great-tusk-ex/sv4a_ja-112?variant=holofoil
113,Ting-Lu ex #113 $0.20,https://scrydex.com/pokemon/cards/ting-lu-ex/sv4a_ja-113?variant=holofoil,Ting-Lu ex,ディンルーex,S,https://images.scrydex.com/pokemon/sv4a_ja-113/medium,https://scrydex.com/pokemon/cards/ting-lu-ex/sv4a_ja-113?variant=holofoil
114,Koraidon ex #114 $0.23,https://scrydex.com/pokemon/cards/koraidon-ex/sv4a_ja-114?variant=holofoil,Koraidon ex,コライドンex,S,https://images.scrydex.com/pokemon/sv4a_ja-114/medium,https://scrydex.com/pokemon/cards/koraidon-ex/sv4a_ja-114?variant=holofoil
115,Charizard ex #115 $2.57,https://scrydex.com/pokemon/cards/charizard-ex/sv4a_ja-115?variant=holofoil,Charizard ex,リザードンex,S,https://images.scrydex.com/pokemon/sv4a_ja-115/medium,https://scrydex.com/pokemon/cards/charizard-ex/sv4a_ja-115?variant=holofoil
116,Paldean Wooper #116 $0.15,https://scrydex.com/pokemon/cards/paldean-wooper/sv4a_ja-116?variant=normal,Paldean Wooper,パルデア ウパー,,https://images.scrydex.com/pokemon/sv4a_ja-116/medium,https://scrydex.com/pokemon/cards/paldean-wooper/sv4a_ja-116?variant=normal
117,Paldean Clodsire ex #117 $0.26,https://scrydex.com/pokemon/cards/paldean-clodsire-ex/sv4a_ja-117?variant=holofoil,Paldean Clodsire ex,パルデア ドオーex,S,https://images.scrydex.com/pokemon/sv4a_ja-117/medium,https://scrydex.com/pokemon/cards/paldean-clodsire-ex/sv4a_ja-117?variant=holofoil
118,Murkrow #118 $0.12,https://scrydex.com/pokemon/cards/murkrow/sv4a_ja-118?variant=normal,Murkrow,ヤミカラス,,https://images.scrydex.com/pokemon/sv4a_ja-118/medium,https://scrydex.com/pokemon/cards/murkrow/sv4a_ja-118?variant=normal
119,Sneasel #119 $0.10,https://scrydex.com/pokemon/cards/sneasel/sv4a_ja-119?variant=normal,Sneasel,ニューラ,,https://images.scrydex.com/pokemon/sv4a_ja-119/medium,https://scrydex.com/pokemon/cards/sneasel/sv4a_ja-119?variant=normal
120,Weavile #120 $0.20,https://scrydex.com/pokemon/cards/weavile/sv4a_ja-120?variant=holofoil,Weavile,マニューラ,,https://images.scrydex.com/pokemon/sv4a_ja-120/medium,https://scrydex.com/pokemon/cards/weavile/sv4a_ja-120?variant=holofoil
121,Sableye #121 ¥50,https://scrydex.com/pokemon/cards/sableye/sv4a_ja-121?variant=normal,Sableye,ヤミラミ,,https://images.scrydex.com/pokemon/sv4a_ja-121/medium,https://scrydex.com/pokemon/cards/sableye/sv4a_ja-121?variant=normal
122,Pawniard #122 $0.07,https://scrydex.com/pokemon/cards/pawniard/sv4a_ja-122?variant=normal,Pawniard,コマタナ,,https://images.scrydex.com/pokemon/sv4a_ja-122/medium,https://scrydex.com/pokemon/cards/pawniard/sv4a_ja-122?variant=normal
123,Bisharp #123 $0.14,https://scrydex.com/pokemon/cards/bisharp/sv4a_ja-123?variant=normal,Bisharp,キリキザン,,https://images.scrydex.com/pokemon/sv4a_ja-123/medium,https://scrydex.com/pokemon/cards/bisharp/sv4a_ja-123?variant=normal
124,Kingambit #124 $0.17,https://scrydex.com/pokemon/cards/kingambit/sv4a_ja-124?variant=normal,Kingambit,ドドゲザン,,https://images.scrydex.com/pokemon/sv4a_ja-124/medium,https://scrydex.com/pokemon/cards/kingambit/sv4a_ja-124?variant=normal
125,Maschiff #125 $0.22,https://scrydex.com/pokemon/cards/maschiff/sv4a_ja-125?variant=normal,Maschiff,オラチフ,,https://images.scrydex.com/pokemon/sv4a_ja-125/medium,https://scrydex.com/pokemon/cards/maschiff/sv4a_ja-125?variant=normal
126,Mabosstiff #126 $0.10,https://scrydex.com/pokemon/cards/mabosstiff/sv4a_ja-126?variant=normal,Mabosstiff,マフィティフ,,https://images.scrydex.com/pokemon/sv4a_ja-126/medium,https://scrydex.com/pokemon/cards/mabosstiff/sv4a_ja-126?variant=normal
127,Shroodle #127 $0.07,https://scrydex.com/pokemon/cards/shroodle/sv4a_ja-127?variant=normal,Shroodle,シルシュルー,,https://images.scrydex.com/pokemon/sv4a_ja-127/medium,https://scrydex.com/pokemon/cards/shroodle/sv4a_ja-127?variant=normal
128,Grafaiai #128 $0.06,https://scrydex.com/pokemon/cards/grafaiai/sv4a_ja-128?variant=normal,Grafaiai,タギングル,,https://images.scrydex.com/pokemon/sv4a_ja-128/medium,https://scrydex.com/pokemon/cards/grafaiai/sv4a_ja-128?variant=normal
129,Scizor #129 $0.22,https://scrydex.com/pokemon/cards/scizor/sv4a_ja-129?variant=holofoil,Scizor,ハッサム,,https://images.scrydex.com/pokemon/sv4a_ja-129/medium,https://scrydex.com/pokemon/cards/scizor/sv4a_ja-129?variant=holofoil
130,Varoom #130 $0.10,https://scrydex.com/pokemon/cards/varoom/sv4a_ja-130?variant=normal,Varoom,ブロロン,,https://images.scrydex.com/pokemon/sv4a_ja-130/medium,https://scrydex.com/pokemon/cards/varoom/sv4a_ja-130?variant=normal
131,Revavroom #131 $0.14,https://scrydex.com/pokemon/cards/revavroom/sv4a_ja-131?variant=holofoil,Revavroom,ブロロローム,,https://images.scrydex.com/pokemon/sv4a_ja-131/medium,https://scrydex.com/pokemon/cards/revavroom/sv4a_ja-131?variant=holofoil
132,Iron Treads ex #132 $0.22,https://scrydex.com/pokemon/cards/iron-treads-ex/sv4a_ja-132?variant=holofoil,Iron Treads ex,テツノワダチex,S,https://images.scrydex.com/pokemon/sv4a_ja-132/medium,https://scrydex.com/pokemon/cards/iron-treads-ex/sv4a_ja-132?variant=holofoil
133,Gholdengo #133 $0.09,https://scrydex.com/pokemon/cards/gholdengo/sv4a_ja-133?variant=normal,Gholdengo,サーフゴー,,https://images.scrydex.com/pokemon/sv4a_ja-133/medium,https://scrydex.com/pokemon/cards/gholdengo/sv4a_ja-133?variant=normal
134,Noibat #134 $0.08,https://scrydex.com/pokemon/cards/noibat/sv4a_ja-134?variant=normal,Noibat,オンバット,,https://images.scrydex.com/pokemon/sv4a_ja-134/medium,https://scrydex.com/pokemon/cards/noibat/sv4a_ja-134?variant=normal
135,Noivern ex #135 $0.24,https://scrydex.com/pokemon/cards/noivern-ex/sv4a_ja-135?variant=holofoil,Noivern ex,オンバーンex,S,https://images.scrydex.com/pokemon/sv4a_ja-135/medium,https://scrydex.com/pokemon/cards/noivern-ex/sv4a_ja-135?variant=holofoil
136,Cyclizar #136 $0.03,https://scrydex.com/pokemon/cards/cyclizar/sv4a_ja-136?variant=normal,Cyclizar,モトトカゲ,,https://images.scrydex.com/pokemon/sv4a_ja-136/medium,https://scrydex.com/pokemon/cards/cyclizar/sv4a_ja-136?variant=normal
137,Pidgey #137 $0.08,https://scrydex.com/pokemon/cards/pidgey/sv4a_ja-137?variant=normal,Pidgey,ポッポ,,https://images.scrydex.com/pokemon/sv4a_ja-137/medium,https://scrydex.com/pokemon/cards/pidgey/sv4a_ja-137?variant=normal
138,Pidgeotto #138 $0.13,https://scrydex.com/pokemon/cards/pidgeotto/sv4a_ja-138?variant=normal,Pidgeotto,ピジョン,,https://images.scrydex.com/pokemon/sv4a_ja-138/medium,https://scrydex.com/pokemon/cards/pidgeotto/sv4a_ja-138?variant=normal
139,Pidgeot ex #139 $0.28,https://scrydex.com/pokemon/cards/pidgeot-ex/sv4a_ja-139?variant=holofoil,Pidgeot ex,ピジョットex,S,https://images.scrydex.com/pokemon/sv4a_ja-139/medium,https://scrydex.com/pokemon/cards/pidgeot-ex/sv4a_ja-139?variant=holofoil
140,Jigglypuff #140 $0.14,https://scrydex.com/pokemon/cards/jigglypuff/sv4a_ja-140?variant=normal,Jigglypuff,プリン,,https://images.scrydex.com/pokemon/sv4a_ja-140/medium,https://scrydex.com/pokemon/cards/jigglypuff/sv4a_ja-140?variant=normal
141,Wigglytuff ex #141 $0.27,https://scrydex.com/pokemon/cards/wigglytuff-ex/sv4a_ja-141?variant=holofoil,Wigglytuff ex,プクリンex,S,https://images.scrydex.com/pokemon/sv4a_ja-141/medium,https://scrydex.com/pokemon/cards/wigglytuff-ex/sv4a_ja-141?variant=holofoil
142,Doduo #142 $0.10,https://scrydex.com/pokemon/cards/doduo/sv4a_ja-142?variant=normal,Doduo,ドードー,,https://images.scrydex.com/pokemon/sv4a_ja-142/medium,https://scrydex.com/pokemon/cards/doduo/sv4a_ja-142?variant=normal
143,Dodrio #143 $0.11,https://scrydex.com/pokemon/cards/dodrio/sv4a_ja-143?variant=holofoil,Dodrio,ドードリオ,,https://images.scrydex.com/pokemon/sv4a_ja-143/medium,https://scrydex.com/pokemon/cards/dodrio/sv4a_ja-143?variant=holofoil
144,Ditto #144 $0.32,https://scrydex.com/pokemon/cards/ditto/sv4a_ja-144?variant=holofoil,Ditto,メタモン,,https://images.scrydex.com/pokemon/sv4a_ja-144/medium,https://scrydex.com/pokemon/cards/ditto/sv4a_ja-144?variant=holofoil
145,Snorlax #145 $0.18,https://scrydex.com/pokemon/cards/snorlax/sv4a_ja-145?variant=normal,Snorlax,カビゴン,,https://images.scrydex.com/pokemon/sv4a_ja-145/medium,https://scrydex.com/pokemon/cards/snorlax/sv4a_ja-145?variant=normal
146,Wingull #146 $0.07,https://scrydex.com/pokemon/cards/wingull/sv4a_ja-146?variant=normal,Wingull,キャモメ,,https://images.scrydex.com/pokemon/sv4a_ja-146/medium,https://scrydex.com/pokemon/cards/wingull/sv4a_ja-146?variant=normal
147,Pelipper #147 $0.09,https://scrydex.com/pokemon/cards/pelipper/sv4a_ja-147?variant=normal,Pelipper,ペリッパー,,https://images.scrydex.com/pokemon/sv4a_ja-147/medium,https://scrydex.com/pokemon/cards/pelipper/sv4a_ja-147?variant=normal
148,Skwovet #148 $0.22,https://scrydex.com/pokemon/cards/skwovet/sv4a_ja-148?variant=normal,Skwovet,ホシガリス,,https://images.scrydex.com/pokemon/sv4a_ja-148/medium,https://scrydex.com/pokemon/cards/skwovet/sv4a_ja-148?variant=normal
149,Greedent #149 $0.11,https://scrydex.com/pokemon/cards/greedent/sv4a_ja-149?variant=normal,Greedent,ヨクバリス,,https://images.scrydex.com/pokemon/sv4a_ja-149/medium,https://scrydex.com/pokemon/cards/greedent/sv4a_ja-149?variant=normal
150,Lechonk #150 $0.16,https://scrydex.com/pokemon/cards/lechonk/sv4a_ja-150?variant=normal,Lechonk,グルトン,,https://images.scrydex.com/pokemon/sv4a_ja-150/medium,https://scrydex.com/pokemon/cards/lechonk/sv4a_ja-150?variant=normal
151,Oinkologne #151 $0.12,https://scrydex.com/pokemon/cards/oinkologne/sv4a_ja-151?variant=normal,Oinkologne,パフュートン,,https://images.scrydex.com/pokemon/sv4a_ja-151/medium,https://scrydex.com/pokemon/cards/oinkologne/sv4a_ja-151?variant=normal
152,Tandemaus #152 $0.18,https://scrydex.com/pokemon/cards/tandemaus/sv4a_ja-152?variant=normal,Tandemaus,ワッカネズミ,,https://images.scrydex.com/pokemon/sv4a_ja-152/medium,https://scrydex.com/pokemon/cards/tandemaus/sv4a_ja-152?variant=normal
153,Maushold #153 $0.23,https://scrydex.com/pokemon/cards/maushold/sv4a_ja-153?variant=normal,Maushold,イッカネズミ,,https://images.scrydex.com/pokemon/sv4a_ja-153/medium,https://scrydex.com/pokemon/cards/maushold/sv4a_ja-153?variant=normal
154,Squawkabilly ex #154 $0.21,https://scrydex.com/pokemon/cards/squawkabilly-ex/sv4a_ja-154?variant=holofoil,Squawkabilly ex,イキリンコex,S,https://images.scrydex.com/pokemon/sv4a_ja-154/medium,https://scrydex.com/pokemon/cards/squawkabilly-ex/sv4a_ja-154?variant=holofoil
155,Flamigo #155 $0.07,https://scrydex.com/pokemon/cards/flamigo/sv4a_ja-155?variant=normal,Flamigo,カラミンゴ,,https://images.scrydex.com/pokemon/sv4a_ja-155/medium,https://scrydex.com/pokemon/cards/flamigo/sv4a_ja-155?variant=normal
156,Electric Generator #156 $0.04,https://scrydex.com/pokemon/cards/electric-generator/sv4a_ja-156?variant=normal,Electric Generator,エレキジェネレーター,,https://images.scrydex.com/pokemon/sv4a_ja-156/medium,https://scrydex.com/pokemon/cards/electric-generator/sv4a_ja-156?variant=normal
157,Superior Energy Retrieval #157 $0.10,https://scrydex.com/pokemon/cards/superior-energy-retrieval/sv4a_ja-157?variant=normal,Superior Energy Retrieval,スーパーエネルギー回収,,https://images.scrydex.com/pokemon/sv4a_ja-157/medium,https://scrydex.com/pokemon/cards/superior-energy-retrieval/sv4a_ja-157?variant=normal
158,Super Rod #158 $0.20,https://scrydex.com/pokemon/cards/super-rod/sv4a_ja-158?variant=normal,Super Rod,すごいつりざお,,https://images.scrydex.com/pokemon/sv4a_ja-158/medium,https://scrydex.com/pokemon/cards/super-rod/sv4a_ja-158?variant=normal
159,Nest Ball #159 $0.34,https://scrydex.com/pokemon/cards/nest-ball/sv4a_ja-159?variant=normal,Nest Ball,ネストボール,,https://images.scrydex.com/pokemon/sv4a_ja-159/medium,https://scrydex.com/pokemon/cards/nest-ball/sv4a_ja-159?variant=normal
160,Nemona's Backpack #160 $0.04,https://scrydex.com/pokemon/cards/nemonas-backpack/sv4a_ja-160?variant=normal,Nemona's Backpack,ネモのリュック,,https://images.scrydex.com/pokemon/sv4a_ja-160/medium,https://scrydex.com/pokemon/cards/nemonas-backpack/sv4a_ja-160?variant=normal
161,Ultra Ball #161 $0.32,https://scrydex.com/pokemon/cards/ultra-ball/sv4a_ja-161?variant=normal,Ultra Ball,ハイパーボール,,https://images.scrydex.com/pokemon/sv4a_ja-161/medium,https://scrydex.com/pokemon/cards/ultra-ball/sv4a_ja-161?variant=normal
162,Letter of Encouragement #162 $0.08,https://scrydex.com/pokemon/cards/letter-of-encouragement/sv4a_ja-162?variant=normal,Letter of Encouragement,はげましのてがみ,,https://images.scrydex.com/pokemon/sv4a_ja-162/medium,https://scrydex.com/pokemon/cards/letter-of-encouragement/sv4a_ja-162?variant=normal
163,Rare Candy #163 $0.22,https://scrydex.com/pokemon/cards/rare-candy/sv4a_ja-163?variant=normal,Rare Candy,ふしぎなアメ,,https://images.scrydex.com/pokemon/sv4a_ja-163/medium,https://scrydex.com/pokemon/cards/rare-candy/sv4a_ja-163?variant=normal
164,Rock Chestplate #164 $0.05,https://scrydex.com/pokemon/cards/rock-chestplate/sv4a_ja-164?variant=normal,Rock Chestplate,岩のむねあて,,https://images.scrydex.com/pokemon/sv4a_ja-164/medium,https://scrydex.com/pokemon/cards/rock-chestplate/sv4a_ja-164?variant=normal
165,Big Air Balloon #165 $0.05,https://scrydex.com/pokemon/cards/big-air-balloon/sv4a_ja-165?variant=normal,Big Air Balloon,大きなふうせん,,https://images.scrydex.com/pokemon/sv4a_ja-165/medium,https://scrydex.com/pokemon/cards/big-air-balloon/sv4a_ja-165?variant=normal
166,Rigid Band #166 $0.07,https://scrydex.com/pokemon/cards/rigid-band/sv4a_ja-166?variant=normal,Rigid Band,ガチガチバンド,,https://images.scrydex.com/pokemon/sv4a_ja-166/medium,https://scrydex.com/pokemon/cards/rigid-band/sv4a_ja-166?variant=normal
167,Leftovers #167 $0.06,https://scrydex.com/pokemon/cards/leftovers/sv4a_ja-167?variant=normal,Leftovers,たべのこし,,https://images.scrydex.com/pokemon/sv4a_ja-167/medium,https://scrydex.com/pokemon/cards/leftovers/sv4a_ja-167?variant=normal
168,Defiance Band #168 $0.10,https://scrydex.com/pokemon/cards/defiance-band/sv4a_ja-168?variant=normal,Defiance Band,まけんきハチマキ,,https://images.scrydex.com/pokemon/sv4a_ja-168/medium,https://scrydex.com/pokemon/cards/defiance-band/sv4a_ja-168?variant=normal
169,Bravery Charm #169 $0.11,https://scrydex.com/pokemon/cards/bravery-charm/sv4a_ja-169?variant=normal,Bravery Charm,勇気のおまもり,,https://images.scrydex.com/pokemon/sv4a_ja-169/medium,https://scrydex.com/pokemon/cards/bravery-charm/sv4a_ja-169?variant=normal
170,Technical Machine: Crisis Punch #170 $0.09,https://scrydex.com/pokemon/cards/technical-machine-crisis-punch/sv4a_ja-170?variant=normal,Technical Machine: Crisis Punch,ワザマシン かじばのいっぱつ,,https://images.scrydex.com/pokemon/sv4a_ja-170/medium,https://scrydex.com/pokemon/cards/technical-machine-crisis-punch/sv4a_ja-170?variant=normal
171,Geeta #171 $0.11,https://scrydex.com/pokemon/cards/geeta/sv4a_ja-171?variant=holofoil,Geeta,オモダカ,,https://images.scrydex.com/pokemon/sv4a_ja-171/medium,https://scrydex.com/pokemon/cards/geeta/sv4a_ja-171?variant=holofoil
172,Clavell #172 $0.04,https://scrydex.com/pokemon/cards/clavell/sv4a_ja-172?variant=normal,Clavell,クラベル,,https://images.scrydex.com/pokemon/sv4a_ja-172/medium,https://scrydex.com/pokemon/cards/clavell/sv4a_ja-172?variant=normal
173,Giovanni's Charisma #173 $0.15,https://scrydex.com/pokemon/cards/giovannis-charisma/sv4a_ja-173?variant=normal,Giovanni's Charisma,サカキのカリスマ,,https://images.scrydex.com/pokemon/sv4a_ja-173/medium,https://scrydex.com/pokemon/cards/giovannis-charisma/sv4a_ja-173?variant=normal
174,Iono #174 $0.15,https://scrydex.com/pokemon/cards/iono/sv4a_ja-174?variant=normal,Iono,ナンジャモ,,https://images.scrydex.com/pokemon/sv4a_ja-174/medium,https://scrydex.com/pokemon/cards/iono/sv4a_ja-174?variant=normal
175,Clive #175 $0.04,https://scrydex.com/pokemon/cards/clive/sv4a_ja-175?variant=normal,Clive,ネルケ,,https://images.scrydex.com/pokemon/sv4a_ja-175/medium,https://scrydex.com/pokemon/cards/clive/sv4a_ja-175?variant=normal
176,Professor's Research #176 $0.15,https://scrydex.com/pokemon/cards/professors-research/sv4a_ja-176?variant=holofoil,Professor's Research,博士の研究,,https://images.scrydex.com/pokemon/sv4a_ja-176/medium,https://scrydex.com/pokemon/cards/professors-research/sv4a_ja-176?variant=holofoil
177,Professor's Research #177 $0.12,https://scrydex.com/pokemon/cards/professors-research/sv4a_ja-177?variant=holofoil,Professor's Research,博士の研究,,https://images.scrydex.com/pokemon/sv4a_ja-177/medium,https://scrydex.com/pokemon/cards/professors-research/sv4a_ja-177?variant=holofoil
178,Paldean Student #178 $0.06,https://scrydex.com/pokemon/cards/paldean-student/sv4a_ja-178?variant=normal,Paldean Student,パルデアの学生,,https://images.scrydex.com/pokemon/sv4a_ja-178/medium,https://scrydex.com/pokemon/cards/paldean-student/sv4a_ja-178?variant=normal
179,Paldean Student #179 $0.05,https://scrydex.com/pokemon/cards/paldean-student/sv4a_ja-179?variant=normal,Paldean Student,パルデアの学生,,https://images.scrydex.com/pokemon/sv4a_ja-179/medium,https://scrydex.com/pokemon/cards/paldean-student/sv4a_ja-179?variant=normal
180,Arven #180 $0.81,https://scrydex.com/pokemon/cards/arven/sv4a_ja-180?variant=normal,Arven,ペパー,,https://images.scrydex.com/pokemon/sv4a_ja-180/medium,https://scrydex.com/pokemon/cards/arven/sv4a_ja-180?variant=normal
181,Boss's Orders #181 $0.18,https://scrydex.com/pokemon/cards/bosss-orders/sv4a_ja-181?variant=holofoil,Boss's Orders,ボスの指令,,https://images.scrydex.com/pokemon/sv4a_ja-181/medium,https://scrydex.com/pokemon/cards/bosss-orders/sv4a_ja-181?variant=holofoil
182,Penny #182 $0.10,https://scrydex.com/pokemon/cards/penny/sv4a_ja-182?variant=normal,Penny,ボタン,,https://images.scrydex.com/pokemon/sv4a_ja-182/medium,https://scrydex.com/pokemon/cards/penny/sv4a_ja-182?variant=normal
183,Town Store #183 $0.05,https://scrydex.com/pokemon/cards/town-store/sv4a_ja-183?variant=normal,Town Store,タウンデパート,,https://images.scrydex.com/pokemon/sv4a_ja-183/medium,https://scrydex.com/pokemon/cards/town-store/sv4a_ja-183?variant=normal
184,Beach Court #184 $0.04,https://scrydex.com/pokemon/cards/beach-court/sv4a_ja-184?variant=normal,Beach Court,ビーチコート,,https://images.scrydex.com/pokemon/sv4a_ja-184/medium,https://scrydex.com/pokemon/cards/beach-court/sv4a_ja-184?variant=normal
185,Artazon #185 $0.05,https://scrydex.com/pokemon/cards/artazon/sv4a_ja-185?variant=normal,Artazon,ボウルタウン,,https://images.scrydex.com/pokemon/sv4a_ja-185/medium,https://scrydex.com/pokemon/cards/artazon/sv4a_ja-185?variant=normal
186,Pokémon League Headquarters #186 $0.05,https://scrydex.com/pokemon/cards/pokmon-league-headquarters/sv4a_ja-186?variant=normal,Pokémon League Headquarters,ポケモンリーグ本部,,https://images.scrydex.com/pokemon/sv4a_ja-186/medium,https://scrydex.com/pokemon/cards/pokmon-league-headquarters/sv4a_ja-186?variant=normal
187,Practice Studio #187 $0.04,https://scrydex.com/pokemon/cards/practice-studio/sv4a_ja-187?variant=normal,Practice Studio,レッスンスタジオ,,https://images.scrydex.com/pokemon/sv4a_ja-187/medium,https://scrydex.com/pokemon/cards/practice-studio/sv4a_ja-187?variant=normal
188,Therapeutic Energy #188 $0.04,https://scrydex.com/pokemon/cards/therapeutic-energy/sv4a_ja-188?variant=normal,Therapeutic Energy,セラピーエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-188/medium,https://scrydex.com/pokemon/cards/therapeutic-energy/sv4a_ja-188?variant=normal
189,Reversal Energy #189 $0.08,https://scrydex.com/pokemon/cards/reversal-energy/sv4a_ja-189?variant=normal,Reversal Energy,リバーサルエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-189/medium,https://scrydex.com/pokemon/cards/reversal-energy/sv4a_ja-189?variant=normal
190,Luminous Energy #190 $0.19,https://scrydex.com/pokemon/cards/luminous-energy/sv4a_ja-190?variant=normal,Luminous Energy,ルミナスエネルギー,,https://images.scrydex.com/pokemon/sv4a_ja-190/medium,https://scrydex.com/pokemon/cards/luminous-energy/sv4a_ja-190?variant=normal
191,Oddish #191 $1.95,https://scrydex.com/pokemon/cards/oddish/sv4a_ja-191?variant=holofoil,Oddish,ナゾノクサ,S,https://images.scrydex.com/pokemon/sv4a_ja-191/medium,https://scrydex.com/pokemon/cards/oddish/sv4a_ja-191?variant=holofoil
192,Gloom #192 $1.49,https://scrydex.com/pokemon/cards/gloom/sv4a_ja-192?variant=holofoil,Gloom,クサイハナ,S,https://images.scrydex.com/pokemon/sv4a_ja-192/medium,https://scrydex.com/pokemon/cards/gloom/sv4a_ja-192?variant=holofoil
193,Vileplume #193 $1.74,https://scrydex.com/pokemon/cards/vileplume/sv4a_ja-193?variant=holofoil,Vileplume,ラフレシア,S,https://images.scrydex.com/pokemon/sv4a_ja-193/medium,https://scrydex.com/pokemon/cards/vileplume/sv4a_ja-193?variant=holofoil
194,Scyther #194 $2.39,https://scrydex.com/pokemon/cards/scyther/sv4a_ja-194?variant=holofoil,Scyther,ストライク,S,https://images.scrydex.com/pokemon/sv4a_ja-194/medium,https://scrydex.com/pokemon/cards/scyther/sv4a_ja-194?variant=holofoil
195,Hoppip #195 $1.58,https://scrydex.com/pokemon/cards/hoppip/sv4a_ja-195?variant=holofoil,Hoppip,ハネッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-195/medium,https://scrydex.com/pokemon/cards/hoppip/sv4a_ja-195?variant=holofoil
196,Skiploom #196 $1.10,https://scrydex.com/pokemon/cards/skiploom/sv4a_ja-196?variant=holofoil,Skiploom,ポポッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-196/medium,https://scrydex.com/pokemon/cards/skiploom/sv4a_ja-196?variant=holofoil
197,Jumpluff #197 $1.91,https://scrydex.com/pokemon/cards/jumpluff/sv4a_ja-197?variant=holofoil,Jumpluff,ワタッコ,S,https://images.scrydex.com/pokemon/sv4a_ja-197/medium,https://scrydex.com/pokemon/cards/jumpluff/sv4a_ja-197?variant=holofoil
198,Pineco #198 $0.94,https://scrydex.com/pokemon/cards/pineco/sv4a_ja-198?variant=holofoil,Pineco,クヌギダマ,S,https://images.scrydex.com/pokemon/sv4a_ja-198/medium,https://scrydex.com/pokemon/cards/pineco/sv4a_ja-198?variant=holofoil
199,Snover #199 $1.03,https://scrydex.com/pokemon/cards/snover/sv4a_ja-199?variant=holofoil,Snover,ユキカブリ,S,https://images.scrydex.com/pokemon/sv4a_ja-199/medium,https://scrydex.com/pokemon/cards/snover/sv4a_ja-199?variant=holofoil
200,Abomasnow #200 $1.02,https://scrydex.com/pokemon/cards/abomasnow/sv4a_ja-200?variant=holofoil,Abomasnow,ユキノオー,S,https://images.scrydex.com/pokemon/sv4a_ja-200/medium,https://scrydex.com/pokemon/cards/abomasnow/sv4a_ja-200?variant=holofoil
