id,set_id,name,name_normalized,card_number,rarity,variant,image_url,image_source_note,is_active,created_at,updated_at,tcgdex_id,hp,category,types,stage,illustrator,regulation_mark,description_ja,attacks,abilities,weaknesses,resistances,retreat,dex_ids,set_order,pokedex_number,image_dhash
d3c72a1b-a13f-47ae-ad99-4e094934652d,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,カプ・コケコVMAX,カプ・コケコvmax,150,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040633_P_KAPUKOKEKOVMAX.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:150,320,Pokémon,"[""Electric""]",V進化,PLANETA Tsuji,,,"[{""cost"":[""Electric"",""Electric"",""Colorless""],""name"":""ダイショック"",""damage"":{""amount"":180,""suffix"":""""},""effect"":""自分のサイドの残り枚数が、相手のサイドの残り枚数より多いなら、相手のバトルポケモンをマヒにする。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[],,,7adb9b6462c97930
e2e9917d-a7c0-48a9-a2e4-e77647e87cf7,234779b1-7c9a-442f-8f8e-de41d5de658c,マダツボミ,マダツボミ,001,C,normal,https://images.scrydex.com/pokemon/sm2k_ja-1/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:13.700634+00:00,2026-08-30 05:24:11.969861+00:00,SM2K-001,60,Pokemon,"[""Grass""]",Basic,Aya Kusube,,ひょろっとした 体つきだが 獲物を 捕らえるときの 動きは 目にも とまらないほど 素早い。,"[{""cost"":[""Grass"",""Colorless""],""damage"":30,""nameJa"":""つるのムチ"",""effectJa"":null}]",[],"[{""type"":""Fire"",""value"":""x2""}]",[],1,[69],,,e2ca9e962420b888
eeaa16ff-f8c3-4eeb-a4cd-a91b32bdac0a,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,ゼラオラ,ゼラオラ,151,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040634_P_ZERAORA.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:151,120,Pokémon,"[""Electric""]",たね,Teeziro,,雷が 落ちるのと 同じ 速さで 敵に 急接近。 鋭い ツメで 八つ裂きに する。,"[{""cost"":[""Electric"",""Colorless""],""name"":""ワイルドボルト"",""damage"":{""amount"":70,""suffix"":""""},""effect"":""このポケモンにも20ダメージ。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[807],,,aeae98e86622491b
809256f9-bf9b-4a84-b41b-7d3434def29e,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,ゼラオラ,ゼラオラ,152,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040635_P_ZERAORA.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:152,120,Pokémon,"[""Electric""]",たね,HYOGONOSUKE,,雷が 落ちるのと 同じ 速さで 敵に 急接近。 鋭い ツメで 八つ裂きに する。,"[{""cost"":[""Electric"",""Colorless""],""name"":""ワイルドボルト"",""damage"":{""amount"":70,""suffix"":""""},""effect"":""このポケモンにも20ダメージ。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[807],,,cef498c66222491b
62952db7-0167-4990-a55f-a88208c3d502,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,パルスワン,パルスワン,154,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040637_P_PARUSUWAN.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:154,130,Pokémon,"[""Electric""]",1 進化,chibi,,電気の 力で 脚力を 増強。 トップスピードは 時速 ９０キロを 軽く 超える。,"[{""cost"":[""Electric""],""name"":""おいつめる"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""次の相手の番、このワザを受けたポケモンは、にげられない。""},{""cost"":[""Electric"",""Electric"",""Colorless""],""name"":""まけんきスパーク"",""damage"":{""amount"":130,""suffix"":""""},""effect"":""このワザは、このポケモンにダメカンがのっているなら、Electricエネルギー1個で使える。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[836],,,c669709e66e28919
74ecef31-2d23-4977-b365-56bc451620c1,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,パルスワンV,パルスワンv,156,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040639_P_PARUSUWANV.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:156,200,Pokémon,"[""Electric""]",たね,Ayaka Yoshida,,,"[{""cost"":[""Electric""],""name"":""スマッシュターン"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""のぞむなら、このポケモンをベンチポケモンと入れ替える。""},{""cost"":[""Electric"",""Electric"",""Colorless""],""name"":""エレキバレット"",""damage"":{""amount"":120,""suffix"":""""},""effect"":""相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[],,,671e566d2d73433f
b66286f4-6679-4b7b-8acd-b7dfbd4087e0,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,エレズン,エレズン,157,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040640_P_EREZUN.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:157,70,Pokémon,"[""Electric""]",たね,Mina Nakai,,毒素を 化学変化 させて 電気を 出す。 電力は 弱いが ビリビリと 痺れる。,"[{""cost"":[""Electric""],""name"":""ぶつかる"",""damage"":{""amount"":20,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[],""value"":null}]",2,[848],,,cccc92d646620919
ae0ec448-bab2-4b50-9fba-46e6c0be828f,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,プリン,プリン,162,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040644_P_PURIN.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:162,60,Pokémon,"[""Psychic""]",たね,Saya Tsuruta,,歌う 歌は 棲む 地方によって 全然 違っている。 中には シャウトするような ものまで あるぞ。,"[{""cost"":[""Psychic""],""name"":""はたく"",""damage"":{""amount"":20,""suffix"":""""},""effect"":""""},{""cost"":[""Colorless"",""Colorless""],""name"":""みんなでころがる"",""damage"":{""amount"":20,""suffix"":""×""},""effect"":""自分のベンチの、ワザ「みんなでころがる」を持つポケモンの数×20ダメージ。""}]",[],"[{""type"":[""Steel""],""value"":""×2""}]","[{""type"":[],""value"":null}]",1,[39],,,9e1a8d256eeab09a
c19b8e14-2183-4278-958e-2b1e95eaf02d,f6f0ec70-b0da-469c-ba60-0917f8ff2b29,ガラル ギャロップV,ガラルギャロップv,163,,normal,https://www.pokemon-card.com/assets/images/card_images/large/SI/040645_P_GARARUGIXYAROPPUV.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:18.303729+00:00,2026-08-30 05:24:12.538725+00:00,ptcg:SI:163,210,Pokémon,"[""Psychic""]",たね,Saki Hayashiro,,,"[{""cost"":[""Colorless"",""Colorless""],""name"":""リブラホーン"",""damage"":null,""effect"":""相手のポケモン1匹に、そのポケモンの残りHPが「100」になるように、ダメカンをのせる。""},{""cost"":[""Psychic"",""Psychic""],""name"":""サイコキネシス"",""damage"":{""amount"":60,""suffix"":""＋""},""effect"":""相手のバトルポケモンについているエネルギーの数×30ダメージ追加。""}]",[],"[{""type"":[""Dark""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－30""}]",1,[],,,470bdb4b592d4f0f
a0ae307c-4cc7-4b17-bd94-25c9ad2ebe4a,822453a9-361a-478e-a7fa-b953876a50b3,ドードー,ドードー,044,,normal,https://www.pokemon-card.com/assets/images/card_images/large/20th/031694_P_DODO.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:10.026336+00:00,2026-08-30 05:24:10.063276+00:00,ptcg:20th:044,60,Pokémon,"[""Colorless""]",たね,Eri Yamaki,,２つの 頭の 脳みそは テレパシーのような 力で 気持ちを 通じ合わせているらしい。,"[{""cost"":[""Colorless""],""name"":""にどづき"",""damage"":{""amount"":10,""suffix"":""×""},""effect"":""コインを2回投げ、オモテの数×10ダメージ。""},{""cost"":[""Colorless"",""Colorless""],""name"":""ドードーびん"",""damage"":null,""effect"":""自分の山札を2枚引く。""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",1,[84],,,c7b8b0d456275909
58c5190b-b317-4ae2-9e3d-cbefa82ea5ab,eb9a2ae1-f752-48e2-bd6e-4a3103023949,ポピー,ポピー,105,U,normal,https://images.scrydex.com/pokemon/sv3_ja-105/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:24.074407+00:00,2026-08-30 05:24:12.097054+00:00,SV3-105,,Trainer,[],,yuu,G,,[],[],[],[],,[],,,0f3abcec2f071f3d
e9c35578-6d57-40f9-9c62-78abca762d81,3bcc32d1-0cc8-4fea-af1e-8fa739e8c95d,megaライボルトEX,megaライボルトex,014,,normal,https://www.pokemon-card.com/assets/images/card_images/large/MMB-S/031246_P_MRAIBORUTOEX.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:15.791125+00:00,2026-08-30 05:24:11.969861+00:00,ptcg:MMB-S:014,210,Pokémon,"[""Electric""]",M進化,5ban Graphics,,,"[{""cost"":[""Electric"",""Colorless""],""name"":""ターボボルト"",""damage"":{""amount"":110,""suffix"":""""},""effect"":""自分のトラッシュから基本エネルギーを2枚選び、ベンチポケモン1匹につける。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[""Steel""],""value"":""－20""}]",0,[],,,07b39e5ae6231975
6c9f777c-0ffd-4e45-80ad-65392d0edecf,89da1d8e-b1db-45f2-8674-eed2ab01058b,ダンバル,ダンバル,037,C,normal,https://images.scrydex.com/pokemon/sv9_ja-37/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-037,60,Pokemon,"[""Psychic""]",Basic,Izucch,I,体から 出ている 磁力と 地上の 磁力を 反発させて 空に 浮かぶのだ。,"[{""cost"":[""Psychic""],""damage"":10,""nameJa"":""かいてんアタック"",""effectJa"":null},{""cost"":[""Psychic"",""Psychic""],""damage"":30,""nameJa"":""ビーム"",""effectJa"":null}]",[],"[{""type"":""Darkness"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[374],,,6ad236645a233133
3327186d-6bfa-48df-97c9-a4ed4a468739,89da1d8e-b1db-45f2-8674-eed2ab01058b,リーリエのキュワワー,リーリエノキュワワー,043,C,normal,https://images.scrydex.com/pokemon/sv9_ja-43/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-043,70,Pokemon,"[""Psychic""]",Basic,Narumi Sato,I,ツルを 使って 花を 摘みとる。 体に つけた 花からは 癒しの 効果が 現れる。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""はなまねき"",""effectJa"":""自分の山札からたねポケモンの「リーリエのポケモン」を好きなだけ選び、ベンチに出す。そして山札を切る。""},{""cost"":[""Psychic""],""damage"":30,""nameJa"":""ぱっときえる"",""effectJa"":""このポケモンと、ついているすべてのカードを、手札にもどす。""}]",[],"[{""type"":""Metal"",""value"":""×2""}]",[],1,[764],,,3a6954546272312b
757895da-bf29-4c23-a943-b35148691682,89da1d8e-b1db-45f2-8674-eed2ab01058b,ヨーギラス,ヨーギラス,047,C,normal,https://images.scrydex.com/pokemon/sv9_ja-47/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-047,70,Pokemon,"[""Fighting""]",Basic,Dsuke,I,地面 深くで 生まれ 山ほどの 土を 食べ終わると 体を つくるため サナギになる。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":20,""nameJa"":""かみくだく"",""effectJa"":""コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[246],,,e2e6a68c54461d99
304a2b39-a57f-49f3-8647-da9000119647,89da1d8e-b1db-45f2-8674-eed2ab01058b,イワンコ,イワンコ,051,C,normal,https://images.scrydex.com/pokemon/sv9_ja-51/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-051,70,Pokemon,"[""Fighting""]",Basic,Yoshimi Miyoshi,I,小さいころは よく 懐く。 育つと 気性が 荒くなるが 主への 恩は 忘れない。,"[{""cost"":[""Colorless""],""damage"":null,""nameJa"":""ほりかえす"",""effectJa"":""自分の山札を上から1枚見て、もとにもどす。のぞむなら、そのカードをトラッシュする。""},{""cost"":[""Colorless"",""Colorless""],""damage"":20,""nameJa"":""ふむ"",""effectJa"":null}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],1,[744],,,63b2c6b0644e2b99
04c9f9a6-7886-42ab-9dc5-4f1517a44b3a,89da1d8e-b1db-45f2-8674-eed2ab01058b,リーリエのアブリボン,リーリエノアブリボン,042,U,normal,https://images.scrydex.com/pokemon/sv9_ja-42/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-042,70,Pokemon,"[""Psychic""]",Stage1,mashu,I,落ちこんでいる 人や ポケモンの 気持ちを 感じ取っては 手作りの 花粉団子で 元気づけたりする。,"[{""cost"":[""Psychic""],""damage"":50,""nameJa"":""マジカルショット"",""effectJa"":null}]","[{""type"":""Ability"",""nameJa"":""おさそいウインク"",""effectJa"":""自分の番に、このカードを手札から出して進化させたとき、1回使える。相手の手札を見て、その中からたねポケモンを好きなだけ選び、相手のベンチに出す。""}]","[{""type"":""Metal"",""value"":""×2""}]",[],0,[743],,,333333228a6a3133
dac1dde4-d339-4428-8616-04a3e13fc1a1,89da1d8e-b1db-45f2-8674-eed2ab01058b,ルガルガン,ルガルガン,052,R,holo,https://images.scrydex.com/pokemon/sv9_ja-52/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-052,120,Pokemon,"[""Fighting""]",Stage1,Shiburingaru,I,鋭い ツメや キバで 獲物を 襲う。 信頼する トレーナーの 指示には 忠実に 従う。,"[{""cost"":[""Colorless"",""Colorless"",""Colorless""],""damage"":""40+"",""nameJa"":""クラッチファング"",""effectJa"":""相手のバトルポケモンにのっているダメカンの数×40ダメージ追加。""}]","[{""type"":""Ability"",""nameJa"":""とげをまとう"",""effectJa"":""自分の番に、このカードを手札から出して進化させたとき、1回使える。自分のトラッシュから「スパイクエネルギー」を2枚まで選び、このポケモンにつける。""}]","[{""type"":""Grass"",""value"":""×2""}]",[],2,[745],,,66d9d2c2942a3c98
8688e432-3dcc-42ef-86bf-9b2c5f936c47,89da1d8e-b1db-45f2-8674-eed2ab01058b,ホップのサダイジャ,ホップノサダイジャ,054,U,normal,https://images.scrydex.com/pokemon/sv9_ja-54/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:28.200408+00:00,2026-08-30 05:24:13.610064+00:00,SV9-054,140,Pokemon,"[""Fighting""]",Stage1,Sanosuke Sakuma,I,体を 目一杯 伸縮させ ダンプカーも 押し流すほどの 勢いで 砂を 噴射する。,"[{""cost"":[""Fighting"",""Colorless""],""damage"":30,""nameJa"":""じひびき"",""effectJa"":""次の相手の番、このワザを受けたポケモンは、にげられない。""},{""cost"":[""Fighting"",""Colorless"",""Colorless""],""damage"":140,""nameJa"":""グラウンドブレイク"",""effectJa"":""自分のベンチポケモン全員にも、それぞれ20ダメージ。［ベンチは弱点・抵抗力を計算しない。］""}]",[],"[{""type"":""Grass"",""value"":""×2""}]",[],3,[844],,,6670d1e326281999
fdee804a-aeb0-4919-a386-bc1ea205d84e,ca93c4b2-7d37-4881-9306-c30f64a19b88,ミミッキュ,ミミッキュ,050,U,normal,https://images.scrydex.com/pokemon/swsh11_ja-50/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:06.338899+00:00,2026-08-30 05:24:12.097054+00:00,S11-050,70,Pokemon,"[""Psychic""]",Basic,Ligton,F,怖がられないように ピカチュウに 似せた ボロ布を かぶっているが 余計に 不気味に なってしまった。,"[{""cost"":[""Psychic""],""damage"":null,""nameJa"":""まどわす"",""effectJa"":""相手のバトルポケモンをこんらんにする。""},{""cost"":[""Psychic"",""Colorless""],""damage"":""10×"",""nameJa"":""ワーストギフト"",""effectJa"":""相手の場のポケモンにのっているダメカンの数×10ダメージ。""}]",[],"[{""type"":""Darkness"",""value"":""x2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[778],,,c8ccceeca662b093
6eddcb35-9e41-45fb-9504-8a67a7085c7a,3bcc32d1-0cc8-4fea-af1e-8fa739e8c95d,げんきのかたまり,ゲンキノカタマリ,028,,normal,https://www.pokemon-card.com/assets/images/card_images/large/MMB-S/031260_T_GENKINOKATAMARI.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:15.791125+00:00,2026-08-30 05:24:11.969861+00:00,ptcg:MMB-S:028,,グッズ,[],,5ban Graphics,,,[],[],[],[],,[],,,83e8cccc330f078e
fb8fdb50-4711-497b-9a3d-044f69a4f28a,eb9a2ae1-f752-48e2-bd6e-4a3103023949,ピジョン,ピジョン,119,AR,holo,https://images.scrydex.com/pokemon/sv3_ja-119/medium,Scrydex public web image / refreshed 2026-08-29,True,2026-08-28 04:31:24.074407+00:00,2026-08-30 05:24:12.097054+00:00,SV3-119,90,Pokemon,"[""Colorless""]",Stage1,Jerky,G,広い 縄張りを 持っており 侵入する 邪魔者は 徹底的に つつかれてしまう。,"[{""cost"":[""Colorless"",""Colorless""],""damage"":40,""nameJa"":""つばさでうつ"",""effectJa"":null}]",[],"[{""type"":""Lightning"",""value"":""×2""}]","[{""type"":""Fighting"",""value"":""-30""}]",1,[17],,,c2adb2b2e587b2e2
2461d51c-0c63-477c-b82d-2ffef5822db4,3bcc32d1-0cc8-4fea-af1e-8fa739e8c95d,ポケモンいれかえ,ポケモンイレカエ,034,,normal,https://www.pokemon-card.com/assets/images/card_images/large/MMB-S/031266_T_POKEMONIREKAE.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:15.791125+00:00,2026-08-30 05:24:12.097054+00:00,ptcg:MMB-S:034,,グッズ,[],,5ban Graphics,,,[],[],[],[],,[],,,abc29a9a030f078e
2f2e3651-36bc-469c-b695-5b80ccf285cf,03a4788f-bbeb-4f39-93a9-44f839743dde,ミカンのデンリュウ,ミカンノデンリュウ,031,●,normal,https://images.scrydex.com/pokemon/vs1_ja-31/large,Scrydex (vs1_ja),True,2026-08-28 04:35:35.154163+00:00,2026-08-30 05:24:12.097054+00:00,VS1-031,70,Pokemon,"[""Lightning""]",Basic,,,,"[{""cost"":[""Lightning"",""Lightning"",""Colorless""],""damage"":null,""nameJa"":""サンダーパンチ"",""effectJa"":""コインをひっくり返します。頭の場合、この攻撃は30ダメージに加えて20ダメージを与えます。尾の場合、ジャスミンのアンファロスはそれ自体に20のダメージを与えます。""}]",[],[],[],2,[181],31,,b1e6ecc893c12523
eb8ffe8f-3780-4f89-bc89-526dc22d31ad,705e526d-2388-4abf-987e-3f6d015e536a,キャモメ,キャモメ,017,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY6-B/030872_P_KYAMOME.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:22.750277+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY6-B:017,60,Pokémon,"[""Water""]",たね,MAHOU,,海辺の 断崖絶壁に 巣を 作る。 上昇気流を 利用して 大空に 舞い上がる。,"[{""cost"":[""Water""],""name"":""みずでっぽう"",""damage"":{""amount"":10,""suffix"":""""},""effect"":""""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",1,[278],,,c71b8cc52e67db1a
70596ae2-0539-470a-9700-04f579e5c093,705e526d-2388-4abf-987e-3f6d015e536a,フリーザー,フリーザー,016,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY6-B/030871_P_FURIZA.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:22.750277+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY6-B:016,120,Pokémon,"[""Water""]",たね,5ban Graphics,,雪山で 寒くて 死にそうなとき 目の前に 現れるといわれる 伝説の ポケモン。,"[{""cost"":[""Water""],""name"":""つめたいといき"",""damage"":null,""effect"":""相手のバトルポケモンをねむりにする。""},{""cost"":[""Water"",""Water"",""Colorless""],""name"":""トライエッジ"",""damage"":{""amount"":20,""suffix"":""＋""},""effect"":""コインを3回投げ、オモテの数×40ダメージを追加。""}]",[],"[{""type"":[""Steel""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",2,[],,,e6f8646c64a5c347
a4b48ed4-59da-425d-a44b-f4b3290dd70c,705e526d-2388-4abf-987e-3f6d015e536a,ペリッパー,ペリッパー,018,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY6-B/030873_P_PERIPPA.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:22.750277+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY6-B:018,100,Pokémon,"[""Water""]",1 進化,Midori Harada,,口の中に 小さなポケモンや タマゴを入れて 安全な 場所に 届けてくれる 空の 運び屋。,"[{""cost"":[""Water"",""Colorless""],""name"":""のみこむ"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""相手のバトルポケモンに与えたダメージぶん、このポケモンのHPを回復する。""},{""cost"":[""Water"",""Colorless"",""Colorless"",""Colorless""],""name"":""みずのはどう"",""damage"":{""amount"":70,""suffix"":""""},""effect"":""相手のバトルポケモンをねむりにする。""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",2,[279],,,57132f772e27931e
a11940e5-4a92-481c-8d0c-00c90f317aa2,705e526d-2388-4abf-987e-3f6d015e536a,ビリリダマ,ビリリダマ,019,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY6-B/030874_P_BIRIRIDAMA.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:22.750277+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY6-B:019,60,Pokémon,"[""Electric""]",たね,Suwama Chiaki,,発電所などに 現れる。 モンスターボールと 間違えて 触って しびれる 人が 多い。,"[{""cost"":[""Electric""],""name"":""でんじは"",""damage"":null,""effect"":""コインを1回投げオモテなら、相手のバトルポケモンをマヒにする。""},{""cost"":[""Electric"",""Colorless""],""name"":""ばくはつ"",""damage"":{""amount"":60,""suffix"":""""},""effect"":""このポケモンにも60ダメージ。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[""Steel""],""value"":""－20""}]",1,[100],,,f3899d9d4027610d
b86b02cd-96b1-4485-9ce9-b07d5506e591,523bcbf0-8655-4701-9a72-c82b0b0ca55e,ネンドール,ネンドール,033,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY7-B/031006_P_NENDORU.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:23.028406+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY7-B:033,100,Pokémon,"[""Psychic""]",1 進化,Satoshi Shirai,,２万年前の 古代人が 泥で 作った 人形に 命が 宿ったと 言われている。,"[{""cost"":[""Psychic""],""name"":""まきもどす"",""damage"":null,""effect"":""相手の進化しているポケモン全員の上から、それぞれ「進化カード」を1枚ずつはがして退化させる。はがしたカードは、相手の手札にもどす。""},{""cost"":[""Psychic"",""Colorless""],""name"":""はかいこうせん"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""コインを1回投げオモテなら、相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。""}]",[],"[{""type"":[""Psychic""],""value"":""×2""}]","[{""type"":[],""value"":null}]",2,[344],,,4ed6b8b996a2631b
612c95ca-0de7-4d16-b896-1619ca231aa5,705e526d-2388-4abf-987e-3f6d015e536a,マルマイン,マルマイン,020,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY6-B/030875_P_MARUMAIN.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:22.750277+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY6-B:020,90,Pokémon,"[""Electric""]",1 進化,Tomokazu Komiya,,あふれるほどの 電気エネルギーを 体内に ためこんでいるので 少しの 刺激で 爆発する。,"[{""cost"":[""Colorless""],""name"":""れんぞくころがり"",""damage"":{""amount"":20,""suffix"":""×""},""effect"":""ウラが出るまでコインを投げ、オモテの数×20ダメージ。""},{""cost"":[""Electric"",""Colorless"",""Colorless""],""name"":""エナジーボム"",""damage"":{""amount"":70,""suffix"":""""},""effect"":""のぞむなら、このポケモンについているすべてのエネルギーを、ベンチポケモンに好きなようにつけ替えてよい。""}]",[],"[{""type"":[""Fighting""],""value"":""×2""}]","[{""type"":[""Steel""],""value"":""－20""}]",1,[101],,,c7c5ccd829a3610d
3040debe-af95-4a42-9322-c72d9449e5be,523bcbf0-8655-4701-9a72-c82b0b0ca55e,ゴビット,ゴビット,034,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY7-B/031007_P_GOBITTO.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:23.028406+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY7-B:034,90,Pokémon,"[""Psychic""]",たね,Sanosuke Sakuma,,古代の 科学力に よって 粘土から つくられた ポケモン。 数千年 動き続ける。,"[{""cost"":[""Colorless"",""Colorless""],""name"":""スマッシュパンチ"",""damage"":{""amount"":30,""suffix"":""""},""effect"":""コインを1回投げウラなら、このワザは失敗。""}]",[],"[{""type"":[""Dark""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",3,[622],,,cbd971733a63631b
8cd30328-b517-40fc-85af-05d43a44f40b,705e526d-2388-4abf-987e-3f6d015e536a,チルット,チルット,059,,normal,https://www.pokemon-card.com/assets/images/card_images/large/XY6-B/030914_P_CHIRUTTO.jpg,PTCG-database / pokemon-card.com,True,2026-08-28 06:28:22.887293+00:00,2026-08-30 05:24:13.610064+00:00,ptcg:XY6-B:059,40,Pokémon,"[""Colorless""]",たね,Mizue,,真綿の ような 翼の 手入れは 絶対に 欠かさない。 汚れると 水浴びをして きれいに 洗う。,"[{""cost"":[""Colorless""],""name"":""きずをなおす"",""damage"":null,""effect"":""自分のポケモンを1匹選び、HPを「20」回復する。""}]",[],"[{""type"":[""Electric""],""value"":""×2""}]","[{""type"":[""Fighting""],""value"":""－20""}]",1,[333],,,6723333b5661591d
