set_code,set_name,scrydex_id,card_number,position_vs_db_max,db_max_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,52,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-52/medium,https://scrydex.com/pokemon/cards/lampent/xy_ja-52?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,53,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-53/medium,https://scrydex.com/pokemon/cards/phantump/xy_ja-53?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,54,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-54/medium,https://scrydex.com/pokemon/cards/trevenant/xy_ja-54?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,56,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-56/medium,https://scrydex.com/pokemon/cards/pumpkaboo/xy_ja-56?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,57,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-57/medium,https://scrydex.com/pokemon/cards/hoopa/xy_ja-57?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,59,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-59/medium,https://scrydex.com/pokemon/cards/meditite/xy_ja-59?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,60,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-60/medium,https://scrydex.com/pokemon/cards/medicham/xy_ja-60?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,64,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-64/medium,https://scrydex.com/pokemon/cards/landorus/xy_ja-64?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,65,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-65/medium,https://scrydex.com/pokemon/cards/carbink/xy_ja-65?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,66,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-66/medium,https://scrydex.com/pokemon/cards/carbink/xy_ja-66?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,68,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-68/medium,https://scrydex.com/pokemon/cards/zygarde/xy_ja-68?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,73,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-73/medium,https://scrydex.com/pokemon/cards/zorua/xy_ja-73?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,74,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-74/medium,https://scrydex.com/pokemon/cards/zoroark/xy_ja-74?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,77,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-77/medium,https://scrydex.com/pokemon/cards/yveltal/xy_ja-77?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,78,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-78/medium,https://scrydex.com/pokemon/cards/yveltal/xy_ja-78?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,80,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-80/medium,https://scrydex.com/pokemon/cards/jirachi/xy_ja-80?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,81,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-81/medium,https://scrydex.com/pokemon/cards/bronzor/xy_ja-81?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,82,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-82/medium,https://scrydex.com/pokemon/cards/bronzong/xy_ja-82?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,84,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-84/medium,https://scrydex.com/pokemon/cards/heatran/xy_ja-84?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,85,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-85/medium,https://scrydex.com/pokemon/cards/cobalion/xy_ja-85?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,88,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-88/medium,https://scrydex.com/pokemon/cards/magearna/xy_ja-88?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,90,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-90/medium,https://scrydex.com/pokemon/cards/mr-mime/xy_ja-90?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,93,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-93/medium,https://scrydex.com/pokemon/cards/spritzee/xy_ja-93?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,94,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-94/medium,https://scrydex.com/pokemon/cards/aromatisse/xy_ja-94?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,95,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-95/medium,https://scrydex.com/pokemon/cards/xerneas/xy_ja-95?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,96,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-96/medium,https://scrydex.com/pokemon/cards/xerneas/xy_ja-96?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,100,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-100/medium,https://scrydex.com/pokemon/cards/eevee/xy_ja-100?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,101,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-101/medium,https://scrydex.com/pokemon/cards/miltank/xy_ja-101?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,102,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-102/medium,https://scrydex.com/pokemon/cards/lugia/xy_ja-102?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,107,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-107/medium,https://scrydex.com/pokemon/cards/bunnelby/xy_ja-107?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,108,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-108/medium,https://scrydex.com/pokemon/cards/special-charge/xy_ja-108?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,109,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-109/medium,https://scrydex.com/pokemon/cards/target-whistle/xy_ja-109?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,110,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-110/medium,https://scrydex.com/pokemon/cards/acro-bike/xy_ja-110?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,111,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-111/medium,https://scrydex.com/pokemon/cards/dive-ball/xy_ja-111?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,112,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-112/medium,https://scrydex.com/pokemon/cards/puzzle-of-time/xy_ja-112?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,113,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-113/medium,https://scrydex.com/pokemon/cards/trainers-mail/xy_ja-113?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,114,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-114/medium,https://scrydex.com/pokemon/cards/battle-compressor/xy_ja-114?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,115,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-115/medium,https://scrydex.com/pokemon/cards/vs-seeker/xy_ja-115?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,116,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-116/medium,https://scrydex.com/pokemon/cards/max-elixir/xy_ja-116?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,117,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-117/medium,https://scrydex.com/pokemon/cards/fairy-drop/xy_ja-117?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,118,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-118/medium,https://scrydex.com/pokemon/cards/heavy-ball/xy_ja-118?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,119,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-119/medium,https://scrydex.com/pokemon/cards/robo-substitute/xy_ja-119?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,120,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-120/medium,https://scrydex.com/pokemon/cards/mega-turbo/xy_ja-120?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,121,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-121/medium,https://scrydex.com/pokemon/cards/level-ball/xy_ja-121?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,122,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-122/medium,https://scrydex.com/pokemon/cards/hard-charm/xy_ja-122?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,123,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-123/medium,https://scrydex.com/pokemon/cards/focus-sash/xy_ja-123?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,124,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-124/medium,https://scrydex.com/pokemon/cards/bursting-balloon/xy_ja-124?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,125,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-125/medium,https://scrydex.com/pokemon/cards/muscle-band/xy_ja-125?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,126,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-126/medium,https://scrydex.com/pokemon/cards/fighting-fury-belt/xy_ja-126?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,127,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-127/medium,https://scrydex.com/pokemon/cards/power-memory/xy_ja-127?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,128,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-128/medium,https://scrydex.com/pokemon/cards/gardevoir-spirit-link/xy_ja-128?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,129,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-129/medium,https://scrydex.com/pokemon/cards/sharpedo-spirit-link/xy_ja-129?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,130,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-130/medium,https://scrydex.com/pokemon/cards/sceptile-spirit-link/xy_ja-130?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,131,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-131/medium,https://scrydex.com/pokemon/cards/camerupt-spirit-link/xy_ja-131?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,132,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-132/medium,https://scrydex.com/pokemon/cards/alakazam-spirit-link/xy_ja-132?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,133,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-133/medium,https://scrydex.com/pokemon/cards/mewtwo-spirit-link/xy_ja-133?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,134,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-134/medium,https://scrydex.com/pokemon/cards/manectric-spirit-link/xy_ja-134?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,135,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-135/medium,https://scrydex.com/pokemon/cards/lucario-spirit-link/xy_ja-135?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,136,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-136/medium,https://scrydex.com/pokemon/cards/rayquaza-spirit-link/xy_ja-136?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,137,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-137/medium,https://scrydex.com/pokemon/cards/brigette/xy_ja-137?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,138,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-138/medium,https://scrydex.com/pokemon/cards/az/xy_ja-138?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,139,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-139/medium,https://scrydex.com/pokemon/cards/n/xy_ja-139?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,140,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-140/medium,https://scrydex.com/pokemon/cards/hex-maniac/xy_ja-140?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,141,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-141/medium,https://scrydex.com/pokemon/cards/blacksmith/xy_ja-141?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,142,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-142/medium,https://scrydex.com/pokemon/cards/karen/xy_ja-142?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,143,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-143/medium,https://scrydex.com/pokemon/cards/xerosic/xy_ja-143?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,144,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-144/medium,https://scrydex.com/pokemon/cards/korrina/xy_ja-144?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,145,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-145/medium,https://scrydex.com/pokemon/cards/delinquent/xy_ja-145?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,146,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-146/medium,https://scrydex.com/pokemon/cards/shauna/xy_ja-146?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,147,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-147/medium,https://scrydex.com/pokemon/cards/teammates/xy_ja-147?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,148,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-148/medium,https://scrydex.com/pokemon/cards/skyla/xy_ja-148?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,149,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-149/medium,https://scrydex.com/pokemon/cards/professor-sycamore/xy_ja-149?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,150,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-150/medium,https://scrydex.com/pokemon/cards/lysandre/xy_ja-150?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,151,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-151/medium,https://scrydex.com/pokemon/cards/team-flare-grunt/xy_ja-151?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,152,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-152/medium,https://scrydex.com/pokemon/cards/pokmon-ranger/xy_ja-152?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,153,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-153/medium,https://scrydex.com/pokemon/cards/rough-seas/xy_ja-153?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,154,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-154/medium,https://scrydex.com/pokemon/cards/forest-of-giant-plants/xy_ja-154?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,155,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-155/medium,https://scrydex.com/pokemon/cards/silent-lab/xy_ja-155?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,156,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-156/medium,https://scrydex.com/pokemon/cards/dimension-valley/xy_ja-156?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,157,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-157/medium,https://scrydex.com/pokemon/cards/scorched-earth/xy_ja-157?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,158,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-158/medium,https://scrydex.com/pokemon/cards/sky-field/xy_ja-158?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,159,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-159/medium,https://scrydex.com/pokemon/cards/parallel-city/xy_ja-159?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,160,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-160/medium,https://scrydex.com/pokemon/cards/fairy-garden/xy_ja-160?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,161,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-161/medium,https://scrydex.com/pokemon/cards/reverse-valley/xy_ja-161?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,162,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-162/medium,https://scrydex.com/pokemon/cards/herbal-energy/xy_ja-162?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,163,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-163/medium,https://scrydex.com/pokemon/cards/burning-energy/xy_ja-163?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,164,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-164/medium,https://scrydex.com/pokemon/cards/splash-energy/xy_ja-164?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,165,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-165/medium,https://scrydex.com/pokemon/cards/flash-energy/xy_ja-165?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,166,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-166/medium,https://scrydex.com/pokemon/cards/mystery-energy/xy_ja-166?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,167,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-167/medium,https://scrydex.com/pokemon/cards/strong-energy/xy_ja-167?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,168,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-168/medium,https://scrydex.com/pokemon/cards/dangerous-energy/xy_ja-168?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,169,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-169/medium,https://scrydex.com/pokemon/cards/shield-energy/xy_ja-169?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,170,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-170/medium,https://scrydex.com/pokemon/cards/wonder-energy/xy_ja-170?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,171,INSIDE_DB_RANGE,188,,,https://images.scrydex.com/pokemon/xy_ja-171/medium,https://scrydex.com/pokemon/cards/double-dragon-energy/xy_ja-171?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
S8a,拡張パック「25th ANNIVERSARY COLLECTION」,swsh8a_ja,26,INSIDE_DB_RANGE,38,,RRR,https://images.scrydex.com/pokemon/swsh8a_ja-26/medium,https://scrydex.com/pokemon/cards/pikachu-v-union/swsh8a_ja-26?variant=holofoil,https://scrydex.com/pokemon/expansions/25th-anniversary-collection/swsh8a_ja
