set_code,card_number,url,error
MC,51,https://scrydex.com/pokemon/cards/durant/mc_ja-51,rarity parse failed
MC,52,https://scrydex.com/pokemon/cards/durant-ex/mc_ja-52,rarity parse failed
MC,53,https://scrydex.com/pokemon/cards/virizion/mc_ja-53,rarity parse failed
MC,54,https://scrydex.com/pokemon/cards/virizion/mc_ja-54,rarity parse failed
MC,55,https://scrydex.com/pokemon/cards/phantump/mc_ja-55,rarity parse failed
MC,56,https://scrydex.com/pokemon/cards/trevenant/mc_ja-56,rarity parse failed
MC,57,https://scrydex.com/pokemon/cards/grubbin/mc_ja-57,rarity parse failed
MC,58,https://scrydex.com/pokemon/cards/morelull/mc_ja-58,rarity parse failed
MC,59,https://scrydex.com/pokemon/cards/shiinotic/mc_ja-59,rarity parse failed
MC,60,https://scrydex.com/pokemon/cards/dhelmise/mc_ja-60,rarity parse failed
MC,61,https://scrydex.com/pokemon/cards/tapu-bulu/mc_ja-61,rarity parse failed
MC,62,https://scrydex.com/pokemon/cards/applin/mc_ja-62,rarity parse failed
MC,63,https://scrydex.com/pokemon/cards/dipplin/mc_ja-63,rarity parse failed
MC,64,https://scrydex.com/pokemon/cards/hydrapple-ex/mc_ja-64,rarity parse failed
MC,65,https://scrydex.com/pokemon/cards/sprigatito/mc_ja-65,rarity parse failed
MC,66,https://scrydex.com/pokemon/cards/floragato/mc_ja-66,rarity parse failed
MC,67,https://scrydex.com/pokemon/cards/meowscarada/mc_ja-67,rarity parse failed
MC,68,https://scrydex.com/pokemon/cards/sprigatito-ex/mc_ja-68,rarity parse failed
MC,69,https://scrydex.com/pokemon/cards/smoliv/mc_ja-69,rarity parse failed
MC,70,https://scrydex.com/pokemon/cards/dolliv/mc_ja-70,rarity parse failed
MC,71,https://scrydex.com/pokemon/cards/arboliva-ex/mc_ja-71,rarity parse failed
MC,72,https://scrydex.com/pokemon/cards/bramblin/mc_ja-72,rarity parse failed
MC,73,https://scrydex.com/pokemon/cards/brambleghast/mc_ja-73,rarity parse failed
MC,74,https://scrydex.com/pokemon/cards/toedscool/mc_ja-74,rarity parse failed
MC,75,https://scrydex.com/pokemon/cards/toedscruel/mc_ja-75,rarity parse failed
MC,76,https://scrydex.com/pokemon/cards/capsakid/mc_ja-76,rarity parse failed
MC,77,https://scrydex.com/pokemon/cards/iron-leaves-ex/mc_ja-77,rarity parse failed
MC,78,https://scrydex.com/pokemon/cards/poltchageist/mc_ja-78,rarity parse failed
MC,79,https://scrydex.com/pokemon/cards/sinistcha-ex/mc_ja-79,rarity parse failed
MC,80,https://scrydex.com/pokemon/cards/teal-mask-ogerpon/mc_ja-80,rarity parse failed
MC,81,https://scrydex.com/pokemon/cards/teal-mask-ogerpon/mc_ja-81,rarity parse failed
MC,82,https://scrydex.com/pokemon/cards/teal-mask-ogerpon-ex/mc_ja-82,rarity parse failed
MC,83,https://scrydex.com/pokemon/cards/charmander/mc_ja-83,rarity parse failed
MC,84,https://scrydex.com/pokemon/cards/charmeleon/mc_ja-84,rarity parse failed
MC,85,https://scrydex.com/pokemon/cards/mega-charizard-y/mc_ja-85,rarity parse failed
MC,86,https://scrydex.com/pokemon/cards/ponyta/mc_ja-86,rarity parse failed
MC,87,https://scrydex.com/pokemon/cards/ponyta/mc_ja-87,rarity parse failed
MC,88,https://scrydex.com/pokemon/cards/rapidash/mc_ja-88,rarity parse failed
MC,89,https://scrydex.com/pokemon/cards/rapidash/mc_ja-89,rarity parse failed
MC,90,https://scrydex.com/pokemon/cards/rapidash/mc_ja-90,rarity parse failed
MC,91,https://scrydex.com/pokemon/cards/magmar/mc_ja-91,rarity parse failed
MC,92,https://scrydex.com/pokemon/cards/magmortar/mc_ja-92,rarity parse failed
MC,93,https://scrydex.com/pokemon/cards/paldean-tauros/mc_ja-93,rarity parse failed
MC,94,https://scrydex.com/pokemon/cards/flareon-ex/mc_ja-94,rarity parse failed
MC,95,https://scrydex.com/pokemon/cards/slugma/mc_ja-95,rarity parse failed
MC,96,https://scrydex.com/pokemon/cards/magcargo-ex/mc_ja-96,rarity parse failed
MC,97,https://scrydex.com/pokemon/cards/houndour/mc_ja-97,rarity parse failed
MC,98,https://scrydex.com/pokemon/cards/houndoom/mc_ja-98,rarity parse failed
MC,99,https://scrydex.com/pokemon/cards/team-rockets-houndour/mc_ja-99,rarity parse failed
MC,100,https://scrydex.com/pokemon/cards/team-rockets-houndoom/mc_ja-100,rarity parse failed
MC,101,https://scrydex.com/pokemon/cards/torkoal/mc_ja-101,rarity parse failed
MC,102,https://scrydex.com/pokemon/cards/castform-sunny-form/mc_ja-102,rarity parse failed
MC,103,https://scrydex.com/pokemon/cards/chimchar/mc_ja-103,rarity parse failed
MC,104,https://scrydex.com/pokemon/cards/monferno/mc_ja-104,rarity parse failed
MC,105,https://scrydex.com/pokemon/cards/infernape/mc_ja-105,rarity parse failed
MC,106,https://scrydex.com/pokemon/cards/victini/mc_ja-106,rarity parse failed
MC,107,https://scrydex.com/pokemon/cards/victini/mc_ja-107,rarity parse failed
MC,108,https://scrydex.com/pokemon/cards/tepig/mc_ja-108,rarity parse failed
MC,109,https://scrydex.com/pokemon/cards/tepig/mc_ja-109,rarity parse failed
MC,110,https://scrydex.com/pokemon/cards/pignite/mc_ja-110,rarity parse failed
MC,111,https://scrydex.com/pokemon/cards/pignite/mc_ja-111,rarity parse failed
MC,112,https://scrydex.com/pokemon/cards/emboar/mc_ja-112,rarity parse failed
MC,113,https://scrydex.com/pokemon/cards/mega-emboar-ex/mc_ja-113,rarity parse failed
MC,114,https://scrydex.com/pokemon/cards/pansear/mc_ja-114,rarity parse failed
MC,115,https://scrydex.com/pokemon/cards/simisear/mc_ja-115,rarity parse failed
MC,116,https://scrydex.com/pokemon/cards/darumaka/mc_ja-116,rarity parse failed
MC,117,https://scrydex.com/pokemon/cards/darmanitan/mc_ja-117,rarity parse failed
MC,118,https://scrydex.com/pokemon/cards/ns-darumaka/mc_ja-118,rarity parse failed
MC,119,https://scrydex.com/pokemon/cards/ns-darmanitan/mc_ja-119,rarity parse failed
MC,120,https://scrydex.com/pokemon/cards/heatmor/mc_ja-120,rarity parse failed
MC,121,https://scrydex.com/pokemon/cards/larvesta/mc_ja-121,rarity parse failed
MC,122,https://scrydex.com/pokemon/cards/volcarona/mc_ja-122,rarity parse failed
MC,123,https://scrydex.com/pokemon/cards/volcarona/mc_ja-123,rarity parse failed
MC,124,https://scrydex.com/pokemon/cards/volcarona/mc_ja-124,rarity parse failed
MC,125,https://scrydex.com/pokemon/cards/reshiram/mc_ja-125,rarity parse failed
MC,126,https://scrydex.com/pokemon/cards/reshiram-ex/mc_ja-126,rarity parse failed
MC,127,https://scrydex.com/pokemon/cards/litleo/mc_ja-127,rarity parse failed
MC,128,https://scrydex.com/pokemon/cards/pyroar/mc_ja-128,rarity parse failed
MC,129,https://scrydex.com/pokemon/cards/volcanion-ex/mc_ja-129,rarity parse failed
MC,130,https://scrydex.com/pokemon/cards/litten/mc_ja-130,rarity parse failed
MC,131,https://scrydex.com/pokemon/cards/torracat/mc_ja-131,rarity parse failed
MC,132,https://scrydex.com/pokemon/cards/incineroar-ex/mc_ja-132,rarity parse failed
MC,133,https://scrydex.com/pokemon/cards/oricorio/mc_ja-133,rarity parse failed
MC,134,https://scrydex.com/pokemon/cards/salandit/mc_ja-134,rarity parse failed
MC,135,https://scrydex.com/pokemon/cards/salazzle/mc_ja-135,rarity parse failed
MC,136,https://scrydex.com/pokemon/cards/turtonator/mc_ja-136,rarity parse failed
MC,137,https://scrydex.com/pokemon/cards/scorbunny/mc_ja-137,rarity parse failed
MC,138,https://scrydex.com/pokemon/cards/raboot/mc_ja-138,rarity parse failed
MC,139,https://scrydex.com/pokemon/cards/cinderace-ex/mc_ja-139,rarity parse failed
MC,140,https://scrydex.com/pokemon/cards/sizzlipede/mc_ja-140,rarity parse failed
MC,141,https://scrydex.com/pokemon/cards/centiskorch/mc_ja-141,rarity parse failed
MC,142,https://scrydex.com/pokemon/cards/fuecoco/mc_ja-142,rarity parse failed
MC,143,https://scrydex.com/pokemon/cards/crocalor/mc_ja-143,rarity parse failed
MC,144,https://scrydex.com/pokemon/cards/skeledirge/mc_ja-144,rarity parse failed
MC,145,https://scrydex.com/pokemon/cards/charcadet/mc_ja-145,rarity parse failed
MC,146,https://scrydex.com/pokemon/cards/armarouge-ex/mc_ja-146,rarity parse failed
MC,147,https://scrydex.com/pokemon/cards/scovillain-ex/mc_ja-147,rarity parse failed
MC,148,https://scrydex.com/pokemon/cards/hearthflame-mask-ogerpon/mc_ja-148,rarity parse failed
MC,149,https://scrydex.com/pokemon/cards/hearthflame-mask-ogerpon-ex/mc_ja-149,rarity parse failed
MC,150,https://scrydex.com/pokemon/cards/gouging-fire/mc_ja-150,rarity parse failed
MC,151,https://scrydex.com/pokemon/cards/gouging-fire-ex/mc_ja-151,rarity parse failed
MC,152,https://scrydex.com/pokemon/cards/horsea/mc_ja-152,rarity parse failed
MC,153,https://scrydex.com/pokemon/cards/seadra/mc_ja-153,rarity parse failed
MC,154,https://scrydex.com/pokemon/cards/kingdra-ex/mc_ja-154,rarity parse failed
MC,155,https://scrydex.com/pokemon/cards/mistys-staryu/mc_ja-155,rarity parse failed
MC,156,https://scrydex.com/pokemon/cards/mistys-starmie/mc_ja-156,rarity parse failed
MC,157,https://scrydex.com/pokemon/cards/mistys-magikarp/mc_ja-157,rarity parse failed
MC,158,https://scrydex.com/pokemon/cards/mistys-gyarados/mc_ja-158,rarity parse failed
MC,159,https://scrydex.com/pokemon/cards/lapras/mc_ja-159,rarity parse failed
MC,160,https://scrydex.com/pokemon/cards/mistys-lapras/mc_ja-160,rarity parse failed
MC,161,https://scrydex.com/pokemon/cards/vaporeon-ex/mc_ja-161,rarity parse failed
MC,162,https://scrydex.com/pokemon/cards/glaceon-ex/mc_ja-162,rarity parse failed
MC,163,https://scrydex.com/pokemon/cards/articuno/mc_ja-163,rarity parse failed
MC,164,https://scrydex.com/pokemon/cards/totodile/mc_ja-164,rarity parse failed
MC,165,https://scrydex.com/pokemon/cards/totodile/mc_ja-165,rarity parse failed
MC,166,https://scrydex.com/pokemon/cards/croconaw/mc_ja-166,rarity parse failed
MC,167,https://scrydex.com/pokemon/cards/croconaw/mc_ja-167,rarity parse failed
MC,168,https://scrydex.com/pokemon/cards/feraligatr/mc_ja-168,rarity parse failed
MC,169,https://scrydex.com/pokemon/cards/mega-feraligatr-ex/mc_ja-169,rarity parse failed
MC,170,https://scrydex.com/pokemon/cards/sneasel/mc_ja-170,rarity parse failed
MC,171,https://scrydex.com/pokemon/cards/weavile/mc_ja-171,rarity parse failed
MC,172,https://scrydex.com/pokemon/cards/mantine/mc_ja-172,rarity parse failed
MC,173,https://scrydex.com/pokemon/cards/mantine/mc_ja-173,rarity parse failed
MC,174,https://scrydex.com/pokemon/cards/suicune/mc_ja-174,rarity parse failed
MC,175,https://scrydex.com/pokemon/cards/lotad/mc_ja-175,rarity parse failed
MC,176,https://scrydex.com/pokemon/cards/lombre/mc_ja-176,rarity parse failed
MC,177,https://scrydex.com/pokemon/cards/ludicolo/mc_ja-177,rarity parse failed
MC,178,https://scrydex.com/pokemon/cards/carvanha/mc_ja-178,rarity parse failed
MC,179,https://scrydex.com/pokemon/cards/sharpedo/mc_ja-179,rarity parse failed
MC,180,https://scrydex.com/pokemon/cards/wailmer/mc_ja-180,rarity parse failed
MC,181,https://scrydex.com/pokemon/cards/wailord/mc_ja-181,rarity parse failed
MC,182,https://scrydex.com/pokemon/cards/corphish/mc_ja-182,rarity parse failed
MC,183,https://scrydex.com/pokemon/cards/crawdaunt/mc_ja-183,rarity parse failed
MC,184,https://scrydex.com/pokemon/cards/feebas/mc_ja-184,rarity parse failed
MC,185,https://scrydex.com/pokemon/cards/milotic-ex/mc_ja-185,rarity parse failed
MC,186,https://scrydex.com/pokemon/cards/snorunt/mc_ja-186,rarity parse failed
MC,187,https://scrydex.com/pokemon/cards/glalie/mc_ja-187,rarity parse failed
MC,188,https://scrydex.com/pokemon/cards/spheal/mc_ja-188,rarity parse failed
MC,189,https://scrydex.com/pokemon/cards/sealeo/mc_ja-189,rarity parse failed
MC,190,https://scrydex.com/pokemon/cards/walrein/mc_ja-190,rarity parse failed
MC,191,https://scrydex.com/pokemon/cards/regice/mc_ja-191,rarity parse failed
MC,192,https://scrydex.com/pokemon/cards/regice-ex/mc_ja-192,rarity parse failed
MC,193,https://scrydex.com/pokemon/cards/buizel/mc_ja-193,rarity parse failed
MC,194,https://scrydex.com/pokemon/cards/floatzel/mc_ja-194,rarity parse failed
MC,195,https://scrydex.com/pokemon/cards/finneon/mc_ja-195,rarity parse failed
MC,196,https://scrydex.com/pokemon/cards/lumineon/mc_ja-196,rarity parse failed
MC,197,https://scrydex.com/pokemon/cards/ducklett/mc_ja-197,rarity parse failed
MC,198,https://scrydex.com/pokemon/cards/swanna/mc_ja-198,rarity parse failed
MC,199,https://scrydex.com/pokemon/cards/vanillite/mc_ja-199,rarity parse failed
MC,200,https://scrydex.com/pokemon/cards/vanillish/mc_ja-200,rarity parse failed
MC,201,https://scrydex.com/pokemon/cards/vanilluxe/mc_ja-201,rarity parse failed
MC,202,https://scrydex.com/pokemon/cards/cryogonal/mc_ja-202,rarity parse failed
MC,203,https://scrydex.com/pokemon/cards/kyurem-ex/mc_ja-203,rarity parse failed
MC,204,https://scrydex.com/pokemon/cards/black-kyurem-ex/mc_ja-204,rarity parse failed
MC,205,https://scrydex.com/pokemon/cards/keldeo-ex/mc_ja-205,rarity parse failed
MC,206,https://scrydex.com/pokemon/cards/froakie/mc_ja-206,rarity parse failed
MC,207,https://scrydex.com/pokemon/cards/frogadier/mc_ja-207,rarity parse failed
MC,208,https://scrydex.com/pokemon/cards/greninja-ex/mc_ja-208,rarity parse failed
MC,209,https://scrydex.com/pokemon/cards/crabominable/mc_ja-209,rarity parse failed
MC,210,https://scrydex.com/pokemon/cards/cramorant/mc_ja-210,rarity parse failed
MC,211,https://scrydex.com/pokemon/cards/quaxly/mc_ja-211,rarity parse failed
MC,212,https://scrydex.com/pokemon/cards/quaxwell/mc_ja-212,rarity parse failed
MC,213,https://scrydex.com/pokemon/cards/quaquaval/mc_ja-213,rarity parse failed
MC,214,https://scrydex.com/pokemon/cards/finizen/mc_ja-214,rarity parse failed
MC,215,https://scrydex.com/pokemon/cards/palafin/mc_ja-215,rarity parse failed
MC,216,https://scrydex.com/pokemon/cards/palafin-ex/mc_ja-216,rarity parse failed
MC,217,https://scrydex.com/pokemon/cards/cetoddle/mc_ja-217,rarity parse failed
MC,218,https://scrydex.com/pokemon/cards/cetitan/mc_ja-218,rarity parse failed
MC,219,https://scrydex.com/pokemon/cards/veluza/mc_ja-219,rarity parse failed
MC,220,https://scrydex.com/pokemon/cards/dondozo-ex/mc_ja-220,rarity parse failed
MC,221,https://scrydex.com/pokemon/cards/walking-wake/mc_ja-221,rarity parse failed
MC,222,https://scrydex.com/pokemon/cards/walking-wake-ex/mc_ja-222,rarity parse failed
MC,223,https://scrydex.com/pokemon/cards/wellspring-mask-ogerpon/mc_ja-223,rarity parse failed
MC,224,https://scrydex.com/pokemon/cards/wellspring-mask-ogerpon-ex/mc_ja-224,rarity parse failed
MC,225,https://scrydex.com/pokemon/cards/pikachu/mc_ja-225,rarity parse failed
MC,226,https://scrydex.com/pokemon/cards/raichu/mc_ja-226,rarity parse failed
MC,227,https://scrydex.com/pokemon/cards/pikachu-ex/mc_ja-227,rarity parse failed
MC,228,https://scrydex.com/pokemon/cards/alolan-geodude/mc_ja-228,rarity parse failed
MC,229,https://scrydex.com/pokemon/cards/alolan-graveler/mc_ja-229,rarity parse failed
MC,230,https://scrydex.com/pokemon/cards/alolan-golem/mc_ja-230,rarity parse failed
MC,231,https://scrydex.com/pokemon/cards/magnemite/mc_ja-231,rarity parse failed
MC,232,https://scrydex.com/pokemon/cards/magneton/mc_ja-232,rarity parse failed
MC,233,https://scrydex.com/pokemon/cards/voltorb-ex/mc_ja-233,rarity parse failed
MC,234,https://scrydex.com/pokemon/cards/ionos-voltorb/mc_ja-234,rarity parse failed
MC,235,https://scrydex.com/pokemon/cards/ionos-electrode/mc_ja-235,rarity parse failed
MC,236,https://scrydex.com/pokemon/cards/electabuzz/mc_ja-236,rarity parse failed
MC,237,https://scrydex.com/pokemon/cards/electivire-ex/mc_ja-237,rarity parse failed
MC,238,https://scrydex.com/pokemon/cards/jolteon-ex/mc_ja-238,rarity parse failed
MC,239,https://scrydex.com/pokemon/cards/zapdos/mc_ja-239,rarity parse failed
MC,240,https://scrydex.com/pokemon/cards/zapdos/mc_ja-240,rarity parse failed
MC,241,https://scrydex.com/pokemon/cards/ethans-pichu/mc_ja-241,rarity parse failed
MC,242,https://scrydex.com/pokemon/cards/electrike/mc_ja-242,rarity parse failed
MC,243,https://scrydex.com/pokemon/cards/manectric/mc_ja-243,rarity parse failed
MC,244,https://scrydex.com/pokemon/cards/shinx/mc_ja-244,rarity parse failed
MC,245,https://scrydex.com/pokemon/cards/luxio/mc_ja-245,rarity parse failed
MC,246,https://scrydex.com/pokemon/cards/luxray-ex/mc_ja-246,rarity parse failed
MC,247,https://scrydex.com/pokemon/cards/pachirisu/mc_ja-247,rarity parse failed
MC,248,https://scrydex.com/pokemon/cards/rotom/mc_ja-248,rarity parse failed
MC,249,https://scrydex.com/pokemon/cards/blitzle/mc_ja-249,rarity parse failed
MC,250,https://scrydex.com/pokemon/cards/blitzle/mc_ja-250,rarity parse failed
MP1,1,https://scrydex.com/pokemon/cards/durant/mp1_ja-1,rarity parse failed
MP1,2,https://scrydex.com/pokemon/cards/virizion/mp1_ja-2,rarity parse failed
MP1,3,https://scrydex.com/pokemon/cards/sprigatito/mp1_ja-3,rarity parse failed
MP1,4,https://scrydex.com/pokemon/cards/floragato/mp1_ja-4,rarity parse failed
MP1,5,https://scrydex.com/pokemon/cards/meowscarada/mp1_ja-5,rarity parse failed
MP1,6,https://scrydex.com/pokemon/cards/pikachu-ex/mp1_ja-6,rarity parse failed
MP1,7,https://scrydex.com/pokemon/cards/emolga/mp1_ja-7,rarity parse failed
MP1,8,https://scrydex.com/pokemon/cards/yamper/mp1_ja-8,rarity parse failed
MP1,9,https://scrydex.com/pokemon/cards/boltund/mp1_ja-9,rarity parse failed
MP1,10,https://scrydex.com/pokemon/cards/tadbulb/mp1_ja-10,rarity parse failed
MP1,11,https://scrydex.com/pokemon/cards/bellibolt/mp1_ja-11,rarity parse failed
MP1,12,https://scrydex.com/pokemon/cards/snorlax/mp1_ja-12,rarity parse failed
MP1,13,https://scrydex.com/pokemon/cards/potion/mp1_ja-13,rarity parse failed
MP1,14,https://scrydex.com/pokemon/cards/ultra-ball/mp1_ja-14,rarity parse failed
MP1,15,https://scrydex.com/pokemon/cards/pok-pad/mp1_ja-15,rarity parse failed
MP1,16,https://scrydex.com/pokemon/cards/switch/mp1_ja-16,rarity parse failed
MP1,17,https://scrydex.com/pokemon/cards/pokmon-catcher/mp1_ja-17,rarity parse failed
MP1,18,https://scrydex.com/pokemon/cards/iriss-fighting-spirit/mp1_ja-18,rarity parse failed
MP1,19,https://scrydex.com/pokemon/cards/influencers-introduction/mp1_ja-19,rarity parse failed
MP1,20,https://scrydex.com/pokemon/cards/waitress/mp1_ja-20,rarity parse failed
MP1,21,https://scrydex.com/pokemon/cards/urbain/mp1_ja-21,rarity parse failed
MP1,22,https://scrydex.com/pokemon/cards/judge/mp1_ja-22,rarity parse failed
MP1,23,https://scrydex.com/pokemon/cards/lillies-determination/mp1_ja-23,rarity parse failed
M3,68,https://scrydex.com/pokemon/cards/antique-jaw-fossil/m3_ja-68,HTTP 404: https://scrydex.com/pokemon/cards/antique-jaw-fossil/m3_ja-68
M3,69,https://scrydex.com/pokemon/cards/antique-sail-fossil/m3_ja-69,HTTP 404: https://scrydex.com/pokemon/cards/antique-sail-fossil/m3_ja-69
M5,71,https://scrydex.com/pokemon/cards/antique-skull-fossil/m5_ja-71,HTTP 404: https://scrydex.com/pokemon/cards/antique-skull-fossil/m5_ja-71
M5,72,https://scrydex.com/pokemon/cards/antique-shield-fossil/m5_ja-72,HTTP 404: https://scrydex.com/pokemon/cards/antique-shield-fossil/m5_ja-72
