set_code,set_name,scrydex_id,card_number,scrydex_name,scrydex_rarity,scrydex_image_url,scrydex_card_url,scrydex_set_url
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,130,Sceptile Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-130/medium,https://scrydex.com/pokemon/cards/sceptile-spirit-link/xy_ja-130?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,131,Camerupt Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-131/medium,https://scrydex.com/pokemon/cards/camerupt-spirit-link/xy_ja-131?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,132,Alakazam Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-132/medium,https://scrydex.com/pokemon/cards/alakazam-spirit-link/xy_ja-132?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,133,Mewtwo Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-133/medium,https://scrydex.com/pokemon/cards/mewtwo-spirit-link/xy_ja-133?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,134,Manectric Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-134/medium,https://scrydex.com/pokemon/cards/manectric-spirit-link/xy_ja-134?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,135,Lucario Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-135/medium,https://scrydex.com/pokemon/cards/lucario-spirit-link/xy_ja-135?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,136,Rayquaza Spirit Link,,https://images.scrydex.com/pokemon/xy_ja-136/medium,https://scrydex.com/pokemon/cards/rayquaza-spirit-link/xy_ja-136?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,137,Brigette,,https://images.scrydex.com/pokemon/xy_ja-137/medium,https://scrydex.com/pokemon/cards/brigette/xy_ja-137?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,138,AZ,,https://images.scrydex.com/pokemon/xy_ja-138/medium,https://scrydex.com/pokemon/cards/az/xy_ja-138?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,139,N,,https://images.scrydex.com/pokemon/xy_ja-139/medium,https://scrydex.com/pokemon/cards/n/xy_ja-139?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,140,Hex Maniac,,https://images.scrydex.com/pokemon/xy_ja-140/medium,https://scrydex.com/pokemon/cards/hex-maniac/xy_ja-140?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,141,Blacksmith,,https://images.scrydex.com/pokemon/xy_ja-141/medium,https://scrydex.com/pokemon/cards/blacksmith/xy_ja-141?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,142,Karen,,https://images.scrydex.com/pokemon/xy_ja-142/medium,https://scrydex.com/pokemon/cards/karen/xy_ja-142?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,143,Xerosic,,https://images.scrydex.com/pokemon/xy_ja-143/medium,https://scrydex.com/pokemon/cards/xerosic/xy_ja-143?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,144,Korrina,,https://images.scrydex.com/pokemon/xy_ja-144/medium,https://scrydex.com/pokemon/cards/korrina/xy_ja-144?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,145,Delinquent,,https://images.scrydex.com/pokemon/xy_ja-145/medium,https://scrydex.com/pokemon/cards/delinquent/xy_ja-145?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,146,Shauna,,https://images.scrydex.com/pokemon/xy_ja-146/medium,https://scrydex.com/pokemon/cards/shauna/xy_ja-146?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,147,Teammates,,https://images.scrydex.com/pokemon/xy_ja-147/medium,https://scrydex.com/pokemon/cards/teammates/xy_ja-147?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,148,Skyla,,https://images.scrydex.com/pokemon/xy_ja-148/medium,https://scrydex.com/pokemon/cards/skyla/xy_ja-148?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,149,Professor Sycamore,,https://images.scrydex.com/pokemon/xy_ja-149/medium,https://scrydex.com/pokemon/cards/professor-sycamore/xy_ja-149?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,150,Lysandre,,https://images.scrydex.com/pokemon/xy_ja-150/medium,https://scrydex.com/pokemon/cards/lysandre/xy_ja-150?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,151,Team Flare Grunt,,https://images.scrydex.com/pokemon/xy_ja-151/medium,https://scrydex.com/pokemon/cards/team-flare-grunt/xy_ja-151?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,152,Pokémon Ranger,,https://images.scrydex.com/pokemon/xy_ja-152/medium,https://scrydex.com/pokemon/cards/pokmon-ranger/xy_ja-152?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,153,Rough Seas,,https://images.scrydex.com/pokemon/xy_ja-153/medium,https://scrydex.com/pokemon/cards/rough-seas/xy_ja-153?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,154,Forest of Giant Plants,,https://images.scrydex.com/pokemon/xy_ja-154/medium,https://scrydex.com/pokemon/cards/forest-of-giant-plants/xy_ja-154?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,155,Silent Lab,,https://images.scrydex.com/pokemon/xy_ja-155/medium,https://scrydex.com/pokemon/cards/silent-lab/xy_ja-155?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,156,Dimension Valley,,https://images.scrydex.com/pokemon/xy_ja-156/medium,https://scrydex.com/pokemon/cards/dimension-valley/xy_ja-156?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,157,Scorched Earth,,https://images.scrydex.com/pokemon/xy_ja-157/medium,https://scrydex.com/pokemon/cards/scorched-earth/xy_ja-157?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,158,Sky Field,,https://images.scrydex.com/pokemon/xy_ja-158/medium,https://scrydex.com/pokemon/cards/sky-field/xy_ja-158?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,159,Parallel City,,https://images.scrydex.com/pokemon/xy_ja-159/medium,https://scrydex.com/pokemon/cards/parallel-city/xy_ja-159?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,160,Fairy Garden,,https://images.scrydex.com/pokemon/xy_ja-160/medium,https://scrydex.com/pokemon/cards/fairy-garden/xy_ja-160?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,161,Reverse Valley,,https://images.scrydex.com/pokemon/xy_ja-161/medium,https://scrydex.com/pokemon/cards/reverse-valley/xy_ja-161?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,162,Herbal Energy,,https://images.scrydex.com/pokemon/xy_ja-162/medium,https://scrydex.com/pokemon/cards/herbal-energy/xy_ja-162?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,163,Burning Energy,,https://images.scrydex.com/pokemon/xy_ja-163/medium,https://scrydex.com/pokemon/cards/burning-energy/xy_ja-163?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,164,Splash Energy,,https://images.scrydex.com/pokemon/xy_ja-164/medium,https://scrydex.com/pokemon/cards/splash-energy/xy_ja-164?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,165,Flash Energy,,https://images.scrydex.com/pokemon/xy_ja-165/medium,https://scrydex.com/pokemon/cards/flash-energy/xy_ja-165?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,166,Mystery Energy,,https://images.scrydex.com/pokemon/xy_ja-166/medium,https://scrydex.com/pokemon/cards/mystery-energy/xy_ja-166?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,167,Strong Energy,,https://images.scrydex.com/pokemon/xy_ja-167/medium,https://scrydex.com/pokemon/cards/strong-energy/xy_ja-167?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,168,Dangerous Energy,,https://images.scrydex.com/pokemon/xy_ja-168/medium,https://scrydex.com/pokemon/cards/dangerous-energy/xy_ja-168?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,169,Shield Energy,,https://images.scrydex.com/pokemon/xy_ja-169/medium,https://scrydex.com/pokemon/cards/shield-energy/xy_ja-169?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,170,Wonder Energy,,https://images.scrydex.com/pokemon/xy_ja-170/medium,https://scrydex.com/pokemon/cards/wonder-energy/xy_ja-170?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY,ハイクラスパック「THE BEST OF XY」,xy_ja,171,Double Dragon Energy,,https://images.scrydex.com/pokemon/xy_ja-171/medium,https://scrydex.com/pokemon/cards/double-dragon-energy/xy_ja-171?variant=normal,https://scrydex.com/pokemon/expansions/the-best-of-xy/xy_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,1,Exeggcute,C,https://images.scrydex.com/pokemon/xy6_ja-1/medium,https://scrydex.com/pokemon/cards/exeggcute/xy6_ja-1?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,2,Exeggutor,C,https://images.scrydex.com/pokemon/xy6_ja-2/medium,https://scrydex.com/pokemon/cards/exeggutor/xy6_ja-2?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,3,Wurmple,C,https://images.scrydex.com/pokemon/xy6_ja-3/medium,https://scrydex.com/pokemon/cards/wurmple/xy6_ja-3?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,4,Silcoon,C,https://images.scrydex.com/pokemon/xy6_ja-4/medium,https://scrydex.com/pokemon/cards/silcoon/xy6_ja-4?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,5,Beautifly,R,https://images.scrydex.com/pokemon/xy6_ja-5/medium,https://scrydex.com/pokemon/cards/beautifly/xy6_ja-5?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,6,Cascoon,C,https://images.scrydex.com/pokemon/xy6_ja-6/medium,https://scrydex.com/pokemon/cards/cascoon/xy6_ja-6?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,7,Dustox,C,https://images.scrydex.com/pokemon/xy6_ja-7/medium,https://scrydex.com/pokemon/cards/dustox/xy6_ja-7?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,8,Dustox,C,https://images.scrydex.com/pokemon/xy6_ja-8/medium,https://scrydex.com/pokemon/cards/dustox/xy6_ja-8?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,9,Nincada,C,https://images.scrydex.com/pokemon/xy6_ja-9/medium,https://scrydex.com/pokemon/cards/nincada/xy6_ja-9?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,10,Ninjask,C,https://images.scrydex.com/pokemon/xy6_ja-10/medium,https://scrydex.com/pokemon/cards/ninjask/xy6_ja-10?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,11,Shedinja,U,https://images.scrydex.com/pokemon/xy6_ja-11/medium,https://scrydex.com/pokemon/cards/shedinja/xy6_ja-11?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,12,Tropius,C,https://images.scrydex.com/pokemon/xy6_ja-12/medium,https://scrydex.com/pokemon/cards/tropius/xy6_ja-12?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,13,Fletchinder,C,https://images.scrydex.com/pokemon/xy6_ja-13/medium,https://scrydex.com/pokemon/cards/fletchinder/xy6_ja-13?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,14,Talonflame,U,https://images.scrydex.com/pokemon/xy6_ja-14/medium,https://scrydex.com/pokemon/cards/talonflame/xy6_ja-14?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,15,Articuno,U,https://images.scrydex.com/pokemon/xy6_ja-15/medium,https://scrydex.com/pokemon/cards/articuno/xy6_ja-15?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,16,Articuno,U,https://images.scrydex.com/pokemon/xy6_ja-16/medium,https://scrydex.com/pokemon/cards/articuno/xy6_ja-16?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,17,Wingull,C,https://images.scrydex.com/pokemon/xy6_ja-17/medium,https://scrydex.com/pokemon/cards/wingull/xy6_ja-17?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,18,Pelipper,C,https://images.scrydex.com/pokemon/xy6_ja-18/medium,https://scrydex.com/pokemon/cards/pelipper/xy6_ja-18?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,19,Voltorb,C,https://images.scrydex.com/pokemon/xy6_ja-19/medium,https://scrydex.com/pokemon/cards/voltorb/xy6_ja-19?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,20,Electrode,C,https://images.scrydex.com/pokemon/xy6_ja-20/medium,https://scrydex.com/pokemon/cards/electrode/xy6_ja-20?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,21,Zapdos,U,https://images.scrydex.com/pokemon/xy6_ja-21/medium,https://scrydex.com/pokemon/cards/zapdos/xy6_ja-21?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,22,Thundurus-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-22/medium,https://scrydex.com/pokemon/cards/thundurus-ex/xy6_ja-22?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,23,Natu,C,https://images.scrydex.com/pokemon/xy6_ja-23/medium,https://scrydex.com/pokemon/cards/natu/xy6_ja-23?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,24,Natu,C,https://images.scrydex.com/pokemon/xy6_ja-24/medium,https://scrydex.com/pokemon/cards/natu/xy6_ja-24?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,25,Xatu,C,https://images.scrydex.com/pokemon/xy6_ja-25/medium,https://scrydex.com/pokemon/cards/xatu/xy6_ja-25?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,26,Shuppet,C,https://images.scrydex.com/pokemon/xy6_ja-26/medium,https://scrydex.com/pokemon/cards/shuppet/xy6_ja-26?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,27,Banette,U,https://images.scrydex.com/pokemon/xy6_ja-27/medium,https://scrydex.com/pokemon/cards/banette/xy6_ja-27?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,28,Banette,U,https://images.scrydex.com/pokemon/xy6_ja-28/medium,https://scrydex.com/pokemon/cards/banette/xy6_ja-28?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,29,Deoxys,R,https://images.scrydex.com/pokemon/xy6_ja-29/medium,https://scrydex.com/pokemon/cards/deoxys/xy6_ja-29?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,30,Gallade-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-30/medium,https://scrydex.com/pokemon/cards/gallade-ex/xy6_ja-30?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,31,M Gallade-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-31/medium,https://scrydex.com/pokemon/cards/m-gallade-ex/xy6_ja-31?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,32,Gligar,C,https://images.scrydex.com/pokemon/xy6_ja-32/medium,https://scrydex.com/pokemon/cards/gligar/xy6_ja-32?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,33,Gliscor,C,https://images.scrydex.com/pokemon/xy6_ja-33/medium,https://scrydex.com/pokemon/cards/gliscor/xy6_ja-33?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,34,Absol,R,https://images.scrydex.com/pokemon/xy6_ja-34/medium,https://scrydex.com/pokemon/cards/absol/xy6_ja-34?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,35,Jirachi,R,https://images.scrydex.com/pokemon/xy6_ja-35/medium,https://scrydex.com/pokemon/cards/jirachi/xy6_ja-35?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,36,Togepi,C,https://images.scrydex.com/pokemon/xy6_ja-36/medium,https://scrydex.com/pokemon/cards/togepi/xy6_ja-36?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,37,Togetic,C,https://images.scrydex.com/pokemon/xy6_ja-37/medium,https://scrydex.com/pokemon/cards/togetic/xy6_ja-37?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,38,Togekiss,U,https://images.scrydex.com/pokemon/xy6_ja-38/medium,https://scrydex.com/pokemon/cards/togekiss/xy6_ja-38?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,39,Togekiss,R,https://images.scrydex.com/pokemon/xy6_ja-39/medium,https://scrydex.com/pokemon/cards/togekiss/xy6_ja-39?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,40,Dratini,C,https://images.scrydex.com/pokemon/xy6_ja-40/medium,https://scrydex.com/pokemon/cards/dratini/xy6_ja-40?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,41,Dragonair,C,https://images.scrydex.com/pokemon/xy6_ja-41/medium,https://scrydex.com/pokemon/cards/dragonair/xy6_ja-41?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,42,Dragonite,U,https://images.scrydex.com/pokemon/xy6_ja-42/medium,https://scrydex.com/pokemon/cards/dragonite/xy6_ja-42?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,43,Dragonite,R,https://images.scrydex.com/pokemon/xy6_ja-43/medium,https://scrydex.com/pokemon/cards/dragonite/xy6_ja-43?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,44,Altaria,C,https://images.scrydex.com/pokemon/xy6_ja-44/medium,https://scrydex.com/pokemon/cards/altaria/xy6_ja-44?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,45,Bagon,C,https://images.scrydex.com/pokemon/xy6_ja-45/medium,https://scrydex.com/pokemon/cards/bagon/xy6_ja-45?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,46,Shelgon,U,https://images.scrydex.com/pokemon/xy6_ja-46/medium,https://scrydex.com/pokemon/cards/shelgon/xy6_ja-46?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,47,Salamence,R,https://images.scrydex.com/pokemon/xy6_ja-47/medium,https://scrydex.com/pokemon/cards/salamence/xy6_ja-47?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,48,Latios-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-48/medium,https://scrydex.com/pokemon/cards/latios-ex/xy6_ja-48?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,49,M Latios-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-49/medium,https://scrydex.com/pokemon/cards/m-latios-ex/xy6_ja-49?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,50,Hydreigon-EX,RR,https://images.scrydex.com/pokemon/xy6_ja-50/medium,https://scrydex.com/pokemon/cards/hydreigon-ex/xy6_ja-50?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,51,Reshiram,R,https://images.scrydex.com/pokemon/xy6_ja-51/medium,https://scrydex.com/pokemon/cards/reshiram/xy6_ja-51?variant=firstEditionHolofoil,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,52,Spearow,C,https://images.scrydex.com/pokemon/xy6_ja-52/medium,https://scrydex.com/pokemon/cards/spearow/xy6_ja-52?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
XY6,ポケモンカードゲームXY 拡張パック「エメラルドブレイク」,xy6_ja,53,Fearow,C,https://images.scrydex.com/pokemon/xy6_ja-53/medium,https://scrydex.com/pokemon/cards/fearow/xy6_ja-53?variant=firstEdition,https://scrydex.com/pokemon/expansions/emerald-break/xy6_ja
